TH,Cod.Comarca,Cod.Municipio,AMBITO,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PP,CDS,PH,FE-JONS,PCPE-EK,POSI,UCE,F.N.,UNA,UV,E.U.,PSE-EE/PSOE,PREPAL,AA,LV-GV,DN,PACMA/ZAAAA,MSR,UCL,PUM+J,PFYV,FA,CDL,AES,UPD,IF,PNV...(E09),SAIN,PSA,ARALAR-EA...(E09),IZAN-RG,RC,EB-B...(E09),LIBERTAS-C´S,I.I.
BIZKAIA,003,032,ELORRIO,5907,2645,7,2638,12,2626,3262,243,0,1,0,0,2,0,0,0,1,0,480,1,0,5,1,4,0,0,0,10,0,1,0,6,2,817,0,0,254,3,0,21,1,773
BIZKAIA,003,034,ERMUA,13318,5829,21,5808,39,5769,7489,1454,8,0,0,1,3,0,0,9,0,3,2592,0,0,78,1,7,0,0,7,3,0,2,0,99,3,720,2,0,180,5,0,168,1,423
BIZKAIA,003,036,GALDAKAO,24155,9730,37,9693,61,9632,14425,1088,5,2,1,3,5,2,0,2,1,1,2530,5,2,44,3,21,0,1,14,12,0,0,0,143,12,3464,6,5,543,11,1,199,1,1505
BIZKAIA,003,039,GARAI,257,152,2,150,0,150,105,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,11,0,0,1,0,41
BIZKAIA,003,050,IZURTZA,218,126,1,125,0,125,92,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,4,0,0,1,0,60
BIZKAIA,003,055,LEMOA,2515,1332,16,1316,6,1310,1183,73,0,2,0,0,2,1,0,0,0,0,151,1,0,49,0,1,0,0,1,2,2,0,0,1,4,657,3,0,72,3,1,20,0,264
BIZKAIA,003,058,MALLABIA,984,465,4,461,2,459,519,23,0,0,0,0,2,0,0,0,0,0,62,0,0,1,0,2,0,0,0,0,0,0,0,1,1,157,0,0,17,1,0,1,0,191
BIZKAIA,003,059,MAÑARIA,413,246,0,246,2,244,167,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,132,0,0,15,0,0,2,0,83
BIZKAIA,003,065,UGAO-MIRABALLES,3303,1505,2,1503,7,1496,1798,130,0,0,0,2,0,0,1,0,0,0,296,0,0,6,0,2,0,0,5,0,0,0,0,10,2,609,0,0,76,2,0,21,0,334
BIZKAIA,003,072,OTXANDIO,996,568,0,568,2,566,428,31,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,227,0,0,38,0,1,3,0,238
BIZKAIA,003,074,URDUÑA/ORDUÑA,3417,1641,13,1628,8,1620,1776,192,0,1,0,0,1,1,1,0,1,0,247,0,0,5,0,1,0,1,3,2,0,0,0,13,0,666,1,1,86,2,0,22,0,373
BIZKAIA,003,075,OROZKO,1898,956,2,954,2,952,942,73,0,0,0,1,0,0,0,0,0,0,48,0,0,2,1,1,1,0,2,0,0,0,0,3,1,606,0,0,50,1,0,7,0,155
BIZKAIA,003,088,UBIDE,131,82,1,81,0,81,49,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,2,0,0,1,0,41
BIZKAIA,003,091,ATXONDO,1203,571,2,569,10,559,632,20,1,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,2,0,0,0,1,0,220,0,0,28,0,0,2,0,208
BIZKAIA,003,092,BEDIA,785,413,1,412,3,409,372,24,0,0,0,0,0,0,0,0,0,0,42,0,0,0,1,1,0,0,0,0,0,0,0,0,0,254,0,0,19,0,0,7,0,61
BIZKAIA,003,093,AREATZA,849,486,5,481,5,476,363,43,0,0,0,0,0,0,0,0,0,0,43,0,0,5,0,2,0,0,0,1,0,0,0,0,0,229,0,0,45,0,0,2,0,106
BIZKAIA,003,094,IGORRE,3390,1536,2,1534,9,1525,1854,50,1,0,0,0,1,0,0,0,1,2,130,0,0,2,0,0,0,0,1,1,0,0,1,5,0,771,0,0,122,2,0,14,0,421
BIZKAIA,003,095,ZALDIBAR,2390,977,4,973,8,965,1413,141,2,0,0,1,0,1,0,0,0,0,265,1,0,1,0,1,0,0,2,1,0,0,0,8,0,255,2,1,57,3,0,9,1,213
BIZKAIA,003,097,ZARATAMO,1406,631,5,626,8,618,775,45,0,0,0,0,2,0,0,0,0,0,158,0,0,5,1,1,0,0,1,0,0,0,0,3,0,237,0,2,56,0,0,4,1,102
BIZKAIA,003,910,IURRETA,3159,1373,3,1370,6,1364,1786,193,0,0,0,2,0,0,0,0,0,1,385,0,0,4,2,0,0,2,3,0,0,0,0,10,0,416,1,2,38,1,0,12,0,292
BIZKAIA,004,004,AMOROTO,324,144,0,144,1,143,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,10,0,0,0,0,46
BIZKAIA,004,007,MUNITIBAR-ARBATZEGI GERRIKAITZ-,349,188,0,188,0,188,161,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,97,1,0,12,0,0,0,0,71
BIZKAIA,004,010,ARRIETA,456,230,1,229,0,229,226,1,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152,0,0,18,0,0,2,0,46
BIZKAIA,004,012,BAKIO,1874,1128,10,1118,3,1115,746,30,0,0,0,0,0,0,0,0,0,0,63,0,1,4,0,2,0,0,0,2,0,0,0,5,1,663,0,0,100,3,0,10,0,231
BIZKAIA,004,014,BARRIKA,1164,533,3,530,4,526,631,33,0,0,0,0,0,0,0,0,0,0,61,0,0,2,0,5,0,0,0,0,0,0,0,4,1,260,0,3,50,1,0,3,1,102
BIZKAIA,004,016,BERANGO,5079,2247,11,2236,13,2223,2832,302,0,0,0,1,0,1,0,1,0,0,517,4,0,31,0,4,0,0,10,3,0,0,0,45,0,737,0,0,121,5,0,35,2,404
BIZKAIA,004,017,BERMEO,13640,6440,15,6425,7,6418,7200,153,0,0,48,0,1,0,0,0,0,0,503,1,0,14,1,5,1,0,3,0,0,0,2,8,2,3829,1,0,832,1,0,35,1,977
BIZKAIA,004,018,BERRIATUA,941,420,2,418,0,418,521,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,187,0,0,34,2,0,0,0,182
BIZKAIA,004,021,BUSTURIA,1481,798,3,795,6,789,683,32,0,0,0,2,0,0,0,0,0,0,81,0,1,1,0,1,0,0,0,0,0,0,0,1,2,387,0,0,73,0,0,5,0,203
BIZKAIA,004,028,EA,787,475,1,474,2,472,312,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,229,0,0,50,0,0,1,0,178
BIZKAIA,004,030,ETXEBARRIA,642,324,0,324,1,323,318,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,136,0,0,29,1,0,0,0,142
BIZKAIA,004,031,ELANTXOBE,384,230,1,229,0,229,154,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,26,0,0,0,0,63
BIZKAIA,004,033,EREÑO,229,140,4,136,0,136,89,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,16,0,0,0,0,41
BIZKAIA,004,035,FRUIZ,349,203,1,202,1,201,146,2,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,0,0,0,0,2,0,123,0,0,5,0,0,3,0,55
BIZKAIA,004,038,GAMIZ-FIKA,1073,587,1,586,1,585,486,17,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,3,0,335,0,0,50,0,0,3,0,146
BIZKAIA,004,040,GATIKA,1251,585,0,585,12,573,666,20,0,0,0,0,0,0,0,0,0,0,40,0,0,1,1,0,0,0,0,0,0,0,0,3,0,314,0,0,63,1,0,4,0,126
BIZKAIA,004,041,GAUTEGIZ ARTEAGA,730,449,3,446,0,446,281,11,0,1,0,0,0,0,0,0,0,0,18,0,0,3,0,0,0,0,0,1,0,0,0,2,0,244,0,0,42,0,0,3,0,121
BIZKAIA,004,043,GORLIZ,4184,2007,7,2000,15,1985,2177,157,0,0,0,1,1,1,3,0,0,0,256,7,0,15,0,8,0,0,8,4,0,0,0,23,3,972,0,1,186,3,0,35,1,300
BIZKAIA,004,044,GETXO,64740,30624,76,30548,232,30316,34116,8519,8,13,5,6,9,5,1,4,1,5,5862,2,1,161,4,63,2,1,61,40,0,9,21,905,15,9693,8,1,1215,62,4,391,46,3173
BIZKAIA,004,046,GERNIKA-LUMO,12683,6263,10,6253,23,6230,6420,350,1,0,0,2,4,0,1,1,1,1,858,1,0,16,1,4,1,0,5,7,2,0,2,20,3,2709,2,0,703,5,1,54,1,1474
BIZKAIA,004,047,GIZABURUAGA,154,88,0,88,0,88,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,6,0,0,0,0,55
BIZKAIA,004,048,IBARRANGELU,537,325,0,325,1,324,212,5,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,20,0,0,1,0,101
BIZKAIA,004,049,ISPASTER,574,311,2,309,0,309,263,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,1,1,0,193,0,0,21,0,0,3,0,77
BIZKAIA,004,052,LARRABETZU,1500,926,1,925,1,924,574,19,0,0,0,0,0,0,0,0,0,0,31,0,0,3,0,1,0,0,0,0,0,0,0,3,0,426,0,0,54,0,0,12,0,375
BIZKAIA,004,053,LAUKIZ,828,462,1,461,1,460,366,62,0,0,0,0,0,0,0,0,0,0,36,0,0,1,1,0,0,0,1,1,0,0,0,7,0,274,0,0,19,0,0,0,0,58
BIZKAIA,004,054,LEIOA,23599,10061,39,10022,85,9937,13538,1593,4,1,0,10,10,2,1,1,0,3,2967,4,2,96,1,24,0,1,44,14,0,3,4,213,6,3335,3,2,366,21,2,205,3,996
BIZKAIA,004,056,LEMOIZ,834,384,4,380,1,379,450,11,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,216,0,0,28,1,0,6,0,92
BIZKAIA,004,057,LEKEITIO,6069,3249,4,3245,9,3236,2820,78,0,0,0,2,0,1,0,0,0,0,107,0,0,2,0,1,8,0,0,0,0,0,0,1,0,1353,0,0,485,3,0,9,0,1186
BIZKAIA,004,060,MARKINA-XEMEIN,3685,1516,2,1514,5,1509,2169,52,0,0,0,0,0,0,0,0,0,1,67,0,0,6,0,1,0,1,0,1,0,0,0,2,0,731,1,0,161,4,0,14,1,466
BIZKAIA,004,061,MARURI-JATABE,737,404,1,403,2,401,333,22,0,0,0,0,0,0,0,0,0,0,36,0,0,1,0,0,0,0,2,0,0,0,0,1,0,222,0,0,37,0,0,7,0,73
BIZKAIA,004,062,MENDATA,313,177,0,177,0,177,136,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110,0,0,19,0,0,1,0,39
BIZKAIA,004,063,MENDEXA,358,200,0,200,3,197,158,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69,0,0,12,0,0,1,0,104
BIZKAIA,004,064,MEÑAKA,570,339,1,338,1,337,231,6,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,163,0,0,59,0,0,2,0,89
BIZKAIA,004,066,MORGA,360,189,0,189,1,188,171,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,142,0,0,8,0,0,0,0,32
BIZKAIA,004,067,MUXIKA,1227,630,1,629,1,628,597,6,0,0,0,0,0,0,0,0,0,0,22,0,0,2,0,0,0,0,0,1,0,0,0,0,0,329,1,0,62,2,0,2,0,201
BIZKAIA,004,068,MUNDAKA,1578,903,1,902,4,898,675,11,0,0,0,1,0,0,0,0,0,0,36,0,0,2,0,0,0,0,0,0,0,0,0,0,0,582,0,0,78,1,0,2,0,185
BIZKAIA,004,069,MUNGIA,12174,5448,12,5436,23,5413,6726,511,0,0,0,4,0,0,0,1,0,2,659,2,0,27,1,8,1,1,10,2,1,1,1,53,1,3045,0,2,348,4,0,74,1,653
BIZKAIA,004,070,AULESTI,570,311,3,308,3,305,259,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,13,0,0,2,0,169
BIZKAIA,004,073,ONDARROA,7216,3654,12,3642,13,3629,3562,180,1,1,0,1,1,1,1,0,0,0,166,0,0,3,0,0,0,0,0,2,0,0,1,2,1,1318,1,0,269,1,0,8,0,1671
BIZKAIA,004,076,SUKARRIETA,304,206,0,206,0,206,98,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118,0,0,18,0,0,3,0,49
BIZKAIA,004,077,PLENTZIA,3373,1609,4,1605,10,1595,1764,167,0,2,0,0,0,0,0,0,0,0,191,0,0,9,0,1,1,0,3,4,0,0,0,13,1,797,0,0,125,6,1,19,0,255
BIZKAIA,004,079,ERRIGOITI,439,285,0,285,0,285,154,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,184,0,0,18,0,0,0,0,69
BIZKAIA,004,081,LEZAMA,1944,992,3,989,2,987,952,54,0,1,0,0,0,0,0,0,0,0,94,0,0,6,0,0,0,0,1,0,0,0,0,6,0,568,1,0,62,0,0,8,0,186
BIZKAIA,004,085,SOPELANA,9680,3921,11,3910,33,3877,5759,275,0,1,0,6,0,0,1,0,0,2,702,1,0,38,0,97,1,0,10,2,1,0,2,50,5,1534,0,0,240,7,0,109,2,791
BIZKAIA,004,089,URDULIZ,2714,1260,14,1246,8,1238,1454,74,1,0,0,0,0,1,0,1,0,0,191,0,0,4,1,2,0,0,0,0,0,0,0,18,1,590,0,0,88,2,1,19,0,244
BIZKAIA,004,901,DERIO,4285,1995,16,1979,15,1964,2290,204,0,1,1,1,0,0,1,0,0,0,712,0,0,7,2,4,0,0,8,6,0,0,0,16,0,726,0,0,82,1,0,29,0,163
BIZKAIA,004,902,ERANDIO,19368,7744,24,7720,45,7675,11624,893,1,3,1,6,8,3,2,1,1,2,2544,3,1,27,3,20,4,0,16,6,0,3,2,56,4,2870,1,2,225,28,0,121,2,816
BIZKAIA,004,903,LOIU,1775,996,2,994,4,990,779,149,0,0,0,1,1,0,0,0,0,1,82,0,0,5,0,1,1,0,4,2,0,0,0,19,1,606,0,0,42,0,0,1,0,74
BIZKAIA,004,904,SONDIKA,3579,1844,4,1840,19,1821,1735,172,0,0,0,2,0,0,0,0,0,0,288,0,0,11,1,0,0,1,2,0,0,0,0,13,2,1048,0,0,76,0,0,26,0,179
BIZKAIA,004,905,ZAMUDIO,2604,1313,13,1300,10,1290,1291,78,0,1,0,2,2,1,0,0,0,1,192,0,0,2,0,3,0,1,2,1,0,0,0,6,0,690,1,1,40,1,0,18,1,246
BIZKAIA,004,906,FORUA,814,440,0,440,1,439,374,9,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0,0,0,0,1,210,0,0,28,1,0,3,0,165
BIZKAIA,004,907,KORTEZUBI,342,222,0,222,1,221,120,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,0,0,12,0,0,0,0,71
BIZKAIA,004,908,MURUETA,243,151,1,150,0,150,92,3,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,3,0,0,0,0,2,0,86,0,0,9,0,0,0,0,39
BIZKAIA,004,909,NABARNIZ,200,134,0,134,2,132,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,6,0,0,1,0,60
BIZKAIA,004,911,AJANGIZ,374,206,0,206,2,204,168,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,11,1,0,3,0,123
BIZKAIA,004,914,ARRATZU,326,216,2,214,0,214,110,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,125,0,0,20,0,0,0,0,64
BIZKAIA,004,915,ZIORTZA - BOLIBAR,349,185,0,185,2,183,164,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,6,0,0,1,0,62
BIZKAIA,099,999,MUNICIPIO CERA BIZKAIA,23301,2599,12,2587,34,2553,20702,484,1,5,2,7,6,0,2,3,0,2,901,2,0,37,5,36,1,0,18,9,0,2,6,52,10,742,0,3,62,1,1,51,0,102
