TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PP,CDS,PH,FE-JONS,PCPE-EK,POSI,UCE,F.N.,UNA,UV,E.U.,PSE-EE/PSOE,PREPAL,AA,LV-GV,DN,PACMA/ZAAAA,MSR,UCL,PUM+J,PFYV,FA,CDL,AES,UPD,IF,PNV...(E09),SAIN,PSA,ARALAR-EA...(E09),IZAN-RG,RC,EB-B...(E09),LIBERTAS-C´S,I.I.
GIPUZKOA,076,ORDIZIA,1,2,B,399,175,1,174,0,174,224,11,0,0,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0,7,0,48,0,0,15,0,0,2,0,61
GIPUZKOA,076,ORDIZIA,1,3,A,508,216,0,216,0,216,292,27,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,23,0,0,4,0,56
GIPUZKOA,076,ORDIZIA,1,3,B,477,216,0,216,1,215,261,21,0,0,0,0,0,1,0,0,0,0,51,0,0,1,0,0,0,0,0,0,0,1,0,0,0,58,0,0,13,0,0,4,0,65
GIPUZKOA,076,ORDIZIA,1,4,A,823,355,2,353,2,351,468,28,0,0,0,0,1,0,0,0,0,0,67,0,0,1,0,1,0,0,1,0,0,0,0,1,0,109,0,0,50,0,0,10,0,82
GIPUZKOA,076,ORDIZIA,1,4,B,876,378,0,378,0,378,498,34,0,0,0,0,0,0,0,0,0,1,89,0,0,1,0,0,0,0,0,2,1,0,0,0,0,91,0,0,41,0,0,7,0,111
GIPUZKOA,076,ORDIZIA,1,5,A,379,201,0,201,3,198,178,15,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,0,0,19,0,0,4,0,74
GIPUZKOA,076,ORDIZIA,1,5,B,353,164,0,164,1,163,189,12,0,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,23,0,0,1,0,65
GIPUZKOA,076,ORDIZIA,1,6,A,669,250,1,249,2,247,419,22,0,0,0,0,0,0,0,0,0,1,88,0,0,1,0,0,0,0,0,0,0,0,0,1,0,61,0,0,20,0,0,6,0,47
GIPUZKOA,076,ORDIZIA,1,6,B,694,259,0,259,2,257,435,23,0,0,0,1,1,1,0,0,0,0,106,0,0,1,0,0,0,0,0,0,0,0,0,3,3,33,0,1,19,0,0,13,0,52
GIPUZKOA,076,ORDIZIA,1,7,A,362,178,0,178,1,177,184,16,0,0,0,0,0,0,0,0,1,0,41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,50,0,0,8,0,0,1,0,58
GIPUZKOA,076,ORDIZIA,1,7,B,319,136,0,136,0,136,183,13,0,0,0,0,1,0,0,1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,7,0,0,1,0,34
GIPUZKOA,077,URRETXU,1,1,U,680,266,2,264,2,262,414,28,0,0,0,0,0,0,0,0,0,0,87,0,0,2,0,0,0,0,0,1,0,0,0,0,0,77,0,0,13,0,0,4,0,50
GIPUZKOA,077,URRETXU,1,2,A,581,267,1,266,6,260,314,20,0,0,0,0,0,0,0,0,0,0,77,0,0,0,1,0,0,0,0,1,0,0,0,0,0,67,0,0,26,0,0,11,0,57
GIPUZKOA,077,URRETXU,1,2,B,599,250,1,249,3,246,349,11,0,0,0,0,0,0,1,0,0,0,91,0,0,2,0,2,0,0,1,2,0,0,0,0,1,51,0,0,19,1,0,7,0,57
GIPUZKOA,077,URRETXU,1,3,U,939,377,0,377,1,376,562,32,0,0,0,0,0,0,0,0,0,1,87,2,0,0,0,0,0,0,0,0,0,0,0,1,1,97,0,0,37,1,0,3,0,114
GIPUZKOA,077,URRETXU,1,4,U,771,375,0,375,1,374,396,28,0,0,0,0,2,1,0,0,0,0,109,0,0,1,0,0,0,0,0,0,0,0,1,0,0,105,0,0,38,0,0,5,0,84
GIPUZKOA,077,URRETXU,1,5,U,839,371,1,370,1,369,468,23,2,0,0,0,0,0,0,0,0,0,101,0,0,2,1,0,0,0,0,1,0,0,0,1,0,121,0,0,45,0,0,6,0,66
GIPUZKOA,077,URRETXU,1,6,U,1063,470,1,469,5,464,593,33,0,1,0,0,0,0,0,0,0,0,145,0,1,2,1,1,0,0,0,0,1,0,0,3,0,122,0,0,43,0,0,5,2,104
GIPUZKOA,078,ZALDIBIA,1,1,U,764,414,1,413,3,410,350,5,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,31,3,0,4,0,278
GIPUZKOA,078,ZALDIBIA,1,2,U,419,218,1,217,0,217,201,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56,0,0,42,6,0,3,0,105
GIPUZKOA,079,ZARAUTZ,1,1,A,761,356,2,354,4,350,405,41,0,1,0,0,0,0,0,0,0,0,58,0,0,0,0,1,0,0,0,0,0,0,0,3,3,103,0,0,49,0,0,8,0,83
GIPUZKOA,079,ZARAUTZ,1,1,B,725,308,3,305,1,304,417,20,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,92,0,0,37,1,0,3,0,95
GIPUZKOA,079,ZARAUTZ,1,2,A,474,201,0,201,1,200,273,26,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,2,0,64,0,0,26,0,0,0,0,61
GIPUZKOA,079,ZARAUTZ,1,2,B,465,185,0,185,4,181,280,15,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0,1,0,0,63,0,0,29,0,0,0,0,46
GIPUZKOA,079,ZARAUTZ,1,3,A,496,175,1,174,3,171,321,26,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,0,0,20,0,0,1,0,36
GIPUZKOA,079,ZARAUTZ,1,3,B,504,210,0,210,1,209,294,20,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,27,0,0,4,0,48
GIPUZKOA,079,ZARAUTZ,2,1,U,683,300,0,300,0,300,383,63,0,0,0,0,1,0,0,0,0,0,43,0,0,1,0,0,0,0,0,0,0,0,0,4,0,122,0,0,31,0,0,0,0,35
GIPUZKOA,079,ZARAUTZ,2,2,A,671,317,7,310,1,309,354,51,0,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,3,0,115,0,0,39,1,0,1,0,57
GIPUZKOA,079,ZARAUTZ,2,2,B,645,309,0,309,2,307,336,40,0,0,0,0,0,0,0,0,0,0,59,0,0,1,0,0,0,1,0,0,0,0,0,9,0,117,0,0,37,1,0,1,0,41
GIPUZKOA,079,ZARAUTZ,2,3,A,736,272,0,272,0,272,464,22,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,3,0,58,0,0,30,0,0,3,0,87
GIPUZKOA,079,ZARAUTZ,2,3,B,829,319,1,318,1,317,510,27,0,0,0,0,0,0,0,0,0,0,88,0,0,3,0,1,0,0,0,0,0,0,0,2,0,87,0,0,30,0,0,5,0,74
GIPUZKOA,079,ZARAUTZ,2,4,A,705,260,5,255,3,252,445,18,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,0,30,1,0,3,0,72
GIPUZKOA,079,ZARAUTZ,2,4,B,684,239,0,239,6,233,445,35,0,0,0,0,0,0,0,0,0,0,81,0,0,3,0,0,0,0,0,0,0,0,1,5,0,33,0,0,25,0,0,2,0,48
GIPUZKOA,079,ZARAUTZ,2,5,A,606,241,0,241,0,241,365,11,0,0,0,0,1,0,0,0,0,0,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68,0,0,21,0,0,1,0,65
GIPUZKOA,079,ZARAUTZ,2,5,B,681,278,1,277,1,276,403,22,1,0,0,0,0,0,0,0,0,0,89,0,0,1,0,0,0,0,0,0,0,0,0,1,0,75,0,0,33,0,0,3,0,51
GIPUZKOA,079,ZARAUTZ,2,6,A,683,262,0,262,4,258,421,14,0,0,0,0,1,0,0,0,0,0,53,0,0,2,0,1,0,0,1,0,0,0,0,0,0,62,1,0,43,0,1,1,0,78
GIPUZKOA,079,ZARAUTZ,2,6,B,712,249,0,249,2,247,463,22,0,0,0,0,0,0,0,0,0,0,66,0,0,4,0,0,0,0,0,0,0,0,0,2,0,62,0,0,30,0,0,6,0,55
GIPUZKOA,079,ZARAUTZ,2,7,A,461,174,0,174,1,173,287,13,0,0,0,0,0,0,0,0,0,0,44,0,0,2,0,1,0,0,0,0,0,0,0,1,0,51,0,0,24,0,0,1,0,36
GIPUZKOA,079,ZARAUTZ,2,7,B,502,182,0,182,1,181,320,13,0,0,0,0,0,2,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,52,0,0,24,0,0,0,0,53
GIPUZKOA,079,ZARAUTZ,2,7,C,357,97,0,97,2,95,260,5,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,27,0,0,3,0,23
GIPUZKOA,079,ZARAUTZ,2,8,A,889,341,0,341,3,338,548,45,0,0,0,0,0,0,0,0,0,0,71,0,0,4,0,0,0,0,0,0,0,0,0,8,0,128,0,0,29,1,0,7,0,45
GIPUZKOA,079,ZARAUTZ,2,8,B,843,306,0,306,1,305,537,33,0,0,0,0,0,0,0,0,0,0,41,0,0,2,0,0,0,0,1,2,0,0,0,7,1,128,0,0,28,4,0,5,0,53
GIPUZKOA,079,ZARAUTZ,2,9,A,705,262,0,262,0,262,443,17,0,0,0,0,1,0,0,0,0,0,62,0,0,1,0,0,0,0,0,0,0,0,0,3,1,71,0,0,44,1,0,7,0,54
GIPUZKOA,079,ZARAUTZ,2,9,B,610,229,0,229,2,227,381,17,0,0,0,0,0,0,0,0,0,0,61,0,0,1,0,0,0,0,0,0,0,0,0,2,1,65,0,0,26,1,0,8,0,45
GIPUZKOA,079,ZARAUTZ,2,10,A,481,207,0,207,1,206,274,16,0,0,0,0,0,0,0,0,0,0,28,0,0,2,0,0,0,0,0,0,0,0,0,0,0,87,0,0,25,0,0,2,0,46
GIPUZKOA,079,ZARAUTZ,2,10,B,483,203,0,203,0,203,280,20,0,0,0,0,0,0,0,0,0,0,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66,0,0,31,0,0,1,0,51
GIPUZKOA,079,ZARAUTZ,2,11,U,854,385,1,384,8,376,469,19,0,1,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,2,0,0,0,0,1,0,125,0,0,61,1,0,8,0,64
GIPUZKOA,080,ZUMARRAGA,1,1,A,431,222,1,221,0,221,209,16,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,91,0,0,27,0,0,3,0,37
GIPUZKOA,080,ZUMARRAGA,1,1,B,426,183,0,183,2,181,243,19,0,0,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,1,0,0,0,1,0,69,0,0,23,1,0,3,0,30
GIPUZKOA,080,ZUMARRAGA,1,2,A,517,245,1,244,2,242,272,29,0,0,0,0,0,0,0,0,0,0,78,0,0,1,1,1,0,0,1,0,0,0,0,1,0,75,0,2,20,0,0,3,0,30
GIPUZKOA,080,ZUMARRAGA,1,2,B,536,241,1,240,1,239,295,32,0,0,0,0,1,0,0,0,0,0,119,0,0,2,0,0,0,1,0,0,0,0,0,0,0,44,0,0,13,0,0,3,0,24
GIPUZKOA,080,ZUMARRAGA,1,2,C,473,221,0,221,3,218,252,35,0,0,0,1,0,0,0,0,0,0,69,0,0,0,0,1,0,0,0,0,0,0,0,2,0,61,0,0,17,0,0,4,0,28
GIPUZKOA,080,ZUMARRAGA,1,3,U,540,205,1,204,0,204,335,18,0,1,0,0,0,0,0,0,0,0,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,64,0,0,12,0,0,5,0,36
GIPUZKOA,080,ZUMARRAGA,1,4,U,647,246,0,246,1,245,401,20,0,0,0,0,0,0,1,0,0,0,111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,0,0,16,1,0,3,0,36
GIPUZKOA,080,ZUMARRAGA,1,5,A,1022,412,1,411,5,406,610,59,0,1,1,0,0,0,1,0,0,1,218,0,0,4,0,3,0,0,2,1,0,0,0,5,0,42,0,0,15,1,0,14,0,38
GIPUZKOA,080,ZUMARRAGA,1,5,B,959,400,0,400,4,396,559,68,0,0,0,0,0,0,0,0,0,1,225,0,0,3,0,1,1,0,1,0,0,0,0,1,1,34,0,0,14,0,0,12,0,34
GIPUZKOA,080,ZUMARRAGA,1,6,A,704,332,3,329,3,326,372,29,0,0,0,0,1,0,0,0,0,0,154,0,0,1,0,1,0,0,1,1,0,0,0,0,0,55,0,0,30,0,0,4,0,49
GIPUZKOA,080,ZUMARRAGA,1,6,B,661,308,2,306,1,305,353,25,0,1,0,2,1,0,0,0,0,0,154,0,0,0,0,1,0,0,0,0,0,0,0,1,0,41,0,0,14,0,0,7,0,58
GIPUZKOA,080,ZUMARRAGA,1,7,U,413,142,0,142,0,142,271,3,0,0,0,0,0,0,0,0,0,0,32,0,0,1,0,0,0,0,2,0,0,0,0,0,0,40,0,0,17,1,0,4,0,42
GIPUZKOA,080,ZUMARRAGA,1,8,U,830,323,2,321,2,319,507,36,0,0,0,0,0,0,0,0,0,1,107,0,0,0,0,0,0,0,0,0,0,0,0,2,0,81,0,0,22,0,0,9,0,61
GIPUZKOA,081,ZUMAIA,1,1,A,779,347,0,347,0,347,432,23,1,0,1,0,0,0,0,0,0,0,39,0,0,2,0,1,0,0,0,0,0,0,0,1,0,132,0,0,55,1,0,7,0,84
GIPUZKOA,081,ZUMAIA,1,1,B,762,334,1,333,3,330,428,12,0,0,0,0,0,1,0,0,0,0,33,0,0,3,0,0,0,0,1,0,0,0,0,0,0,144,0,0,51,0,0,5,0,80
GIPUZKOA,081,ZUMAIA,1,2,A,664,288,2,286,1,285,376,17,0,0,0,0,0,0,0,0,0,0,75,0,0,1,0,2,0,0,0,0,0,0,0,1,0,89,0,0,39,3,0,1,0,57
GIPUZKOA,081,ZUMAIA,1,2,B,652,297,0,297,0,297,355,20,0,0,0,0,0,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,1,0,75,0,0,44,2,0,2,0,52
GIPUZKOA,081,ZUMAIA,1,3,U,747,332,0,332,4,328,415,19,0,0,1,0,0,0,0,0,0,1,101,0,0,0,0,0,0,0,1,1,0,0,0,1,0,82,0,0,39,0,0,5,0,77
GIPUZKOA,081,ZUMAIA,1,4,A,532,223,0,223,1,222,309,14,0,0,0,0,0,0,0,0,0,0,43,0,0,1,0,0,0,0,0,0,0,0,0,2,0,68,0,0,41,0,0,3,0,50
GIPUZKOA,081,ZUMAIA,1,4,B,518,191,1,190,4,186,327,13,0,0,0,1,0,0,0,0,0,0,36,0,0,0,0,0,0,1,0,1,0,0,0,1,0,52,0,0,20,1,0,2,0,58
GIPUZKOA,081,ZUMAIA,1,5,U,803,337,0,337,0,337,466,22,0,0,0,0,0,0,0,0,0,0,84,0,0,2,0,0,0,0,0,0,0,0,0,0,0,108,0,0,47,0,0,6,0,68
GIPUZKOA,081,ZUMAIA,1,6,A,937,360,0,360,1,359,577,9,0,0,0,0,0,0,0,0,0,0,71,0,0,1,0,1,0,0,0,0,0,0,0,0,0,114,0,0,51,2,0,10,0,100
GIPUZKOA,081,ZUMAIA,1,6,B,879,304,0,304,1,303,575,6,0,0,0,0,0,0,0,0,0,1,77,0,0,1,0,1,0,0,1,0,0,1,0,3,0,97,0,1,31,1,0,2,1,79
GIPUZKOA,901,MENDARO,1,1,A,746,296,0,296,2,294,450,11,0,0,0,0,0,0,0,0,0,0,63,0,0,2,0,1,0,0,0,0,0,0,0,4,1,111,1,0,43,0,0,3,0,54
GIPUZKOA,901,MENDARO,1,1,B,736,257,1,256,2,254,479,14,0,0,0,0,0,0,0,0,0,0,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,108,0,0,22,0,0,3,0,58
GIPUZKOA,902,LASARTE-ORIA,1,1,U,746,339,0,339,1,338,407,30,0,0,0,0,2,0,0,0,0,0,60,0,0,5,0,2,1,0,0,0,0,0,0,3,0,64,0,0,16,2,0,1,0,152
GIPUZKOA,902,LASARTE-ORIA,1,2,A,572,240,0,240,2,238,332,49,0,0,0,0,0,0,0,0,0,0,132,0,0,1,0,0,0,2,0,0,0,0,1,0,0,19,0,0,10,0,0,5,0,19
GIPUZKOA,902,LASARTE-ORIA,1,2,B,656,255,0,255,2,253,401,39,0,1,0,0,0,0,0,0,0,0,139,0,0,0,0,3,0,0,0,1,0,0,0,2,0,21,0,0,13,0,0,7,0,27
GIPUZKOA,902,LASARTE-ORIA,1,3,A,719,309,0,309,4,305,410,43,0,0,0,0,0,0,0,0,0,2,160,0,0,1,0,1,0,0,1,0,0,0,0,6,0,45,0,0,8,1,0,4,0,33
GIPUZKOA,902,LASARTE-ORIA,1,3,B,668,292,3,289,5,284,376,39,0,1,1,0,0,0,0,0,0,0,177,2,0,2,0,0,0,0,0,0,0,0,0,2,0,24,0,0,7,0,0,3,0,26
GIPUZKOA,902,LASARTE-ORIA,1,4,A,555,221,1,220,0,220,334,21,0,0,0,0,0,0,0,1,0,0,92,1,0,1,0,1,0,0,1,0,0,0,0,0,0,45,0,0,11,1,0,2,0,43
GIPUZKOA,902,LASARTE-ORIA,1,4,B,543,222,1,221,0,221,321,26,0,0,0,0,0,0,0,0,0,0,101,0,0,2,0,0,0,0,0,0,0,0,0,5,0,39,0,0,11,0,0,1,0,36
GIPUZKOA,902,LASARTE-ORIA,1,5,U,634,290,1,289,0,289,344,44,0,0,0,1,0,0,0,0,0,0,112,0,0,0,0,0,0,0,2,0,0,0,0,3,0,56,0,0,25,0,0,4,0,42
GIPUZKOA,902,LASARTE-ORIA,1,6,A,616,248,1,247,2,245,368,17,0,0,1,0,0,0,0,0,0,0,79,0,0,1,0,1,0,0,1,1,0,0,0,1,0,61,0,0,23,0,1,4,0,54
GIPUZKOA,902,LASARTE-ORIA,1,6,B,610,220,1,219,1,218,390,15,0,0,0,0,1,0,0,0,0,0,75,1,0,0,1,1,1,0,1,0,0,0,0,1,1,44,0,0,13,0,0,4,0,59
GIPUZKOA,902,LASARTE-ORIA,1,7,A,506,257,0,257,2,255,249,50,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,1,0,0,0,0,3,0,23,0,0,8,0,0,5,0,17
GIPUZKOA,902,LASARTE-ORIA,1,7,B,498,254,3,251,0,251,244,45,0,0,0,0,0,1,0,0,0,0,169,0,0,3,0,0,0,0,0,0,0,0,0,4,0,15,0,0,5,0,0,1,0,8
GIPUZKOA,902,LASARTE-ORIA,1,8,A,499,237,0,237,5,232,262,55,0,0,0,1,0,0,0,0,0,0,116,0,0,1,0,1,0,0,2,1,0,0,0,1,1,28,0,0,4,2,0,3,0,16
GIPUZKOA,902,LASARTE-ORIA,1,8,B,472,244,2,242,2,240,228,54,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,2,0,0,0,0,0,0,0,1,0,30,0,0,5,0,0,4,0,24
GIPUZKOA,902,LASARTE-ORIA,1,9,A,847,320,0,320,1,319,527,36,0,0,0,0,0,0,0,1,0,0,96,0,0,0,0,0,0,0,3,1,0,0,0,2,0,74,0,0,24,0,0,6,0,76
GIPUZKOA,902,LASARTE-ORIA,1,9,B,827,341,1,340,2,338,486,41,0,1,0,2,0,0,0,0,0,0,134,0,0,2,0,0,0,0,2,0,0,0,0,2,0,65,0,0,13,0,1,9,0,66
GIPUZKOA,902,LASARTE-ORIA,1,10,U,811,297,2,295,5,290,514,35,0,0,0,0,1,1,0,0,0,0,143,0,0,0,1,1,0,0,0,0,0,0,0,5,0,38,0,0,10,3,0,7,0,45
GIPUZKOA,902,LASARTE-ORIA,1,11,A,791,335,0,335,3,332,456,43,0,0,0,1,0,0,0,0,0,2,130,0,0,5,0,2,0,0,1,0,0,0,0,2,1,53,0,1,26,1,0,7,0,57
GIPUZKOA,902,LASARTE-ORIA,1,11,B,753,290,1,289,3,286,463,38,1,0,0,2,0,0,0,0,0,0,126,0,0,2,0,1,0,0,0,0,0,0,0,2,1,34,0,3,25,3,0,8,0,40
GIPUZKOA,902,LASARTE-ORIA,1,12,A,458,188,0,188,4,184,270,33,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,9,0,0,6,0,34
GIPUZKOA,902,LASARTE-ORIA,1,12,B,441,184,0,184,0,184,257,34,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,6,1,0,6,0,27
GIPUZKOA,902,LASARTE-ORIA,1,13,A,538,226,0,226,3,223,312,30,0,0,0,1,0,0,0,0,0,0,90,0,0,4,0,0,0,0,1,3,0,0,0,7,0,47,0,0,14,1,0,0,0,25
GIPUZKOA,902,LASARTE-ORIA,1,13,B,538,224,3,221,3,218,314,35,0,0,0,0,0,0,0,0,0,0,115,0,0,6,0,0,0,0,0,0,0,0,0,6,0,30,0,0,8,0,0,3,0,15
GIPUZKOA,903,ASTIGARRAGA,1,1,A,669,233,0,233,0,233,436,17,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,58,0,0,29,0,0,5,0,87
GIPUZKOA,903,ASTIGARRAGA,1,1,B,667,202,0,202,3,199,465,18,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,1,0,1,0,0,0,0,3,0,36,0,0,10,0,0,3,0,85
GIPUZKOA,903,ASTIGARRAGA,1,2,A,613,214,0,214,1,213,399,9,0,2,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,0,0,33,0,0,2,0,67
GIPUZKOA,903,ASTIGARRAGA,1,2,B,637,192,3,189,3,186,445,10,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,1,0,55,0,0,19,0,0,3,0,75
GIPUZKOA,903,ASTIGARRAGA,1,3,A,469,163,0,163,2,161,306,10,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,0,0,14,0,0,3,0,67
GIPUZKOA,903,ASTIGARRAGA,1,3,B,487,154,0,154,2,152,333,10,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,24,0,0,4,0,60
GIPUZKOA,904,BALIARRAIN,1,1,U,90,24,0,24,0,24,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,16
GIPUZKOA,905,ORENDAIN,1,1,U,150,78,0,78,0,78,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,8,0,0,1,0,43
GIPUZKOA,906,ALTZAGA,1,1,U,117,62,1,61,0,61,55,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,9,0,0,0,0,31
GIPUZKOA,907,GAZTELU,1,1,U,133,69,0,69,0,69,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,2,0,46
GIPUZKOA,999,MUNICIPIO CERA GIPUZKOA,1,1,U,16455,1860,16,1844,1,1843,14595,255,4,0,0,4,1,2,0,1,1,0,648,0,0,32,0,24,2,1,13,5,0,0,4,51,6,466,0,1,118,4,0,27,1,172
BIZKAIA,001,ABADIÑO,1,1,U,923,426,1,425,2,423,497,22,0,0,0,0,0,0,0,0,1,0,43,0,0,1,0,1,0,0,0,0,0,0,0,0,0,148,0,0,31,0,0,4,0,172
BIZKAIA,001,ABADIÑO,1,2,A,616,274,2,272,2,270,342,39,0,0,0,0,0,0,0,0,0,0,79,0,0,2,0,0,0,0,0,0,0,0,1,1,0,81,1,0,15,0,0,2,0,49
BIZKAIA,001,ABADIÑO,1,2,B,527,236,1,235,0,235,291,52,0,0,0,0,0,0,0,0,0,0,90,0,0,3,0,1,0,0,0,0,0,0,0,0,0,40,0,0,9,0,0,4,0,36
BIZKAIA,001,ABADIÑO,1,3,A,558,237,1,236,4,232,321,41,0,0,0,0,0,0,0,0,0,0,87,1,0,1,0,0,0,0,0,1,0,0,0,0,0,58,0,0,5,0,0,5,0,33
BIZKAIA,001,ABADIÑO,1,3,B,463,205,2,203,2,201,258,58,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,1,0,0,0,1,0,0,0,1,0,33,0,0,7,0,0,2,0,23
BIZKAIA,001,ABADIÑO,1,4,A,680,244,0,244,0,244,436,5,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,1,77,0,0,19,0,0,4,0,104
BIZKAIA,001,ABADIÑO,1,4,B,518,174,0,174,1,173,344,9,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,54,0,0,18,0,0,2,0,69
BIZKAIA,001,ABADIÑO,1,5,A,827,330,0,330,22,308,497,52,0,0,0,1,0,0,0,0,0,0,98,2,0,0,0,0,0,0,0,0,0,0,0,1,0,82,0,0,0,0,0,1,0,71
BIZKAIA,001,ABADIÑO,1,5,B,761,281,0,281,3,278,480,43,0,0,0,0,0,0,0,0,0,0,91,0,0,2,0,0,0,0,0,1,0,0,0,0,0,51,0,0,13,1,0,7,0,69
BIZKAIA,002,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,1,1,A,544,223,1,222,0,222,321,11,0,0,0,1,0,0,0,0,0,0,85,0,0,1,0,0,0,0,1,0,0,0,0,3,0,75,0,0,15,0,0,6,0,24
BIZKAIA,002,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,1,1,B,565,203,1,202,2,200,362,9,0,0,0,1,0,0,1,0,0,0,91,0,0,0,0,0,0,0,3,0,0,0,0,0,0,61,0,0,6,0,0,7,0,21
BIZKAIA,002,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,1,1,C,568,231,0,231,1,230,337,14,0,0,0,0,2,0,0,0,0,0,88,0,0,1,0,0,0,0,0,0,0,0,0,2,0,86,0,0,4,0,0,14,1,18
BIZKAIA,002,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,1,2,A,440,163,1,162,2,160,277,12,0,0,0,0,1,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,2,0,66,0,0,6,0,0,4,0,18
BIZKAIA,002,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,1,2,B,452,164,0,164,1,163,288,10,0,0,0,0,1,0,0,0,0,0,56,0,0,1,0,0,0,0,0,1,0,0,0,1,0,51,0,1,5,0,0,9,0,27
BIZKAIA,002,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,1,4,A,291,123,0,123,2,121,168,2,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,0,3,0,0,4,0,6
BIZKAIA,002,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,1,4,B,366,149,0,149,1,148,217,11,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,0,0,2,1,0,4,0,10
BIZKAIA,002,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,1,5,A,547,171,2,169,0,169,376,16,0,1,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,4,0,48,0,0,2,0,0,4,0,21
