TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PP,CDS,PH,FE-JONS,PCPE-EK,POSI,UCE,F.N.,UNA,UV,E.U.,PSE-EE/PSOE,PREPAL,AA,LV-GV,DN,PACMA/ZAAAA,MSR,UCL,PUM+J,PFYV,FA,CDL,AES,UPD,IF,PNV...(E09),SAIN,PSA,ARALAR-EA...(E09),IZAN-RG,RC,EB-B...(E09),LIBERTAS-C´S,I.I.
ARABA-ÁLAVA,001,ALEGRÍA-DULANTZI,1,1,A,953,364,2,362,2,360,589,56,0,0,0,0,1,0,0,0,0,2,103,0,0,2,0,0,0,0,2,0,0,0,0,7,0,87,1,0,46,0,0,5,0,48
ARABA-ÁLAVA,001,ALEGRÍA-DULANTZI,1,1,B,953,352,0,352,1,351,601,47,0,0,0,0,0,0,0,0,0,0,116,0,0,3,0,1,0,0,3,1,0,0,0,10,1,92,0,0,39,0,0,8,0,30
ARABA-ÁLAVA,002,AMURRIO,1,1,A,661,326,1,325,1,324,335,53,1,0,0,0,0,0,0,1,0,0,55,0,0,2,0,2,0,0,0,0,0,0,1,3,0,129,0,0,23,1,0,3,0,50
ARABA-ÁLAVA,002,AMURRIO,1,1,B,640,320,3,317,1,316,320,66,1,3,0,1,0,0,0,0,0,0,51,0,0,1,1,1,0,0,0,0,0,0,0,2,0,113,0,0,22,0,0,2,0,52
ARABA-ÁLAVA,002,AMURRIO,1,1,C,293,149,1,148,0,148,144,11,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,5,0,0,1,0,36
ARABA-ÁLAVA,002,AMURRIO,1,2,A,648,255,0,255,2,253,393,30,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,106,0,0,18,0,0,4,0,53
ARABA-ÁLAVA,002,AMURRIO,1,2,B,612,236,1,235,0,235,376,33,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,2,0,0,0,0,0,0,0,2,0,100,0,0,8,0,0,1,0,39
ARABA-ÁLAVA,002,AMURRIO,1,2,C,243,114,0,114,1,113,129,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53,0,0,12,2,0,1,0,28
ARABA-ÁLAVA,002,AMURRIO,1,3,U,788,357,2,355,5,350,431,49,1,0,0,0,0,0,0,0,0,0,77,0,0,5,0,1,0,0,0,1,0,0,0,0,0,131,0,0,20,0,0,2,1,62
ARABA-ÁLAVA,002,AMURRIO,1,4,A,619,270,0,270,1,269,349,30,0,0,0,1,0,0,0,0,0,0,52,0,0,2,0,0,0,0,0,0,0,0,0,1,0,111,0,0,22,0,0,3,0,47
ARABA-ÁLAVA,002,AMURRIO,1,4,B,729,316,0,316,2,314,413,25,0,1,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,1,1,0,0,0,1,1,124,0,0,27,1,0,7,1,51
ARABA-ÁLAVA,002,AMURRIO,1,5,A,527,218,5,213,1,212,309,36,0,0,0,0,0,0,0,0,0,0,67,0,0,1,0,0,0,0,3,0,0,0,0,0,0,63,0,0,19,0,0,1,0,22
ARABA-ÁLAVA,002,AMURRIO,1,5,B,487,200,0,200,1,199,287,23,0,1,0,0,1,2,0,0,0,0,60,0,0,2,1,1,0,0,0,0,0,0,0,1,0,62,1,0,17,2,1,3,0,21
ARABA-ÁLAVA,002,AMURRIO,1,6,A,534,223,1,222,2,220,311,23,0,0,0,0,0,1,0,0,0,1,53,0,0,2,0,0,0,0,1,0,0,0,0,0,0,79,0,0,22,0,0,2,0,36
ARABA-ÁLAVA,002,AMURRIO,1,6,B,562,209,1,208,2,206,353,20,0,0,0,0,0,0,0,0,0,0,48,0,0,2,0,0,0,0,0,0,0,0,0,1,0,77,0,0,18,0,0,3,0,37
ARABA-ÁLAVA,002,AMURRIO,1,7,U,805,364,1,363,0,363,441,35,0,0,0,1,0,0,0,0,0,0,120,1,0,2,0,3,0,0,0,0,0,0,0,0,1,120,0,1,25,1,0,10,0,43
ARABA-ÁLAVA,003,ARAMAIO,1,1,A,575,245,0,245,0,245,330,3,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,81,0,0,48,1,0,2,0,102
ARABA-ÁLAVA,003,ARAMAIO,1,1,B,646,277,0,277,1,276,369,7,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87,0,0,59,1,0,0,0,101
ARABA-ÁLAVA,004,ARTZINIEGA,1,1,A,702,346,2,344,1,343,356,81,0,0,0,0,0,0,0,0,0,0,54,0,0,4,1,0,0,0,1,0,0,0,0,4,0,121,0,0,31,0,0,3,0,43
ARABA-ÁLAVA,004,ARTZINIEGA,1,1,B,742,343,1,342,4,338,399,59,0,0,0,0,1,0,0,0,0,0,67,0,0,1,0,1,0,0,0,0,0,0,0,6,0,115,0,0,39,0,0,3,0,46
ARABA-ÁLAVA,006,ARMIÑÓN,1,1,U,183,97,1,96,0,96,86,44,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,3,1,0,1,0,3
ARABA-ÁLAVA,008,ARRAZUA-UBARRUNDIA,1,1,U,748,299,0,299,5,294,449,65,0,0,0,1,1,0,0,0,0,0,62,0,0,4,0,0,0,0,0,2,0,0,0,2,0,90,0,0,25,0,0,6,0,36
ARABA-ÁLAVA,009,ASPARRENA,1,1,A,586,243,2,241,2,239,343,21,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,2,1,74,1,0,32,2,0,3,1,73
ARABA-ÁLAVA,009,ASPARRENA,1,1,B,712,276,2,274,0,274,436,26,0,0,0,0,0,0,0,0,0,0,49,0,0,1,1,2,0,0,0,2,0,0,0,2,0,77,0,0,23,1,0,6,0,84
ARABA-ÁLAVA,010,AYALA / AIARA,1,1,A,922,461,3,458,5,453,461,78,0,0,0,0,1,0,0,0,0,0,48,0,0,0,0,2,0,0,0,2,0,0,0,1,0,225,0,0,23,0,0,9,0,64
ARABA-ÁLAVA,010,AYALA / AIARA,1,1,B,458,256,1,255,1,254,202,33,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,136,0,0,12,0,0,3,0,52
ARABA-ÁLAVA,010,AYALA / AIARA,1,2,U,843,323,4,319,5,314,520,46,0,0,0,0,0,0,0,0,0,0,58,0,0,4,0,0,0,0,1,0,0,0,0,3,0,114,0,0,37,3,0,4,1,43
ARABA-ÁLAVA,011,BAÑOS DE EBRO / MAÑUETA,1,1,U,259,153,2,151,3,148,106,68,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,0,0,4,0,0,1,0,2
ARABA-ÁLAVA,013,BARRUNDIA,1,1,U,695,247,0,247,2,245,448,35,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,2,0,0,1,1,0,0,0,5,0,82,0,0,24,0,0,8,0,58
ARABA-ÁLAVA,014,BERANTEVILLA,1,1,U,395,188,0,188,3,185,207,69,0,1,0,3,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,8,0,0,4,4,11
ARABA-ÁLAVA,016,BERNEDO,1,1,U,479,141,0,141,1,140,338,34,0,0,1,1,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,2,0,45,0,0,8,1,0,3,0,19
ARABA-ÁLAVA,017,CAMPEZO / KANPEZU,1,1,U,911,363,0,363,3,360,548,83,0,1,0,0,0,0,0,0,0,0,57,0,0,0,0,2,1,0,1,0,0,0,0,5,0,113,0,0,25,1,0,9,0,62
ARABA-ÁLAVA,018,ZIGOITIA,1,1,A,647,268,3,265,0,265,379,25,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,1,0,0,1,0,0,1,1,4,0,68,0,0,32,0,0,3,0,71
ARABA-ÁLAVA,018,ZIGOITIA,1,1,B,693,261,2,259,0,259,432,36,0,0,0,0,0,0,1,0,0,0,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71,0,0,27,0,0,5,0,54
ARABA-ÁLAVA,019,KRIPAN,1,1,U,155,93,0,93,0,93,62,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62,0,0,2,0,0,0,0,3
ARABA-ÁLAVA,020,KUARTANGO,1,1,U,320,147,0,147,0,147,173,18,0,0,0,0,0,0,0,0,0,1,12,0,0,2,1,0,0,0,0,0,0,0,0,2,0,66,0,0,10,0,0,3,0,32
ARABA-ÁLAVA,021,ELBURGO / BURGELU,1,1,U,418,160,2,158,0,158,258,37,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,7,0,60,0,0,7,0,0,2,0,16
ARABA-ÁLAVA,022,ELCIEGO,1,1,U,841,475,3,472,1,471,366,144,1,1,0,0,0,0,0,0,0,0,200,0,0,5,0,1,0,0,0,0,0,0,0,10,0,69,0,0,19,0,0,7,0,14
ARABA-ÁLAVA,023,ELVILLAR / BILAR,1,1,U,291,160,1,159,1,158,131,67,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,1,41,0,0,2,0,0,0,0,10
ARABA-ÁLAVA,027,IRURAIZ-GAUNA,1,1,U,412,165,1,164,0,164,247,35,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,6,0,57,0,0,5,0,0,1,0,41
ARABA-ÁLAVA,028,LABASTIDA / BASTIDA,1,1,A,528,241,1,240,1,239,287,93,0,0,0,0,0,0,0,0,0,1,33,0,0,1,0,0,0,0,0,0,0,1,0,6,0,45,0,0,12,0,0,19,0,28
ARABA-ÁLAVA,028,LABASTIDA / BASTIDA,1,1,B,607,290,2,288,1,287,317,97,1,1,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,3,0,52,0,0,12,1,0,10,3,36
ARABA-ÁLAVA,030,LAGRÁN,1,1,U,175,110,1,109,0,109,65,44,0,1,0,0,0,0,0,0,0,1,24,0,0,2,0,1,0,0,0,0,0,0,0,1,0,31,0,0,2,0,0,0,0,2
ARABA-ÁLAVA,031,LAGUARDIA,1,1,A,579,309,5,304,2,302,270,138,0,0,1,0,1,0,0,0,0,0,55,0,0,0,0,1,0,0,0,1,1,0,0,5,1,63,0,0,24,0,0,0,0,11
ARABA-ÁLAVA,031,LAGUARDIA,1,1,B,668,326,4,322,4,318,342,143,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,1,0,0,0,0,3,0,78,0,0,15,0,0,2,0,10
ARABA-ÁLAVA,032,LANCIEGO / LANTZIEGO,1,1,U,541,291,1,290,1,289,250,100,0,0,0,0,0,0,0,0,0,0,79,0,0,2,0,0,0,0,1,0,0,0,0,2,0,82,0,0,6,0,0,1,0,16
ARABA-ÁLAVA,033,LAPUEBLA DE LABARCA,1,1,U,701,403,1,402,2,400,298,100,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,173,0,0,16,1,0,1,1,16
ARABA-ÁLAVA,034,LEZA,1,1,U,174,99,0,99,2,97,75,8,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,1,11,0,0,0,0,17
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,1,A,661,321,0,321,0,321,340,64,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,1,1,0,0,0,0,0,0,2,0,122,0,0,16,1,0,1,1,37
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,1,B,812,364,3,361,3,358,448,82,0,1,0,0,1,0,0,0,0,0,83,0,0,0,0,0,0,0,1,0,0,0,0,4,0,104,0,0,23,0,0,5,1,53
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,2,A,814,352,5,347,2,345,462,50,0,0,0,0,0,1,0,0,0,0,88,0,0,2,0,1,0,0,0,0,0,0,0,4,0,112,0,0,15,0,0,5,0,67
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,2,B,867,335,2,333,2,331,532,57,1,0,0,0,0,0,0,0,0,0,109,0,0,1,0,0,0,0,0,0,0,0,0,1,1,99,1,0,8,2,0,2,0,49
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,3,A,518,207,0,207,0,207,311,29,0,0,0,0,0,0,1,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,9,0,0,5,0,40
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,3,B,586,245,0,245,1,244,341,28,0,0,0,0,1,0,0,0,0,0,76,0,0,2,0,0,0,0,0,0,1,0,0,1,0,70,0,0,15,1,0,7,0,42
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,4,U,763,264,2,262,1,261,499,46,0,0,0,0,0,0,0,0,0,0,67,0,0,2,0,0,1,0,2,0,0,0,0,1,0,75,0,0,7,0,0,9,1,50
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,5,A,744,280,1,279,5,274,464,34,0,0,0,1,0,0,0,0,0,0,62,0,0,4,0,1,0,0,0,0,0,0,0,0,0,73,0,0,14,1,0,3,0,81
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,5,B,808,325,4,321,1,320,483,42,0,0,0,0,0,0,0,0,0,0,68,0,2,5,0,0,0,0,1,0,0,0,0,3,0,99,0,0,15,0,0,7,0,78
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,6,A,871,381,1,380,2,378,490,60,0,4,0,0,0,0,0,0,0,0,79,0,0,3,0,1,0,0,2,0,0,0,0,1,0,133,0,0,12,0,0,4,0,79
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,6,B,884,403,2,401,2,399,481,65,0,0,0,0,0,0,0,0,0,0,89,0,0,2,0,0,0,0,1,0,0,0,0,3,0,145,0,0,32,2,0,4,0,56
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,7,A,569,246,7,239,3,236,323,52,0,0,0,0,0,0,0,0,0,0,76,0,0,1,0,2,0,0,0,0,0,0,0,1,0,57,0,0,9,0,0,3,0,35
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,7,B,530,208,0,208,0,208,322,39,0,1,0,0,0,0,0,0,0,0,66,0,0,1,0,0,0,0,0,1,0,0,1,0,0,55,0,0,14,0,0,2,0,28
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,8,A,529,186,2,184,1,183,343,27,1,0,0,0,0,0,0,0,0,0,63,0,0,0,0,1,0,0,0,1,0,0,0,0,1,49,1,0,7,0,0,3,0,29
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,8,B,568,216,0,216,2,214,352,35,0,0,0,0,0,1,0,0,0,0,75,0,0,0,2,0,0,0,0,1,0,0,0,2,1,55,0,0,8,0,0,2,0,32
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,9,A,588,266,0,266,3,263,322,36,0,0,0,0,0,0,3,0,0,0,53,0,0,0,0,1,0,0,0,0,0,0,0,2,0,78,0,0,11,0,0,3,1,75
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,9,B,555,240,1,239,3,236,315,30,0,0,0,0,0,0,0,0,0,0,64,0,0,4,0,0,0,0,0,0,0,0,0,2,1,76,0,0,10,1,0,1,0,47
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,10,A,736,251,0,251,3,248,485,38,0,1,0,0,0,0,0,1,0,0,66,0,0,2,0,0,0,1,0,2,0,0,0,1,0,65,0,0,12,1,0,1,0,57
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,10,B,733,292,2,290,2,288,441,35,0,0,0,0,0,0,0,0,0,0,88,0,0,3,0,0,0,0,0,0,0,0,1,4,0,90,0,0,10,0,0,2,0,55
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,11,U,654,277,1,276,3,273,377,31,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,1,0,0,0,0,2,0,113,0,0,17,0,0,2,0,48
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,12,U,545,239,1,238,2,236,306,57,0,0,0,0,0,0,0,0,0,0,82,0,0,0,1,1,0,0,0,0,1,0,0,5,0,46,0,0,7,0,0,4,0,32
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,13,A,543,189,0,189,2,187,354,25,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68,0,0,11,0,0,1,0,28
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,13,B,500,187,1,186,1,185,313,31,1,0,0,0,0,0,0,0,0,0,48,0,0,0,0,2,0,0,0,0,0,0,0,4,0,63,0,0,5,0,0,3,0,28
ARABA-ÁLAVA,037,ARRAIA-MAEZTU,1,1,U,616,242,1,241,1,240,374,59,0,0,0,1,0,0,0,0,0,0,46,0,0,2,0,0,0,0,0,1,1,0,0,0,0,78,0,0,7,0,0,6,0,39
ARABA-ÁLAVA,039,MOREDA DE ÁLAVA,1,1,U,223,131,2,129,0,129,92,35,0,0,0,0,0,0,0,0,0,0,56,0,0,2,0,0,0,0,0,0,0,0,0,1,0,27,0,0,3,0,0,2,0,3
ARABA-ÁLAVA,041,NAVARIDAS,1,1,U,161,86,0,86,0,86,75,44,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28,0,0,2,0,0,0,0,0
ARABA-ÁLAVA,042,OKONDO,1,1,U,870,381,2,379,0,379,489,45,0,0,0,1,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,191,0,0,50,0,0,1,0,75
ARABA-ÁLAVA,043,OYÓN-OION,1,1,U,828,353,1,352,1,351,475,149,0,0,0,1,0,0,2,0,0,0,105,0,1,1,0,1,0,0,0,0,0,0,0,2,1,51,0,0,1,0,1,2,0,33
ARABA-ÁLAVA,043,OYÓN-OION,1,2,A,739,297,0,297,1,296,442,95,0,0,0,2,0,0,0,0,0,0,98,1,1,2,0,0,0,0,1,0,0,0,0,4,0,48,0,0,13,0,0,4,1,26
ARABA-ÁLAVA,043,OYÓN-OION,1,2,B,758,310,0,310,1,309,448,103,0,0,0,1,1,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,5,0,47,0,0,10,0,0,3,0,20
ARABA-ÁLAVA,044,PEÑACERRADA-URIZAHARRA,1,1,U,257,123,0,123,1,122,134,31,0,0,0,1,0,0,0,0,0,0,32,0,0,4,0,0,0,0,0,0,0,0,0,1,0,27,0,0,5,0,0,2,0,19
ARABA-ÁLAVA,046,ERRIBERA GOITIA / RIBERA ALTA,1,1,U,606,253,1,252,4,248,353,61,0,1,0,1,0,0,0,0,0,0,43,0,0,1,0,0,0,0,0,3,0,0,0,10,0,89,0,0,1,1,0,6,0,31
ARABA-ÁLAVA,047,RIBERA BAJA / ERRIBERA BEITIA,1,1,U,883,380,4,376,8,368,503,141,0,0,1,1,2,0,0,1,0,1,102,0,0,2,2,1,0,0,0,0,0,0,0,12,0,79,0,0,5,0,0,5,2,11
ARABA-ÁLAVA,049,AÑANA,1,1,U,158,88,1,87,1,86,70,15,0,0,0,1,0,0,0,0,0,0,25,0,0,1,0,0,0,0,2,0,0,0,0,1,0,28,0,0,7,0,1,0,0,5
ARABA-ÁLAVA,051,SALVATIERRA / AGURAIN,1,1,A,620,213,0,213,3,210,407,28,0,0,0,0,0,0,1,0,0,0,49,0,0,0,1,0,0,1,0,1,0,0,0,1,0,56,0,0,12,0,0,0,0,60
ARABA-ÁLAVA,051,SALVATIERRA / AGURAIN,1,1,B,646,207,1,206,1,205,439,23,0,0,0,0,0,0,0,0,0,0,47,0,0,2,0,0,0,0,0,0,0,0,0,2,0,64,0,0,7,0,0,2,0,58
ARABA-ÁLAVA,051,SALVATIERRA / AGURAIN,1,2,A,622,214,5,209,0,209,408,31,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,1,0,0,0,1,0,57,0,0,9,0,0,1,0,76
ARABA-ÁLAVA,051,SALVATIERRA / AGURAIN,1,2,B,694,225,1,224,0,224,469,27,0,0,1,0,0,0,0,0,0,0,27,0,0,2,0,0,0,0,0,1,0,0,0,1,0,63,0,0,19,1,0,3,1,78
ARABA-ÁLAVA,051,SALVATIERRA / AGURAIN,1,3,A,482,136,4,132,5,127,346,20,0,0,0,0,0,0,0,0,0,0,54,0,1,2,0,0,0,0,0,0,0,0,0,1,1,27,0,0,0,0,0,2,0,19
ARABA-ÁLAVA,051,SALVATIERRA / AGURAIN,1,3,B,603,184,1,183,1,182,419,40,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,1,0,0,0,0,0,0,0,3,0,42,0,0,8,0,0,2,0,36
ARABA-ÁLAVA,052,SAMANIEGO,1,1,U,233,144,0,144,0,144,89,14,0,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,2,0,1,0,0,0,0,53,0,0,7,2,0,3,0,15
ARABA-ÁLAVA,053,SAN MILLÁN / DONEMILIAGA,1,1,U,608,164,1,163,0,163,444,23,0,0,0,0,1,0,0,0,0,0,17,0,0,2,0,0,0,0,1,1,0,0,0,1,0,57,0,0,10,0,0,4,0,46
ARABA-ÁLAVA,054,URKABUSTAIZ,1,1,U,912,400,0,400,1,399,512,45,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,4,0,121,0,0,17,0,0,6,0,147
ARABA-ÁLAVA,055,VALDEGOVÍA / GAUBEA,1,1,A,294,151,1,150,1,149,143,52,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,1,1,0,0,0,2,0,40,0,0,4,0,0,3,0,17
ARABA-ÁLAVA,055,VALDEGOVÍA / GAUBEA,1,1,B,437,180,0,180,0,180,257,44,0,0,0,0,0,0,0,0,0,0,47,0,0,1,0,0,0,0,0,0,0,0,0,1,2,58,0,0,4,0,0,3,0,20
ARABA-ÁLAVA,055,VALDEGOVÍA / GAUBEA,1,1,C,204,100,0,100,0,100,104,40,1,0,0,1,1,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,2,0,0,0,0,12
ARABA-ÁLAVA,056,HARANA / VALLE DE ARANA,1,1,U,277,124,0,124,2,122,153,26,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,2,0,0,0,0,0,65,0,0,0,0,0,0,0,12
ARABA-ÁLAVA,057,VILLABUENA DE ÁLAVA / ESKUERNAGA,1,1,U,270,174,1,173,2,171,96,33,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,0,0,9,0,0,2,0,24
ARABA-ÁLAVA,058,LEGUTIANO,1,1,A,615,242,1,241,3,238,373,17,2,0,0,0,0,0,1,1,0,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,79,1,0,34,0,0,4,0,62
ARABA-ÁLAVA,058,LEGUTIANO,1,1,B,646,254,1,253,1,252,392,14,0,1,0,0,0,1,1,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67,0,0,25,0,0,5,0,80
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,1,U,587,191,0,191,3,188,396,31,0,0,1,0,0,0,0,1,0,0,52,0,0,2,0,2,0,0,1,0,0,0,0,5,0,35,0,0,13,0,0,6,0,39
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,2,U,507,175,0,175,4,171,332,42,0,0,0,0,0,0,0,0,1,0,48,0,1,0,0,0,0,0,0,0,0,0,0,4,1,27,0,0,8,0,0,5,0,34
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,3,U,753,251,4,247,0,247,502,26,1,0,0,1,0,0,0,0,0,0,72,0,0,4,1,2,1,0,0,1,0,0,0,8,0,34,0,0,10,0,0,16,0,70
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,4,A,481,161,4,157,1,156,320,26,0,0,0,0,1,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,12,2,0,5,0,38
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,4,B,511,183,1,182,0,182,328,30,0,0,0,0,1,1,0,0,0,1,66,0,1,1,0,0,0,0,0,2,0,0,0,2,0,19,0,0,9,1,0,2,0,46
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,5,U,705,260,1,259,2,257,445,43,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,1,0,0,2,0,0,0,0,6,3,34,0,0,26,0,0,9,0,79
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,7,U,648,255,0,255,4,251,393,69,0,0,0,0,0,5,0,0,0,0,65,0,0,4,0,1,0,0,2,1,0,0,0,2,0,34,0,0,14,1,0,5,0,48
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,8,A,501,219,1,218,3,215,282,52,0,0,0,1,0,0,0,0,0,0,59,0,0,0,0,2,0,0,1,0,1,0,0,3,0,36,0,0,12,0,0,7,0,41
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,8,B,524,229,3,226,3,223,295,51,0,0,0,0,0,0,0,1,0,0,65,0,0,1,0,0,0,0,1,1,0,0,0,2,2,30,1,1,14,2,0,5,0,46
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,9,U,629,216,2,214,3,211,413,37,0,0,2,1,1,0,0,0,0,0,70,0,0,0,0,1,0,0,1,0,0,0,0,3,0,36,0,0,12,0,0,3,0,44
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,10,U,588,213,0,213,0,213,375,25,0,0,0,1,0,0,0,0,0,0,55,0,0,3,0,0,0,0,1,0,0,0,0,6,1,35,0,0,16,0,0,7,0,63
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,11,U,556,217,0,217,2,215,339,55,0,0,1,3,1,0,0,0,0,0,52,0,0,0,1,0,0,0,0,0,1,0,0,5,0,41,0,0,11,0,0,5,0,39
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,12,U,902,435,2,433,5,428,467,175,0,0,0,0,0,0,0,0,0,0,77,0,0,5,1,1,0,0,1,1,0,0,0,18,1,81,0,0,28,0,0,10,0,29
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,13,U,769,363,1,362,0,362,406,177,0,0,0,0,0,0,0,0,0,0,72,0,1,1,0,1,0,0,1,1,0,0,0,6,0,72,1,0,7,1,0,2,0,19
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,14,A,495,215,0,215,3,212,280,90,0,0,0,0,0,0,0,0,0,0,42,0,0,3,0,0,0,0,0,0,0,0,0,5,0,44,0,0,10,0,0,3,0,15
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,14,B,453,206,0,206,0,206,247,100,0,0,0,0,0,0,0,0,0,0,32,0,0,4,0,0,0,0,0,0,0,0,0,2,0,41,0,0,7,0,0,6,0,14
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,15,U,885,365,1,364,5,359,520,180,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,1,1,0,2,1,0,0,0,11,1,56,1,0,7,0,0,2,0,22
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,16,U,670,282,1,281,1,280,388,133,0,0,0,0,0,0,0,0,0,0,45,0,0,2,0,0,0,0,0,0,0,0,0,14,1,46,0,0,2,0,0,4,2,31
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,17,A,728,358,0,358,4,354,370,151,1,0,0,0,0,0,0,0,0,0,61,0,0,1,1,0,0,0,0,0,0,0,0,12,0,85,0,0,12,1,0,7,0,22
