,id_provincia,año,Partidos,Votos
717,42,2024,IE,52
718,43,2024,IE,486
719,44,2024,IE,63
720,45,2024,IE,212
721,46,2024,IE,1571
722,47,2024,IE,285
723,48,2024,IE,884
724,49,2024,IE,55
725,50,2024,IE,697
726,51,2024,IE,9
727,52,2024,IE,13
728,1,2024,ANDALUCISTAS,24
729,2,2024,ANDALUCISTAS,24
730,3,2024,ANDALUCISTAS,148
731,4,2024,ANDALUCISTAS,377
732,5,2024,ANDALUCISTAS,6
733,6,2024,ANDALUCISTAS,26
734,7,2024,ANDALUCISTAS,118
735,8,2024,ANDALUCISTAS,849
736,9,2024,ANDALUCISTAS,27
737,10,2024,ANDALUCISTAS,24
738,11,2024,ANDALUCISTAS,4000
739,12,2024,ANDALUCISTAS,133
740,13,2024,ANDALUCISTAS,29
741,14,2024,ANDALUCISTAS,1362
742,15,2024,ANDALUCISTAS,34
743,16,2024,ANDALUCISTAS,10
744,17,2024,ANDALUCISTAS,62
745,18,2024,ANDALUCISTAS,1431
746,19,2024,ANDALUCISTAS,31
747,20,2024,ANDALUCISTAS,31
748,21,2024,ANDALUCISTAS,1109
749,22,2024,ANDALUCISTAS,15
750,23,2024,ANDALUCISTAS,1034
751,24,2024,ANDALUCISTAS,17
752,25,2024,ANDALUCISTAS,25
753,26,2024,ANDALUCISTAS,24
754,27,2024,ANDALUCISTAS,5
755,28,2024,ANDALUCISTAS,782
756,29,2024,ANDALUCISTAS,2207
757,30,2024,ANDALUCISTAS,74
758,31,2024,ANDALUCISTAS,63
759,32,2024,ANDALUCISTAS,12
760,33,2024,ANDALUCISTAS,34
761,34,2024,ANDALUCISTAS,10
762,35,2024,ANDALUCISTAS,82
763,36,2024,ANDALUCISTAS,44
764,37,2024,ANDALUCISTAS,15
765,38,2024,ANDALUCISTAS,86
766,39,2024,ANDALUCISTAS,36
767,40,2024,ANDALUCISTAS,13
768,41,2024,ANDALUCISTAS,7692
769,42,2024,ANDALUCISTAS,6
770,43,2024,ANDALUCISTAS,156
771,44,2024,ANDALUCISTAS,3
772,45,2024,ANDALUCISTAS,60
773,46,2024,ANDALUCISTAS,157
774,47,2024,ANDALUCISTAS,22
775,48,2024,ANDALUCISTAS,56
776,49,2024,ANDALUCISTAS,10
777,50,2024,ANDALUCISTAS,81
778,51,2024,ANDALUCISTAS,17
779,52,2024,ANDALUCISTAS,6
780,1,2024,VOLT,83
781,2,2024,VOLT,243
782,3,2024,VOLT,919
783,4,2024,VOLT,423
784,5,2024,VOLT,114
785,6,2024,VOLT,276
786,7,2024,VOLT,469
787,8,2024,VOLT,2111
788,9,2024,VOLT,178
789,10,2024,VOLT,213
790,11,2024,VOLT,696
791,12,2024,VOLT,302
792,13,2024,VOLT,203
793,14,2024,VOLT,472
794,15,2024,VOLT,255
795,16,2024,VOLT,77
796,17,2024,VOLT,235
797,18,2024,VOLT,633
798,19,2024,VOLT,116
799,20,2024,VOLT,117
800,21,2024,VOLT,250
801,22,2024,VOLT,88
802,23,2024,VOLT,267
803,24,2024,VOLT,198
804,25,2024,VOLT,113
805,26,2024,VOLT,134
806,27,2024,VOLT,81
807,28,2024,VOLT,3333
808,29,2024,VOLT,882
809,30,2024,VOLT,1132
810,31,2024,VOLT,172
811,32,2024,VOLT,78
812,33,2024,VOLT,450
813,34,2024,VOLT,76
814,35,2024,VOLT,544
815,36,2024,VOLT,262
816,37,2024,VOLT,166
817,38,2024,VOLT,477
818,39,2024,VOLT,396
819,40,2024,VOLT,74
820,41,2024,VOLT,1057
821,42,2024,VOLT,30
822,43,2024,VOLT,295
823,44,2024,VOLT,49
824,45,2024,VOLT,276
825,46,2024,VOLT,1407
826,47,2024,VOLT,275
827,48,2024,VOLT,182
828,49,2024,VOLT,73
829,50,2024,VOLT,433
830,51,2024,VOLT,29
831,52,2024,VOLT,7
832,1,2024,ESCAÑOS EN BLANCO,317
833,2,2024,ESCAÑOS EN BLANCO,123
834,3,2024,ESCAÑOS EN BLANCO,777
835,4,2024,ESCAÑOS EN BLANCO,174
836,5,2024,ESCAÑOS EN BLANCO,48
837,6,2024,ESCAÑOS EN BLANCO,95
838,7,2024,ESCAÑOS EN BLANCO,376
839,8,2024,ESCAÑOS EN BLANCO,2360
840,9,2024,ESCAÑOS EN BLANCO,254
841,10,2024,ESCAÑOS EN BLANCO,82
842,11,2024,ESCAÑOS EN BLANCO,344
843,12,2024,ESCAÑOS EN BLANCO,221
844,13,2024,ESCAÑOS EN BLANCO,100
845,14,2024,ESCAÑOS EN BLANCO,295
846,15,2024,ESCAÑOS EN BLANCO,387
847,16,2024,ESCAÑOS EN BLANCO,67
848,17,2024,ESCAÑOS EN BLANCO,285
849,18,2024,ESCAÑOS EN BLANCO,230
850,19,2024,ESCAÑOS EN BLANCO,95
851,20,2024,ESCAÑOS EN BLANCO,471
852,21,2024,ESCAÑOS EN BLANCO,230
853,22,2024,ESCAÑOS EN BLANCO,186
854,23,2024,ESCAÑOS EN BLANCO,252
855,24,2024,ESCAÑOS EN BLANCO,137
856,25,2024,ESCAÑOS EN BLANCO,184
857,26,2024,ESCAÑOS EN BLANCO,258
858,27,2024,ESCAÑOS EN BLANCO,95
859,28,2024,ESCAÑOS EN BLANCO,3027
860,29,2024,ESCAÑOS EN BLANCO,734
861,30,2024,ESCAÑOS EN BLANCO,463
862,31,2024,ESCAÑOS EN BLANCO,461
863,32,2024,ESCAÑOS EN BLANCO,65
864,33,2024,ESCAÑOS EN BLANCO,603
865,34,2024,ESCAÑOS EN BLANCO,81
866,35,2024,ESCAÑOS EN BLANCO,270
867,36,2024,ESCAÑOS EN BLANCO,331
868,37,2024,ESCAÑOS EN BLANCO,95
869,38,2024,ESCAÑOS EN BLANCO,268
870,39,2024,ESCAÑOS EN BLANCO,275
871,40,2024,ESCAÑOS EN BLANCO,57
872,41,2024,ESCAÑOS EN BLANCO,731
873,42,2024,ESCAÑOS EN BLANCO,32
874,43,2024,ESCAÑOS EN BLANCO,258
875,44,2024,ESCAÑOS EN BLANCO,69
876,45,2024,ESCAÑOS EN BLANCO,182
877,46,2024,ESCAÑOS EN BLANCO,1064
878,47,2024,ESCAÑOS EN BLANCO,323
879,48,2024,ESCAÑOS EN BLANCO,662
880,49,2024,ESCAÑOS EN BLANCO,43
881,50,2024,ESCAÑOS EN BLANCO,897
882,51,2024,ESCAÑOS EN BLANCO,11
883,52,2024,ESCAÑOS EN BLANCO,3
884,1,2024,PCTE,88
885,2,2024,PCTE,107
886,3,2024,PCTE,404
887,4,2024,PCTE,117
888,5,2024,PCTE,58
889,6,2024,PCTE,166
890,7,2024,PCTE,267
891,8,2024,PCTE,1891
892,9,2024,PCTE,223
893,10,2024,PCTE,112
894,11,2024,PCTE,362
895,12,2024,PCTE,138
896,13,2024,PCTE,101
897,14,2024,PCTE,415
898,15,2024,PCTE,210
899,16,2024,PCTE,50
900,17,2024,PCTE,323
901,18,2024,PCTE,378
902,19,2024,PCTE,130
903,20,2024,PCTE,158
904,21,2024,PCTE,94
905,22,2024,PCTE,89
906,23,2024,PCTE,172
907,24,2024,PCTE,286
908,25,2024,PCTE,117
909,26,2024,PCTE,140
910,27,2024,PCTE,53
911,28,2024,PCTE,2394
912,29,2024,PCTE,468
913,30,2024,PCTE,275
914,31,2024,PCTE,202
915,32,2024,PCTE,48
916,33,2024,PCTE,935
917,34,2024,PCTE,69
918,35,2024,PCTE,198
919,36,2024,PCTE,193
920,37,2024,PCTE,106
921,38,2024,PCTE,209
922,39,2024,PCTE,345
923,40,2024,PCTE,54
924,41,2024,PCTE,793
925,42,2024,PCTE,42
926,43,2024,PCTE,280
927,44,2024,PCTE,58
928,45,2024,PCTE,152
929,46,2024,PCTE,626
930,47,2024,PCTE,249
931,48,2024,PCTE,330
932,49,2024,PCTE,46
933,50,2024,PCTE,402
934,51,2024,PCTE,10
935,52,2024,PCTE,11
936,1,2024,PIRATAS / REBELDES,99
937,2,2024,PIRATAS / REBELDES,85
938,3,2024,PIRATAS / REBELDES,359
939,4,2024,PIRATAS / REBELDES,77
940,5,2024,PIRATAS / REBELDES,31
941,6,2024,PIRATAS / REBELDES,67
942,7,2024,PIRATAS / REBELDES,270
943,8,2024,PIRATAS / REBELDES,4555
944,9,2024,PIRATAS / REBELDES,127
945,10,2024,PIRATAS / REBELDES,57
946,11,2024,PIRATAS / REBELDES,217
947,12,2024,PIRATAS / REBELDES,132
948,13,2024,PIRATAS / REBELDES,58
949,14,2024,PIRATAS / REBELDES,100
950,15,2024,PIRATAS / REBELDES,245
951,16,2024,PIRATAS / REBELDES,36
952,17,2024,PIRATAS / REBELDES,722
953,18,2024,PIRATAS / REBELDES,137
954,19,2024,PIRATAS / REBELDES,84
955,20,2024,PIRATAS / REBELDES,147
956,21,2024,PIRATAS / REBELDES,66
957,22,2024,PIRATAS / REBELDES,64
958,23,2024,PIRATAS / REBELDES,65
959,24,2024,PIRATAS / REBELDES,92
960,25,2024,PIRATAS / REBELDES,322
961,26,2024,PIRATAS / REBELDES,93
962,27,2024,PIRATAS / REBELDES,74
963,28,2024,PIRATAS / REBELDES,1742
964,29,2024,PIRATAS / REBELDES,225
965,30,2024,PIRATAS / REBELDES,272
966,31,2024,PIRATAS / REBELDES,231
967,32,2024,PIRATAS / REBELDES,74
968,33,2024,PIRATAS / REBELDES,221
969,34,2024,PIRATAS / REBELDES,44
970,35,2024,PIRATAS / REBELDES,181
971,36,2024,PIRATAS / REBELDES,184
972,37,2024,PIRATAS / REBELDES,65
973,38,2024,PIRATAS / REBELDES,213
974,39,2024,PIRATAS / REBELDES,154
975,40,2024,PIRATAS / REBELDES,32
976,41,2024,PIRATAS / REBELDES,353
977,42,2024,PIRATAS / REBELDES,24
978,43,2024,PIRATAS / REBELDES,610
979,44,2024,PIRATAS / REBELDES,44
980,45,2024,PIRATAS / REBELDES,110
981,46,2024,PIRATAS / REBELDES,494
982,47,2024,PIRATAS / REBELDES,141
983,48,2024,PIRATAS / REBELDES,230
984,49,2024,PIRATAS / REBELDES,37
985,50,2024,PIRATAS / REBELDES,251
986,51,2024,PIRATAS / REBELDES,9
987,52,2024,PIRATAS / REBELDES,7
988,1,2024,PCPE/PCPC,83
989,2,2024,PCPE/PCPC,68
990,3,2024,PCPE/PCPC,576
991,4,2024,PCPE/PCPC,81
992,5,2024,PCPE/PCPC,23
993,6,2024,PCPE/PCPC,157
994,7,2024,PCPE/PCPC,241
995,8,2024,PCPE/PCPC,1791
996,9,2024,PCPE/PCPC,87
997,10,2024,PCPE/PCPC,73
998,11,2024,PCPE/PCPC,280
999,12,2024,PCPE/PCPC,186
1000,13,2024,PCPE/PCPC,90
1001,14,2024,PCPE/PCPC,349
1002,15,2024,PCPE/PCPC,211
1003,16,2024,PCPE/PCPC,44
1004,17,2024,PCPE/PCPC,215
1005,18,2024,PCPE/PCPC,266
1006,19,2024,PCPE/PCPC,68
1007,20,2024,PCPE/PCPC,153
1008,21,2024,PCPE/PCPC,83
1009,22,2024,PCPE/PCPC,53
1010,23,2024,PCPE/PCPC,167
1011,24,2024,PCPE/PCPC,94
1012,25,2024,PCPE/PCPC,133
1013,26,2024,PCPE/PCPC,71
1014,27,2024,PCPE/PCPC,79
1015,28,2024,PCPE/PCPC,978
1016,29,2024,PCPE/PCPC,380
1017,30,2024,PCPE/PCPC,234
1018,31,2024,PCPE/PCPC,176
1019,32,2024,PCPE/PCPC,74
1020,33,2024,PCPE/PCPC,387
1021,34,2024,PCPE/PCPC,38
1022,35,2024,PCPE/PCPC,290
1023,36,2024,PCPE/PCPC,215
1024,37,2024,PCPE/PCPC,57
1025,38,2024,PCPE/PCPC,221
1026,39,2024,PCPE/PCPC,148
1027,40,2024,PCPE/PCPC,23
1028,41,2024,PCPE/PCPC,491
1029,42,2024,PCPE/PCPC,22
1030,43,2024,PCPE/PCPC,233
1031,44,2024,PCPE/PCPC,32
1032,45,2024,PCPE/PCPC,156
1033,46,2024,PCPE/PCPC,718
1034,47,2024,PCPE/PCPC,115
1035,48,2024,PCPE/PCPC,248
1036,49,2024,PCPE/PCPC,38
1037,50,2024,PCPE/PCPC,112
1038,51,2024,PCPE/PCPC,20
1039,52,2024,PCPE/PCPC,4
1040,1,2024,FE de las JONS,27
1041,2,2024,FE de las JONS,71
1042,3,2024,FE de las JONS,373
1043,4,2024,FE de las JONS,111
1044,5,2024,FE de las JONS,91
1045,6,2024,FE de las JONS,118
1046,7,2024,FE de las JONS,151
1047,8,2024,FE de las JONS,655
1048,9,2024,FE de las JONS,109
1049,10,2024,FE de las JONS,84
1050,11,2024,FE de las JONS,168
1051,12,2024,FE de las JONS,161
1052,13,2024,FE de las JONS,103
1053,14,2024,FE de las JONS,177
1054,15,2024,FE de las JONS,146
1055,16,2024,FE de las JONS,62
1056,17,2024,FE de las JONS,72
1057,18,2024,FE de las JONS,178
1058,19,2024,FE de las JONS,125
1059,20,2024,FE de las JONS,32
1060,21,2024,FE de las JONS,72
1061,22,2024,FE de las JONS,68
1062,23,2024,FE de las JONS,149
1063,24,2024,FE de las JONS,132
1064,25,2024,FE de las JONS,52
1065,26,2024,FE de las JONS,75
1066,27,2024,FE de las JONS,42
1067,28,2024,FE de las JONS,2264
1068,29,2024,FE de las JONS,242
1069,30,2024,FE de las JONS,320
1070,31,2024,FE de las JONS,75
1071,32,2024,FE de las JONS,46
1072,33,2024,FE de las JONS,254
1073,34,2024,FE de las JONS,75
1074,35,2024,FE de las JONS,119
1075,36,2024,FE de las JONS,119
1076,37,2024,FE de las JONS,103
1077,38,2024,FE de las JONS,116
1078,39,2024,FE de las JONS,154
1079,40,2024,FE de las JONS,76
1080,41,2024,FE de las JONS,411
1081,42,2024,FE de las JONS,17
1082,43,2024,FE de las JONS,100
1083,44,2024,FE de las JONS,84
1084,45,2024,FE de las JONS,266
1085,46,2024,FE de las JONS,522
1086,47,2024,FE de las JONS,233
1087,48,2024,FE de las JONS,70
1088,49,2024,FE de las JONS,50
1089,50,2024,FE de las JONS,282
1090,51,2024,FE de las JONS,5
1091,52,2024,FE de las JONS,10
1092,1,2024,SAE,56
1093,2,2024,SAE,109
1094,3,2024,SAE,354
1095,4,2024,SAE,151
1096,5,2024,SAE,69
1097,6,2024,SAE,169
1098,7,2024,SAE,108
1099,8,2024,SAE,406
1100,9,2024,SAE,289
1101,10,2024,SAE,104
1102,11,2024,SAE,202
1103,12,2024,SAE,205
1104,13,2024,SAE,61
1105,14,2024,SAE,180
1106,15,2024,SAE,215
1107,16,2024,SAE,106
1108,17,2024,SAE,64
1109,18,2024,SAE,308
1110,19,2024,SAE,77
1111,20,2024,SAE,43
1112,21,2024,SAE,115
1113,22,2024,SAE,122
1114,23,2024,SAE,292
1115,24,2024,SAE,158
1116,25,2024,SAE,66
1117,26,2024,SAE,159
1118,27,2024,SAE,169
1119,28,2024,SAE,791
1120,29,2024,SAE,233
1121,30,2024,SAE,240
1122,31,2024,SAE,209
1123,32,2024,SAE,66
1124,33,2024,SAE,238
1125,34,2024,SAE,52
1126,35,2024,SAE,115
1127,36,2024,SAE,163
1128,37,2024,SAE,124
1129,38,2024,SAE,107
1130,39,2024,SAE,167
1131,40,2024,SAE,116
1132,41,2024,SAE,417
1133,42,2024,SAE,22
1134,43,2024,SAE,172
1135,44,2024,SAE,68
1136,45,2024,SAE,197
1137,46,2024,SAE,584
1138,47,2024,SAE,172
1139,48,2024,SAE,110
1140,49,2024,SAE,325
1141,50,2024,SAE,198
1142,51,2024,SAE,8
1143,52,2024,SAE,10
1144,1,2024,CREE EN EUROPA,47
1145,2,2024,CREE EN EUROPA,85
1146,3,2024,CREE EN EUROPA,433
1147,4,2024,CREE EN EUROPA,57
1148,5,2024,CREE EN EUROPA,98
1149,6,2024,CREE EN EUROPA,103
1150,7,2024,CREE EN EUROPA,190
1151,8,2024,CREE EN EUROPA,561
1152,9,2024,CREE EN EUROPA,125
1153,10,2024,CREE EN EUROPA,58
1154,11,2024,CREE EN EUROPA,209
1155,12,2024,CREE EN EUROPA,96
1156,13,2024,CREE EN EUROPA,55
1157,14,2024,CREE EN EUROPA,130
1158,15,2024,CREE EN EUROPA,110
1159,16,2024,CREE EN EUROPA,29
1160,17,2024,CREE EN EUROPA,60
1161,18,2024,CREE EN EUROPA,165
1162,19,2024,CREE EN EUROPA,68
1163,20,2024,CREE EN EUROPA,58
1164,21,2024,CREE EN EUROPA,98
1165,22,2024,CREE EN EUROPA,37
1166,23,2024,CREE EN EUROPA,140
1167,24,2024,CREE EN EUROPA,70
1168,25,2024,CREE EN EUROPA,35
1169,26,2024,CREE EN EUROPA,66
1170,27,2024,CREE EN EUROPA,24
1171,28,2024,CREE EN EUROPA,2278
1172,29,2024,CREE EN EUROPA,357
1173,30,2024,CREE EN EUROPA,232
1174,31,2024,CREE EN EUROPA,199
1175,32,2024,CREE EN EUROPA,34
1176,33,2024,CREE EN EUROPA,244
1177,34,2024,CREE EN EUROPA,40
1178,35,2024,CREE EN EUROPA,151
1179,36,2024,CREE EN EUROPA,142
1180,37,2024,CREE EN EUROPA,78
1181,38,2024,CREE EN EUROPA,154
1182,39,2024,CREE EN EUROPA,124
1183,40,2024,CREE EN EUROPA,40
1184,41,2024,CREE EN EUROPA,416
1185,42,2024,CREE EN EUROPA,15
1186,43,2024,CREE EN EUROPA,55
1187,44,2024,CREE EN EUROPA,13
1188,45,2024,CREE EN EUROPA,97
1189,46,2024,CREE EN EUROPA,623
1190,47,2024,CREE EN EUROPA,128
1191,48,2024,CREE EN EUROPA,111
1192,49,2024,CREE EN EUROPA,26
1193,50,2024,CREE EN EUROPA,247
1194,51,2024,CREE EN EUROPA,16
1195,52,2024,CREE EN EUROPA,3
1196,1,2024,RECORTES CERO,57
1197,2,2024,RECORTES CERO,47
1198,3,2024,RECORTES CERO,329
1199,4,2024,RECORTES CERO,103
1200,5,2024,RECORTES CERO,26
1201,6,2024,RECORTES CERO,70
1202,7,2024,RECORTES CERO,124
1203,8,2024,RECORTES CERO,970
1204,9,2024,RECORTES CERO,79
1205,10,2024,RECORTES CERO,35
1206,11,2024,RECORTES CERO,188
1207,12,2024,RECORTES CERO,96
1208,13,2024,RECORTES CERO,47
1209,14,2024,RECORTES CERO,165
1210,15,2024,RECORTES CERO,119
1211,16,2024,RECORTES CERO,29
1212,17,2024,RECORTES CERO,91
1213,18,2024,RECORTES CERO,135
1214,19,2024,RECORTES CERO,32
1215,20,2024,RECORTES CERO,96
1216,21,2024,RECORTES CERO,64
1217,22,2024,RECORTES CERO,52
1218,23,2024,RECORTES CERO,113
1219,24,2024,RECORTES CERO,55
1220,25,2024,RECORTES CERO,44
1221,26,2024,RECORTES CERO,51
1222,27,2024,RECORTES CERO,32
1223,28,2024,RECORTES CERO,897
1224,29,2024,RECORTES CERO,222
1225,30,2024,RECORTES CERO,308
1226,31,2024,RECORTES CERO,128
1227,32,2024,RECORTES CERO,35
1228,33,2024,RECORTES CERO,223
1229,34,2024,RECORTES CERO,20
1230,35,2024,RECORTES CERO,188
1231,36,2024,RECORTES CERO,155
1232,37,2024,RECORTES CERO,26
1233,38,2024,RECORTES CERO,226
1234,39,2024,RECORTES CERO,109
1235,40,2024,RECORTES CERO,21
1236,41,2024,RECORTES CERO,256
1237,42,2024,RECORTES CERO,12
1238,43,2024,RECORTES CERO,97
1239,44,2024,RECORTES CERO,22
1240,45,2024,RECORTES CERO,68
1241,46,2024,RECORTES CERO,695
1242,47,2024,RECORTES CERO,81
1243,48,2024,RECORTES CERO,191
1244,49,2024,RECORTES CERO,27
1245,50,2024,RECORTES CERO,311
1246,51,2024,RECORTES CERO,3
1247,52,2024,RECORTES CERO,5
1248,1,2024,PH,51
1249,2,2024,PH,53
1250,3,2024,PH,306
1251,4,2024,PH,52
1252,5,2024,PH,20
1253,6,2024,PH,59
1254,7,2024,PH,153
1255,8,2024,PH,575
1256,9,2024,PH,63
1257,10,2024,PH,46
1258,11,2024,PH,205
1259,12,2024,PH,66
1260,13,2024,PH,49
1261,14,2024,PH,97
1262,15,2024,PH,96
1263,16,2024,PH,16
1264,17,2024,PH,63
1265,18,2024,PH,109
1266,19,2024,PH,43
1267,20,2024,PH,72
1268,21,2024,PH,65
1269,22,2024,PH,33
1270,23,2024,PH,64
1271,24,2024,PH,50
1272,25,2024,PH,34
1273,26,2024,PH,60
1274,27,2024,PH,28
1275,28,2024,PH,1317
1276,29,2024,PH,235
1277,30,2024,PH,209
1278,31,2024,PH,139
1279,32,2024,PH,29
1280,33,2024,PH,162
1281,34,2024,PH,23
1282,35,2024,PH,183
1283,36,2024,PH,105
1284,37,2024,PH,46
1285,38,2024,PH,131
1286,39,2024,PH,111
1287,40,2024,PH,28
1288,41,2024,PH,279
1289,42,2024,PH,4
1290,43,2024,PH,69
1291,44,2024,PH,11
1292,45,2024,PH,74
1293,46,2024,PH,395
1294,47,2024,PH,88
1295,48,2024,PH,117
1296,49,2024,PH,18
1297,50,2024,PH,127
1298,51,2024,PH,4
1299,52,2024,PH,6
1300,1,2024,PMR,26
1301,2,2024,PMR,19
1302,3,2024,PMR,405
1303,4,2024,PMR,35
1304,5,2024,PMR,23
1305,6,2024,PMR,53
1306,7,2024,PMR,144
1307,8,2024,PMR,1484
1308,9,2024,PMR,58
1309,10,2024,PMR,21
1310,11,2024,PMR,133
1311,12,2024,PMR,149
1312,13,2024,PMR,18
1313,14,2024,PMR,59
1314,15,2024,PMR,77
1315,16,2024,PMR,14
1316,17,2024,PMR,258
1317,18,2024,PMR,49
1318,19,2024,PMR,28
1319,20,2024,PMR,54
1320,21,2024,PMR,60
1321,22,2024,PMR,24
1322,23,2024,PMR,78
1323,24,2024,PMR,28
1324,25,2024,PMR,205
1325,26,2024,PMR,33
1326,27,2024,PMR,43
1327,28,2024,PMR,480
1328,29,2024,PMR,245
1329,30,2024,PMR,96
1330,31,2024,PMR,70
1331,32,2024,PMR,12
1332,33,2024,PMR,118
1333,34,2024,PMR,7
1334,35,2024,PMR,108
1335,36,2024,PMR,83
1336,37,2024,PMR,72
1337,38,2024,PMR,66
1338,39,2024,PMR,37
1339,40,2024,PMR,13
1340,41,2024,PMR,91
1341,42,2024,PMR,10
1342,43,2024,PMR,260
1343,44,2024,PMR,13
1344,45,2024,PMR,52
1345,46,2024,PMR,795
1346,47,2024,PMR,44
1347,48,2024,PMR,74
1348,49,2024,PMR,13
1349,50,2024,PMR,93
1350,51,2024,PMR,45
1351,52,2024,PMR,1
1352,1,2024,PREPAL,50
1353,2,2024,PREPAL,21
1354,3,2024,PREPAL,116
1355,4,2024,PREPAL,22
1356,5,2024,PREPAL,35
1357,6,2024,PREPAL,31
1358,7,2024,PREPAL,63
1359,8,2024,PREPAL,432
1360,9,2024,PREPAL,78
1361,10,2024,PREPAL,32
1362,11,2024,PREPAL,60
1363,12,2024,PREPAL,40
1364,13,2024,PREPAL,18
1365,14,2024,PREPAL,25
1366,15,2024,PREPAL,67
1367,16,2024,PREPAL,4
1368,17,2024,PREPAL,52
1369,18,2024,PREPAL,31
1370,19,2024,PREPAL,27
1371,20,2024,PREPAL,30
1372,21,2024,PREPAL,25
1373,22,2024,PREPAL,20
1374,23,2024,PREPAL,17
1375,24,2024,PREPAL,1736
1376,25,2024,PREPAL,24
1377,26,2024,PREPAL,40
1378,27,2024,PREPAL,13
1379,28,2024,PREPAL,986
1380,29,2024,PREPAL,93
1381,30,2024,PREPAL,64
1382,31,2024,PREPAL,47
1383,32,2024,PREPAL,26
1384,33,2024,PREPAL,97
1385,34,2024,PREPAL,45
1386,35,2024,PREPAL,86
1387,36,2024,PREPAL,46
1388,37,2024,PREPAL,475
1389,38,2024,PREPAL,74
1390,39,2024,PREPAL,53
1391,40,2024,PREPAL,29
1392,41,2024,PREPAL,103
1393,42,2024,PREPAL,13
1394,43,2024,PREPAL,44
1395,44,2024,PREPAL,5
1396,45,2024,PREPAL,32
1397,46,2024,PREPAL,174
1398,47,2024,PREPAL,143
1399,48,2024,PREPAL,70
1400,49,2024,PREPAL,470
1401,50,2024,PREPAL,49
1402,51,2024,PREPAL,2
1403,52,2024,PREPAL,5
1404,1,2024,GLG,31
1405,2,2024,GLG,18
1406,3,2024,GLG,145
1407,4,2024,GLG,33
1408,5,2024,GLG,19
1409,6,2024,GLG,20
1410,7,2024,GLG,101
1411,8,2024,GLG,631
1412,9,2024,GLG,36
1413,10,2024,GLG,27
1414,11,2024,GLG,105
1415,12,2024,GLG,47
1416,13,2024,GLG,21
1417,14,2024,GLG,33
1418,15,2024,GLG,993
1419,16,2024,GLG,8
1420,17,2024,GLG,72
1421,18,2024,GLG,37
1422,19,2024,GLG,24
1423,20,2024,GLG,35
1424,21,2024,GLG,22
1425,22,2024,GLG,16
1426,23,2024,GLG,20
1427,24,2024,GLG,64
1428,25,2024,GLG,42
1429,26,2024,GLG,27
1430,27,2024,GLG,270
1431,28,2024,GLG,694
1432,29,2024,GLG,68
1433,30,2024,GLG,104
1434,31,2024,GLG,58
1435,32,2024,GLG,211
1436,33,2024,GLG,86
1437,34,2024,GLG,18
1438,35,2024,GLG,92
1439,36,2024,GLG,607
1440,37,2024,GLG,25
1441,38,2024,GLG,111
1442,39,2024,GLG,57
1443,40,2024,GLG,11
1444,41,2024,GLG,75
1445,42,2024,GLG,4
1446,43,2024,GLG,71
1447,44,2024,GLG,10
1448,45,2024,GLG,45
1449,46,2024,GLG,190
1450,47,2024,GLG,46
1451,48,2024,GLG,56
1452,49,2024,GLG,20
1453,50,2024,GLG,43
1454,51,2024,GLG,5
1455,52,2024,GLG,1
1456,1,2024,F,19
1457,2,2024,F,40
1458,3,2024,F,263
1459,4,2024,F,47
1460,5,2024,F,29
1461,6,2024,F,45
1462,7,2024,F,124
1463,8,2024,F,384
1464,9,2024,F,95
1465,10,2024,F,38
1466,11,2024,F,164
1467,12,2024,F,73
1468,13,2024,F,49
1469,14,2024,F,87
1470,15,2024,F,72
1471,16,2024,F,24
1472,17,2024,F,46
1473,18,2024,F,108
1474,19,2024,F,41
1475,20,2024,F,70
1476,21,2024,F,57
1477,22,2024,F,29
1478,23,2024,F,59
1479,24,2024,F,43
1480,25,2024,F,24
1481,26,2024,F,41
1482,27,2024,F,26
1483,28,2024,F,1019
1484,29,2024,F,213
1485,30,2024,F,230
1486,31,2024,F,112
1487,32,2024,F,34
1488,33,2024,F,154
1489,34,2024,F,33
1490,35,2024,F,120
1491,36,2024,F,55
1492,37,2024,F,41
1493,38,2024,F,104
1494,39,2024,F,100
1495,40,2024,F,26
1496,41,2024,F,252
1497,42,2024,F,19
1498,43,2024,F,47
1499,44,2024,F,13
1500,45,2024,F,64
1501,46,2024,F,348
1502,47,2024,F,141
1503,48,2024,F,84
1504,49,2024,F,128
1505,50,2024,F,108
1506,51,2024,F,21
1507,52,2024,F,7
1508,1,2024,J.U.E.X.,33
1509,2,2024,J.U.E.X.,14
1510,3,2024,J.U.E.X.,101
1511,4,2024,J.U.E.X.,18
1512,5,2024,J.U.E.X.,10
1513,6,2024,J.U.E.X.,1096
1514,7,2024,J.U.E.X.,61
1515,8,2024,J.U.E.X.,588
1516,9,2024,J.U.E.X.,29
1517,10,2024,J.U.E.X.,796
1518,11,2024,J.U.E.X.,57
1519,12,2024,J.U.E.X.,34
1520,13,2024,J.U.E.X.,36
1521,14,2024,J.U.E.X.,45
1522,15,2024,J.U.E.X.,44
1523,16,2024,J.U.E.X.,7
1524,17,2024,J.U.E.X.,163
1525,18,2024,J.U.E.X.,34
1526,19,2024,J.U.E.X.,25
1527,20,2024,J.U.E.X.,33
1528,21,2024,J.U.E.X.,37
1529,22,2024,J.U.E.X.,11
1530,23,2024,J.U.E.X.,17
1531,24,2024,J.U.E.X.,18
1532,25,2024,J.U.E.X.,68
1533,26,2024,J.U.E.X.,20
1534,27,2024,J.U.E.X.,9
