Unnamed: 0,Titulares,NUMERODECLARACIONES,NUMEROHABITANTES,POSICIONAMIENTORENTA BRUTA MEDIANIVELNACIONAL,POSICIONAMIENTORENTA BRUTA MEDIANIVELAUTONÓMICO,RENTA BRUTA MEDIA,RENTA BRUTA MEDIANA,RENTA DISPONIBLEMEDIA,RENTA DISPONIBLEMEDIANA
Rafelcofer-46208,860,803,1372,1903,261,21585,18192,18325,16348
Mogente/Moixent-46170,2600,2229,4383,1917,262,21516,18236,18298,16231
"Pobla del Duc, la-46200",1396,1268,2438,1921,263,21508,17706,18177,15669
Simat de la Valldigna-46231,1965,1781,3251,1923,264,21499,17425,18306,15901
Ayora-46044,3311,2881,5223,1958,270,21351,17643,18368,16066
Montaverner-46173,955,879,1617,1962,271,21314,18477,17907,16095
Senyera-46227,712,659,1122,1969,272,21281,17999,18126,16057
Xeraco-46143,3566,3316,5923,1996,276,21170,17244,18044,15490
Tuéjar-46247,629,552,1201,2003,277,21134,18568,18221,16341
Càrcer-46084,1060,989,1826,2020,279,21087,17162,18033,15571
Castelló de Rugat-46090,1325,1190,2322,2032,281,21031,18160,17888,16151
La Font D´en Carros-46127,2288,2122,3858,2066,286,20823,17862,17767,16009
Sinarcas-46232,633,554,1113,2069,287,20800,17119,17919,15777
Chella-46107,1310,1168,2445,2071,288,20792,17718,17918,15866
Antella-46040,738,663,1114,2109,293,20616,16931,17880,15636
Pedralba-46191,1619,1464,3048,2118,294,20574,17210,17694,15772
Llanera de Ranes-46154,604,517,1054,2147,298,20400,17591,17458,15574
Anna-46039,1571,1391,2593,2151,299,20389,17483,17586,15663
Rafelguaraf-46209,1481,1342,2351,2198,301,20136,16564,17402,15095
Alcàntera de Xúquer-46016,860,788,1414,2227,304,19985,16537,17323,15087
Sumacàrcer-46236,674,609,1062,2263,306,19835,15816,16989,14622
Bolbaite-46073,828,724,1334,2318,311,19577,16406,16954,15160
Massalavés-46162,992,896,1739,2382,315,19259,16332,16625,15027
Llutxent-46150,1379,1232,2324,2429,319,19007,16414,16487,14946
Montesa-46174,751,672,1132,2469,320,18816,16118,16389,14854
Ademuz-46001,565,500,1004,2489,321,18679,15417,16422,14666
Camporrobles-46080,682,584,1189,2575,323,18198,15521,16004,14506
Venta del Moro-46254,633,524,1164,2708,324,17169,14841,15492,14443
Agrupación municipios pequeños-46,20308,18116,36520,-,-,21939,18217,18724,16297
Extremadura,598111,520184,1052523,,,22563,17684,18901,15903
Badajoz,371702,321207,665089,,,22487,17600,18840,15857
Badajoz-06015,85052,75902,150190,724,3,28352,23632,22977,20196
Zafra-06158,9140,7935,16672,896,5,27109,21631,22199,18660
Mérida-06083,32518,28888,59461,1003,6,26274,22494,21492,19309
Don Benito-06044,21802,19094,37485,1388,8,24185,19021,19980,16775
Llerena-06074,3210,2819,5650,1494,10,23530,19580,19513,17385
Almendralejo-06011,17898,15154,33948,1625,11,22838,18052,19038,16111
Villanueva de la Serena-06153,14050,12206,25751,1647,12,22740,17707,19018,15939
Jerez de los Caballeros-06070,5153,4334,9147,1659,13,22677,20132,18978,17702
Talavera la Real-06128,2834,2405,5282,1922,20,21504,17080,18109,15483
"Santos de Maimona, Los-06122",4511,3739,8096,1956,21,21356,17345,18161,15638
Fregenal de la Sierra-06050,2680,2271,4753,1998,24,21167,17295,17913,15522
Orellana la Vieja-06097,1486,1268,2594,2034,25,21019,17896,17932,15843
Trujillanos-06135,801,680,1401,2061,26,20857,17539,17893,15943
Fuente de Cantos-06052,2502,2114,4638,2062,27,20850,16703,17682,15152
Villafranca de los Barros-06149,6889,5849,12366,2075,29,20770,17473,17611,15701
Puebla de la Calzada-06103,3104,2678,5812,2133,31,20495,16327,17418,15037
Montijo-06088,8380,7181,15312,2187,33,20175,16582,17198,15119
Higuera la Real-06067,1179,989,2199,2193,34,20160,16540,17142,15074
Valle de Santa Ana-06148,578,500,1113,2215,36,20041,16966,17176,15281
Medellín-06080,1411,1233,2237,2225,37,19996,15041,17015,14054
Castuera-06036,3372,2898,5567,2229,38,19981,15598,16984,14489
Azuaga-06014,4253,3681,7624,2241,39,19934,16056,17086,14807
Puebla de Sancho Pérez-06108,1463,1187,2640,2256,41,19864,17139,17183,15629
Monesterio-06085,2435,2033,4254,2270,42,19810,15965,16998,14621
Fuente del Maestre-06054,3445,2881,6626,2272,43,19809,15300,16881,14311
Talarrubias-06127,1907,1604,3274,2317,46,19578,15830,16827,14642
Olivenza-06095,5970,5274,11776,2348,49,19423,15937,16653,14714
San Vicente de Alcántara-06123,2917,2439,5262,2376,51,19284,15839,16535,14523
Herrera del Duque-06063,1993,1647,3413,2405,52,19146,14956,16424,14110
Campanario-06028,2905,2411,4742,2418,53,19066,15322,16387,14310
Medina de las Torres-06081,652,524,1153,2462,56,18846,15564,16532,14386
"Garrovilla, La-06058",1275,1076,2297,2464,57,18844,15801,16397,14648
Calamonte-06025,3414,3014,6095,2470,58,18815,15605,16229,14396
Santa Amalia-06120,2296,1990,3939,2490,60,18678,14685,16061,13824
Guareña-06060,3909,3328,6668,2507,63,18598,14801,16074,13855
Granja de Torrehermosa-06059,1191,993,1933,2509,64,18587,14514,16209,13819
Quintana de la Serena-06109,2514,2093,4469,2518,65,18509,15202,16017,14194
Mirandilla-06084,663,562,1223,2522,66,18485,15807,16143,14697
Ribera del Fresno-06113,1832,1535,3193,2538,67,18396,14166,15967,13608
Aceuchal-06002,2879,2406,5446,2539,68,18394,14219,15742,13490
Barcarrota-06016,1865,1558,3452,2556,71,18302,14911,15895,13874
Esparragalejo-06046,816,689,1510,2560,72,18293,15644,15879,14396
Cabeza del Buey-06023,2926,2520,4583,2568,74,18254,14333,15868,13593
"Zarza, La-06162",1988,1665,3369,2570,75,18223,15045,15922,14027
Lobón-06072,1552,1308,2745,2574,76,18205,15404,15974,14339
Guadiana del Caudillo-06903,1355,1176,2416,2579,77,18184,15969,15999,14858
Alburquerque-06006,2526,2180,5063,2581,78,18141,14726,15641,13755
Torre de Miguel Sesmero-06131,680,610,1230,2586,79,18093,14404,15717,13764
Valdecaballeros-06137,587,496,1066,2588,80,18086,14688,15778,13973
Burguillos del Cerro-06022,1504,1228,3015,2590,81,18068,14584,15784,13834
Arroyo de San Serván-06012,2175,1804,4038,2591,82,18066,14578,15736,13788
Alange-06004,1000,871,1831,2595,83,18049,14888,15678,13894
Pueblonuevo del Guadiana-06902,1136,980,1953,2599,84,18038,15647,15936,14519
Bodonal de la Sierra-06021,578,475,1001,2600,85,18037,14336,15804,13531
Santa Marta-06121,2268,1876,4136,2606,86,17977,14439,15622,13664
Valverde de Leganés-06143,2135,1872,4209,2608,87,17976,14676,15578,13804
Valdelacalzada-06901,1537,1361,2762,2609,88,17974,15236,15726,14231
"Roca de la Sierra, La-06115",753,633,1436,2612,89,17965,15002,15752,14010
Bienvenida-06020,1171,997,2031,2624,92,17884,14482,15598,13610
Valencia del Ventoso-06141,1123,867,1900,2630,93,17798,14000,15740,13522
"Haba, La-06061",658,530,1208,2633,94,17788,15897,15634,14428
Salvatierra de los Barros-06117,923,746,1573,2642,99,17719,14338,15449,13502
"Albuera, La-06005",980,837,2002,2644,100,17716,14603,15611,13795
Hornachos-06069,1929,1583,3418,2646,101,17712,14179,15365,13531
Navalvillar de Pela-06091,2687,2273,4364,2656,103,17624,14240,15420,13569
Villar del Rey-06155,1086,912,2101,2657,104,17619,15091,15476,14076
Villalba de los Barros-06152,843,679,1441,2659,105,17611,14270,15351,13612
Usagre-06136,1037,906,1747,2663,106,17568,14213,15305,13440
Villagonzalo-06151,658,562,1212,2664,107,17568,15121,15475,14259
Almendral-06010,644,560,1195,2669,108,17512,14149,15237,13364
Torremejía-06133,1383,1137,2246,2675,109,17456,14410,15349,13831
Segura de León-06124,1072,855,1783,2681,112,17422,14316,15320,13607
Oliva de la Frontera-06093,2727,2326,4967,2694,116,17286,14155,15177,13482
Siruela-06125,1110,929,1802,2698,117,17259,13691,15203,13153
Berlanga-06019,1427,1218,2219,2700,118,17237,13128,15065,12824
Solana de los Barros-06126,1290,1049,2538,2727,123,17048,13764,14972,13258
Zalamea de la Serena-06160,2128,1746,3428,2731,124,17029,14396,15083,13720
Villar de Rena-06156,779,665,1320,2746,126,16913,14404,15005,13575
Casas de Don Pedro-06033,770,644,1380,2753,127,16820,14322,15011,13627
Montemolín-06086,628,534,1280,2757,128,16791,13801,14845,13271
Puebla de Alcocer-06102,631,520,1130,2761,129,16766,14220,14924,13526
Feria-06049,634,500,1050,2770,130,16667,13959,14747,13301
Torremayor-06132,520,446,1010,2772,131,16659,14511,14761,13619
Alconchel-06007,879,737,1634,2773,132,16654,14189,14693,13507
Salvaleón-06116,885,755,1671,2782,134,16611,14439,14796,13734
Monterrubio de la Serena-06087,1399,1189,2237,2786,135,16584,13654,14658,13228
Campillo de Llerena-06029,773,649,1329,2795,137,16456,14127,14655,13432
"Coronada, La-06039",1266,1092,2153,2807,140,16326,14027,14516,13345
Fuentes de León-06055,1367,1100,2198,2809,142,16295,13135,14348,12656
Villanueva del Fresno-06154,1389,1206,3272,2830,146,16042,13013,14085,12459
Cabeza la Vaca-06024,753,622,1272,2838,147,15938,13064,14248,12725
Valle de la Serena-06146,578,481,1111,2841,149,15910,13498,14244,13108
"Codosera, La-06037",894,772,2004,2850,151,15857,13273,14116,12716
Valdetorres-06138,710,631,1155,2856,153,15717,13228,13981,12666
Valverde de Mérida-06145,599,519,1018,2859,154,15595,13954,13844,13148
Corte de Peleas-06040,550,461,1163,2867,157,15476,12253,13884,11945
Fuenlabrada de los Montes-06051,1045,904,1736,2890,162,14623,12284,13279,11986
Puebla de Obando-06107,974,822,1816,2891,163,14589,13073,13224,12635
Cheles-06042,559,487,1162,2895,164,14487,12686,13121,12326
"Parra, La-06099",793,661,1283,2899,165,14274,12346,12930,11653
Oliva de Mérida-06094,891,756,1669,2904,166,14117,12637,13009,12265
Zahínos-06159,1961,1671,2766,2909,168,13899,11998,12586,11502
Higuera de Vargas-06066,1100,924,1882,2911,169,13746,12114,12590,11676
Agrupación municipios pequeños-06,19655,16630,34697,-,-,16630,13628,14812,13140
Cáceres,226409,198977,387434,,,22687,17807,18999,15970
Cáceres-10037,64225,57965,96215,650,1,28836,24473,23318,20745
Almaraz-10019,798,704,1647,687,2,28603,21774,23055,18528
Navalmoral de la Mata-10131,9921,8691,16895,823,4,27608,20477,22188,17938
Plasencia-10148,22926,20304,39412,1104,7,25666,21171,21050,18340
Malpartida de Cáceres-10115,2227,1948,4086,1440,9,23920,21402,19830,18342
Sierra de Fuentes-10177,1160,1004,2020,1668,14,22631,18525,18940,16227
Malpartida de Plasencia-10116,2504,2203,4618,1757,15,22210,18930,18654,16498
Trujillo-10195,4840,4145,8605,1765,16,22161,18302,18675,16286
Torreorgaz-10193,900,762,1682,1766,17,22155,17062,18653,15460
Coria-10067,6653,5816,12166,1817,18,21908,18394,18406,16220
Jarandilla de la Vera-10105,1679,1493,2845,1916,19,21521,16585,18126,15163
Casar de Cáceres-10049,2383,2045,4431,1972,22,21259,18302,18093,16152
Villanueva de la Vera-10212,1070,955,2087,1994,23,21177,15172,18109,14025
Alcántara-10008,702,626,1348,2064,28,20848,16599,17555,14740
Hervás-10096,2167,1871,3907,2097,30,20637,16927,17561,15255
Miajadas-10121,5798,4964,9359,2162,32,20323,16143,17426,14859
Peraleda de la Mata-10140,706,615,1409,2214,35,20042,17124,17296,15398
Valencia de Alcántara-10203,2729,2349,5236,2246,40,19913,15630,17045,14531
Jaraíz de la Vera-10104,3742,3288,6664,2280,44,19759,15882,16905,14706
Casatejada-10058,730,631,1360,2288,45,19746,16439,16988,15183
Majadas-10114,678,620,1293,2332,47,19515,15424,16672,14237
Moraleja-10128,3594,3159,6585,2341,48,19491,15691,16758,14566
Carcaboso-10047,628,558,1078,2350,50,19415,16663,16849,14910
Arroyo de la Luz-10021,3000,2524,5565,2439,54,18954,16280,16355,14936
Montánchez-10126,962,830,1598,2449,55,18902,14912,16519,14096
Torrejoncillo-10189,1551,1327,2819,2474,59,18791,16429,16412,15118
Brozas-10032,901,759,1734,2491,61,18678,15622,16142,14526
Logrosán-10109,1048,923,1913,2503,62,18624,15229,16162,14326
Cañaveral-10045,525,450,1009,2543,69,18363,15845,16092,14552
Montehermoso-10127,3108,2646,5619,2546,70,18349,15002,15934,14035
Torrecillas de la Tiesa-10186,516,449,1050,2564,73,18278,16174,15904,14686
Valdefuentes-10198,602,507,1104,2615,90,17944,15281,15859,14527
Caminomorisco-10041,634,543,1132,2617,91,17929,15114,15673,14330
Castañar de Ibor-10060,632,544,1013,2634,95,17787,13412,15639,13124
Guadalupe-10087,1120,981,1787,2635,96,17772,14528,15563,13796
Madroñera-10113,1405,1188,2357,2636,97,17770,15392,15525,14288
Madrigal de la Vera-10111,830,739,1542,2638,98,17741,15091,15378,13920
Losar de la Vera-10110,1536,1383,2718,2651,102,17660,15012,15562,14110
Zarza de Granadilla-10216,1031,880,1799,2676,110,17445,14326,15315,13804
Serradilla-10175,807,692,1493,2678,111,17438,14342,15325,13628
Nuñomoral-10135,507,433,1225,2687,113,17350,15141,15384,14178
Aldeanueva de la Vera-10014,1195,1040,2015,2690,114,17336,14106,15382,13595
Navas del Madroño-10133,685,559,1243,2692,115,17316,15788,15242,14376
Zorita-10219,706,595,1267,2709,119,17166,14169,15142,13692
Pinofranqueado-10146,900,772,1749,2718,120,17123,14095,15039,13274
Rosalejo-10901,871,766,1326,2721,121,17102,15422,15185,14313
Alcuéscar-10010,1305,1130,2459,2726,122,17048,14900,15116,13988
Garrovillas de Alconétar-10082,938,786,1974,2735,125,17001,14841,15092,13980
Talayuela-10180,3690,3223,7273,2775,133,16647,14147,14640,13364
Guijo de Galisteo-10089,882,759,1509,2789,136,16551,14176,14777,13603
Cilleros-10064,912,800,1562,2803,138,16366,13142,14557,12850
Madrigalejo-10112,918,781,1712,2806,139,16334,14332,14698,13394
Zarza la Mayor-10218,623,519,1134,2808,141,16308,13598,14496,12906
Casar de Palomero-10050,554,466,1017,2811,143,16258,12881,14715,12553
Valverde del Fresno-10205,1351,1189,2106,2819,144,16184,13484,14334,13009
Cañamero-10044,1027,897,1615,2820,145,16160,13587,14375,13121
Aliseda-10018,1057,885,1710,2839,148,15929,14028,14185,13250
Almoharín-10020,1029,909,1799,2844,150,15893,13578,14276,12986
Riolobos-10155,661,570,1190,2855,152,15725,14047,14109,13227
Cabezuela del Valle-10035,1364,1171,2149,2861,155,15543,12557,14004,12009
Ceclavín-10061,909,787,1780,2864,156,15516,12959,13919,12607
Gata-10084,794,706,1372,2875,158,15269,13158,13875,12805
Jerte-10107,781,671,1238,2877,159,15232,12442,13786,11971
Piornal-10147,948,751,1470,2882,160,14999,12234,13401,11850
Navaconcejo-10130,1308,1123,2065,2889,161,14820,12259,13487,11829
Ahigal-10006,801,696,1361,2907,167,14074,12190,12929,11806
Agrupación municipios pequeños-10,36725,31912,68914,-,-,17171,14038,15195,13425
Galicia,1572234,1423911,2696177,,,27134,21507,22264,18573
"Coruña, A",676380,612220,1123426,,,28885,22376,23444,19204
Oleiros-15058,22169,20500,37809,45,1,43433,27467,32989,23024
"Coruña, A-15030",162932,150587,247376,227,3,33810,24543,26826,20945
Santiago de Compostela-15078,61136,56977,98687,274,4,32865,25834,26154,21762
Bergondo-15008,3995,3632,6951,319,5,32142,24015,25778,20519
"Pontes de García Rodríguez, As-15070",6647,5629,9867,369,6,31415,24402,25412,20583
Teo-15082,11402,10460,19034,414,8,30993,23953,24845,20303
Cabanas-15015,1829,1596,3300,500,9,30048,24351,24417,20736
Ames-15002,19660,18204,32482,554,12,29583,23985,23802,20299
Sada-15075,9736,8801,16874,555,13,29569,23071,23944,19887
Ares-15004,3613,3067,6132,559,14,29527,25175,24264,21443
Culleredo-15031,19060,17436,30864,640,17,28922,23390,23442,19837
Miño-15048,4038,3604,6753,705,18,28442,22804,23180,19497
Ferrol-15036,38856,33579,63890,739,19,28252,24739,23314,21212
Brión-15013,4550,4209,8145,741,20,28223,22470,22904,19154
Cambre-15017,15162,13865,24739,773,22,28017,22891,22777,19436
Coirós-15027,947,862,1923,870,28,27278,22271,22359,19092
Fene-15035,7938,6736,12561,904,30,27006,24069,22502,20552
Ribeira-15073,14840,12912,27030,922,34,26860,20370,22012,17724
Pontedeume-15069,4447,3825,7520,924,35,26853,23413,22255,20057
Valdoviño-15087,4096,3481,6889,927,36,26831,23000,22286,19876
Betanzos-15009,7657,6902,13082,1022,38,26160,22132,21561,18961
Narón-15054,23840,20747,39051,1039,39,26089,23065,21688,19782
Mugardos-15051,3168,2669,5228,1057,40,25934,23065,21757,19946
Neda-15055,3063,2605,4910,1075,42,25834,22743,21588,19470
Abegondo-15001,2976,2736,5584,1077,43,25812,21557,21291,18580
Carral-15021,3885,3532,6700,1079,44,25802,21401,21238,18336
Arteixo-15005,19518,17835,33516,1094,47,25750,20903,21155,18024
Vedra-15089,2567,2329,5019,1103,49,25699,21257,21127,18169
Padrón-15065,4618,4140,8355,1147,51,25475,21044,21079,18093
Corcubión-15028,983,861,1647,1162,53,25333,21517,21046,18720
"Capela, A-15018",746,670,1185,1198,54,25100,20694,20974,17710
Oroso-15060,4583,4204,7622,1226,57,24967,21700,20656,18465
Paderne-15064,1380,1245,2436,1251,59,24847,21164,20777,18132
"Pobra do Caramiñal, A-15067",5225,4662,9227,1266,61,24778,20117,20622,17508
Boqueixón-15012,2356,2139,4146,1317,66,24563,20645,20450,17850
Vilarmaior-15091,699,611,1234,1319,67,24560,20378,20462,17613
Cerceda-15024,2978,2743,5058,1330,70,24499,21162,20460,18345
"Somozas, As-15081",626,545,1068,1361,72,24346,18833,20759,16646
Muros-15053,4224,3629,8251,1378,73,24231,19431,20383,17162
Porto do Son-15071,4790,4219,9125,1381,75,24206,19324,20173,16932
Carballo-15019,18387,16701,31416,1404,76,24115,19381,20053,16875
Oza-Cesuras-15902,2699,2445,5203,1419,78,24058,19781,20129,17310
"Laracha, A-15041",6594,5988,11543,1426,80,23999,20067,19951,17463
Cee-15023,4374,3843,7660,1456,83,23817,20137,19976,17580
Noia-15057,8284,7372,14115,1472,87,23683,19974,19853,17437
Boiro-15011,10435,9653,18984,1482,88,23630,18908,19801,16552
Ordes-15059,7387,6738,12669,1541,93,23229,20426,19503,17706
San Sadurniño-15076,1651,1428,2751,1556,95,23167,20089,19652,17491
"Pino, O-15066",2641,2370,4553,1565,97,23122,20186,19503,17552
Curtis-15032,2235,2006,4135,1637,106,22775,19822,19283,17376
Arzúa-15006,3314,2958,5901,1661,107,22669,19137,19102,16819
Rois-15074,2474,2169,4397,1676,110,22579,19668,19129,17257
Dodro-15033,1484,1273,2659,1729,115,22324,19753,19008,17198
Cedeira-15022,3840,3373,6529,1733,116,22311,18386,18947,16320
Ortigueira-15061,3228,2920,5477,1798,126,21991,17736,18714,16123
Melide-15046,4262,3786,7553,1807,129,21955,18792,18621,16552
Ponteceso-15068,3089,2692,5399,1819,131,21901,18478,18710,16383
Carnota-15020,1880,1661,3815,1820,132,21893,19508,18771,17165
Val do Dubra-15088,2202,2025,3761,1831,133,21873,18986,18750,16704
Dumbría-15034,1557,1400,2856,1852,136,21776,18792,18654,16645
Frades-15038,1272,1174,2246,1857,137,21748,18682,18311,16599
Trazo-15086,1777,1636,3019,1865,141,21724,18909,18501,16803
Rianxo-15072,5998,5457,10854,1892,145,21625,18458,18467,16274
Fisterra-15037,2375,2029,4697,1896,147,21611,17413,18497,15865
Mesía-15047,1278,1159,2418,1902,149,21587,18500,18336,16239
Santa Comba-15077,5623,5089,9342,1920,152,21511,18246,18549,16436
Irixoa-15039,695,625,1316,1925,153,21490,17128,18140,15675
Negreira-15056,3994,3625,6901,1934,155,21442,19212,18303,16808
Mazaricos-15045,2294,2110,3737,1979,164,21230,17127,18124,15668
Moeche-15049,660,587,1206,2006,167,21124,18148,18179,16051
Cerdido-15025,599,522,1033,2009,169,21116,15454,18110,14476
Vilasantar-15090,602,536,1232,2023,170,21056,18070,18196,16289
Outes-15062,3497,3179,6082,2027,172,21042,17985,18027,15972
Touro-15085,1721,1557,3382,2033,174,21026,18817,17952,16512
Mañón-15044,674,610,1244,2042,175,20964,16503,18170,15365
Vimianzo-15092,3970,3543,6840,2045,176,20944,18132,17960,16209
Aranga-15003,920,822,1815,2050,177,20925,17197,17953,15794
Malpica de Bergantiños-15043,2975,2623,5241,2073,182,20787,18039,17694,15990
"Baña, A-15007",1783,1623,3332,2081,183,20729,17709,17990,16156
Tordoia-15084,1829,1668,3168,2094,185,20643,17336,17900,15821
Coristanco-15029,3168,2856,5779,2098,187,20636,17614,17618,15808
Cabana de Bergantiños-15014,2389,2141,4123,2131,193,20509,18250,17696,16260
Zas-15093,2552,2291,4308,2139,194,20458,17530,17571,15748
Cariño-15901,2082,1804,3769,2143,195,20431,17373,17642,15756
Laxe-15040,1725,1517,2939,2155,197,20371,17863,17584,16112
Lousame-15042,1716,1510,3145,2156,198,20367,18237,17532,16133
Muxía-15052,2482,2182,4450,2165,199,20319,17034,17600,15585
Camariñas-15016,2759,2395,5151,2201,205,20129,16997,17507,15571
Monfero-15050,1009,895,1838,2217,209,20024,16853,17141,15360
Boimorto-15010,876,792,1849,2279,221,19771,16529,17106,15117
Sobrado-15080,902,793,1777,2380,235,19271,16360,16690,15183
Santiso-15079,737,654,1473,2388,238,19224,16425,16661,14872
Toques-15083,495,430,1074,2758,275,16783,15000,14929,13991
Lugo,187527,171096,323956,,,24661,19699,20503,17237
Cervo-27013,2662,2330,4200,608,16,29157,24080,23758,20576
Lugo-27028,63512,58846,98214,772,21,28025,22916,22837,19620
Burela-27902,5847,5207,9454,910,31,26988,22093,22197,18936
Viveiro-27066,9229,8214,15221,919,32,26880,21220,22079,18256
Foz-27019,6124,5510,10163,921,33,26864,22355,22054,19139
Ribadeo-27051,5823,5303,9828,1010,37,26222,21306,21606,18370
Outeiro de Rei-27039,2966,2724,5359,1068,41,25902,21201,21397,18283
Xove-27025,1813,1615,3330,1090,46,25759,21871,21424,18729
"Corgo, O-27014",1813,1645,3396,1322,68,24532,17486,19961,15766
Monforte de Lemos-27031,10166,9191,18234,1348,71,24395,19535,20335,17286
Portomarín-27049,708,644,1345,1415,77,24074,17620,20113,15826
Barreiros-27005,1749,1585,3020,1462,84,23750,19214,19926,16719
Meira-27029,1000,911,1753,1527,92,23324,18226,19546,15987
Chantada-27016,4400,4010,8006,1568,98,23092,17527,19462,15532
Vilalba-27065,8125,7338,13870,1624,103,22841,18760,19243,16372
Sarria-27057,7593,6957,13221,1666,109,22640,18541,19004,16239
Begonte-27007,1430,1286,2925,1712,114,22421,18314,18923,16123
Rábade-27056,834,779,1503,1745,117,22250,19104,18557,16577
Xermade-27021,1018,903,1734,1768,119,22142,17904,18804,15997
"Pontenova, A-27048",1149,1041,2126,1793,124,22028,18936,18760,16574
"Valadouro, O-27063",1031,933,1890,1806,128,21959,18350,18822,16239
Castro de Rei-27010,2485,2286,5015,1844,135,21818,18392,18570,16092
Bóveda-27008,644,578,1405,1863,140,21732,18513,18677,16567
Pol-27046,839,782,1582,1870,143,21692,16582,18320,15154
"Vicedo, O-27064",1047,940,1613,1914,150,21527,17038,18483,15501
Trabada-27061,581,539,1107,1938,156,21436,17685,18141,15695
Monterroso-27032,2027,1806,3593,1944,158,21403,17188,18248,15516
Quiroga-27050,1600,1452,3099,1987,166,21203,18634,18230,16470
Palas de Rei-27040,1586,1438,3346,2056,178,20889,16573,17899,15122
Mondoñedo-27030,1922,1723,3439,2058,179,20882,16858,17806,15329
Lourenzá-27027,1226,1102,2115,2095,186,20640,16948,17732,15453
Taboada-27060,1296,1178,2657,2120,190,20572,16051,17648,14830
Guitiriz-27022,2918,2607,5194,2128,191,20524,17230,17646,15522
Castroverde-27011,1252,1147,2548,2195,202,20138,16323,17259,15044
"Pobra do Brollón, A-27047",794,726,1565,2196,203,20138,16100,17557,15152
"Incio, O-27024",682,624,1524,2216,208,20031,16556,17287,14947
"Pastoriza, A-27044",1632,1503,2810,2218,210,20024,16680,17145,15112
Riotorto-27054,573,529,1200,2220,211,20012,16940,17222,15533
Guntín-27023,1243,1114,2551,2232,214,19973,16096,17265,14840
Pantón-27041,1103,989,2423,2250,215,19896,16032,17405,15053
Cospeito-27015,2358,2147,4257,2268,220,19821,16970,17128,15246
"Saviñao, O-27058",1673,1545,3504,2296,225,19702,16343,17087,14991
Sober-27059,932,848,2178,2297,226,19700,16479,17267,15229
Alfoz-27002,860,780,1553,2331,227,19522,16276,16806,15176
Becerreá-27006,1454,1321,2711,2345,230,19469,16537,16806,15022
Friol-27020,1847,1678,3616,2387,237,19228,15287,16579,14231
Antas de Ulla-27003,919,829,1887,2416,244,19083,15947,16491,14761
Baralla-27901,1245,1124,2484,2419,245,19058,15498,16529,14411
"Fonsagrada, A-27018",1667,1545,3186,2447,249,18919,15942,16461,14813
Carballedo-27009,921,846,2080,2452,251,18897,15711,16438,14535
Folgoso do Courel-27017,415,377,1004,2484,255,18719,16350,16532,14736
Baleira-27004,564,517,1153,2487,256,18693,15784,16290,14513
Paradela-27042,871,805,1638,2510,257,18569,14864,16169,13995
Láncara-27026,1216,1111,2492,2551,261,18324,14900,16013,14033
Abadín-27001,1235,1109,2203,2685,269,17379,14746,15429,14071
"Páramo, O-27043",633,580,1305,2689,270,17343,14335,15313,13722
Samos-27055,561,507,1210,2723,273,17083,15216,15098,14260
Cervantes-27012,561,518,1209,2804,277,16340,13549,14545,12931
Agrupación municipios pequeños-27,3153,2874,6708,-,-,18013,14867,15892,14101
Ourense,169926,155349,304550,,,24459,19515,20479,17249
"Pereiro de Aguiar, O-32058",3192,2915,6647,509,10,29911,22372,24172,19308
San Cibrao das Viñas-32075,2931,2713,5675,802,24,27812,20524,22912,17867
Ourense-32054,69868,64599,104250,808,26,27746,22559,22743,19407
"Barco de Valdeorras, O-32009",8614,7714,13277,1082,45,25781,21482,21577,18615
Allariz-32001,3571,3272,6378,1148,52,25469,20461,21170,17877
Monterrei-32050,1187,1035,2424,1242,58,24891,16054,21150,14801
Carballeda de Valdeorras-32017,567,487,1373,1323,69,24532,21275,21210,18681
Toén-32081,1084,996,2378,1421,79,24051,19412,20214,17231
Coles-32026,1369,1261,3176,1428,81,23995,19668,19988,17451
Barbadás-32008,6360,5833,11140,1429,82,23990,20432,20132,17826
Amoeiro-32002,1134,1024,2391,1498,90,23510,19024,19834,16935
"Rúa, A-32072",2461,2204,4141,1549,94,23181,19387,19659,17194
Rubiá-32073,673,601,1384,1600,100,22958,19433,19534,17271
"Pobra de Trives, A-32063",1161,1058,1977,1710,113,22426,18644,18980,16422
"Carballiño, O-32019",7767,7127,13968,1759,118,22206,18166,18794,16091
Vilamarín-32087,665,612,1866,1776,121,22114,17605,18784,15990
Verín-32085,8005,7090,13612,1796,125,21996,17844,18695,16036
Vilamartín de Valdeorras-32088,851,768,1851,1818,130,21902,18223,18898,16391
Cenlle-32025,523,474,1087,1859,138,21744,18217,18665,16488
Xinzo de Limia-32032,6038,5412,9529,1867,142,21714,17515,18490,15695
"Peroxa, A-32059",567,520,1779,1882,144,21660,16632,18655,15454
Ribadavia-32069,2762,2478,4973,1927,154,21470,18325,18377,16373
Nogueira de Ramuín-32052,885,808,2085,1948,159,21385,17510,18376,15903
Celanova-32024,3083,2821,5709,1950,160,21376,17148,18348,15606
"Merca, A-32047",864,796,1954,1966,162,21291,18038,18354,16245
Maceda-32043,1474,1333,2878,1970,163,21261,18119,18366,16070
Sandiás-32077,557,514,1134,2025,171,21047,16606,18266,15209
Esgos-32031,475,439,1099,2063,180,20850,18121,18163,16092
Taboadela-32079,756,679,1487,2070,181,20794,18413,17936,16383
Paderne de Allariz-32055,639,601,1368,2087,184,20677,17637,17962,15994
