RESULTADOS ELECTORALES POR MESA;;;;;;;;;;;;;EH BILDU...(E24);EH BILDU...(E24);EH BILDU...(E24);PSOE;PSOE;PSOE;EAJ-PNV... (E24);EAJ-PNV... (E24);EAJ-PNV... (E24);PP;PP;PP;SUMAR... (E24);SUMAR... (E24);SUMAR... (E24);PODEMOS;PODEMOS;PODEMOS;VOX;VOX;VOX;SE ACABO LA FIESTA;SE ACABO LA FIESTA;SE ACABO LA FIESTA;PACMA;PACMA;PACMA;FO;FO;FO;IE;IE;IE;PFAC;PFAC;PFAC;EB-AZ;EB-AZ;EB-AZ;Cs;Cs;Cs;IZQESP;IZQESP;IZQESP;EXISTE;EXISTE;EXISTE;PCTE / ELAK;PCTE / ELAK;PCTE / ELAK;PCPE/PCPC;PCPE/PCPC;PCPE/PCPC;PIRATES/REBELDES;PIRATES/REBELDES;PIRATES/REBELDES;JUNTS UE;JUNTS UE;JUNTS UE;VOLT;VOLT;VOLT;RECORTES CERO;RECORTES CERO;RECORTES CERO;PH;PH;PH;CREE EN EUROPA;CREE EN EUROPA;CREE EN EUROPA;SAE;SAE;SAE;CRT;CRT;CRT;F;F;F;PMR;PMR;PMR;PREPAL;PREPAL;PREPAL;FE-JONS;FE-JONS;FE-JONS;GLG;GLG;GLG;ANDALUCISTAS;ANDALUCISTAS;ANDALUCISTAS;J.U.E.X.;J.U.E.X.;J.U.E.X.;EXTREMEÑOS;EXTREMEÑOS;EXTREMEÑOS
TH;Municipio;Cód. Municipio;Distrito;Sección;Mesa;Censo;Votos;Nulos;Válidos;Blancos;V. Candidaturas;Abstención;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos
Gipuzkoa;LASARTE-ORIA;"	902";"	01";"	011";"	B";741;305;;305;;305;436;76;24.92;24.92;103;33.77;33.77;43;14.1;14.1;30;9.84;9.84;13;4.26;4.26;10;3.28;3.28;8;2.62;2.62;14;4.59;4.59;3;0.98;0.98;2;0.66;0.66;1;0.33;0.33;1;0.33;0.33;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.33;0.33;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LASARTE-ORIA;"	902";"	01";"	012";"	U";791;360;1;359;1;358;431;102;28.49;28.41;140;39.11;39.0;41;11.45;11.42;23;6.42;6.41;10;2.79;2.79;12;3.35;3.34;12;3.35;3.34;6;1.68;1.67;4;1.12;1.11;0;0.0;0.0;0;0.0;0.0;1;0.28;0.28;0;0.0;0.0;1;0.28;0.28;1;0.28;0.28;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.28;0.28;0;0.0;0.0;0;0.0;0.0;2;0.56;0.56;0;0.0;0.0;0;0.0;0.0;1;0.28;0.28;1;0.28;0.28;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LASARTE-ORIA;"	902";"	01";"	013";"	A";561;284;2;282;;282;277;62;21.99;21.99;104;36.88;36.88;41;14.54;14.54;30;10.64;10.64;10;3.55;3.55;10;3.55;3.55;9;3.19;3.19;13;4.61;4.61;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.35;0.35;1;0.35;0.35;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.35;0.35;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LASARTE-ORIA;"	902";"	01";"	013";"	B";581;279;;279;;279;302;50;17.92;17.92;126;45.16;45.16;27;9.68;9.68;36;12.9;12.9;11;3.94;3.94;8;2.87;2.87;7;2.51;2.51;7;2.51;2.51;1;0.36;0.36;2;0.72;0.72;2;0.72;0.72;1;0.36;0.36;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.36;0.36;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LAZKAO;"	049";"	01";"	001";"	A";730;388;3;385;4;381;342;147;38.58;38.18;67;17.59;17.4;112;29.4;29.09;17;4.46;4.42;13;3.41;3.38;17;4.46;4.42;5;1.31;1.3;0;0.0;0.0;2;0.52;0.52;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.26;0.26;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LAZKAO;"	049";"	01";"	001";"	B";763;376;1;375;1;374;387;157;41.98;41.87;58;15.51;15.47;113;30.21;30.13;14;3.74;3.73;7;1.87;1.87;10;2.67;2.67;6;1.6;1.6;5;1.34;1.33;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.53;0.53;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.27;0.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.27;0.27;0;0.0;0.0
Gipuzkoa;LAZKAO;"	049";"	01";"	002";"	A";604;344;1;343;1;342;260;172;50.29;50.15;56;16.37;16.33;73;21.35;21.28;19;5.56;5.54;5;1.46;1.46;5;1.46;1.46;8;2.34;2.33;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0
Gipuzkoa;LAZKAO;"	049";"	01";"	002";"	B";662;323;2;321;2;319;339;139;43.57;43.3;75;23.51;23.36;67;21.0;20.87;16;5.02;4.98;7;2.19;2.18;9;2.82;2.8;2;0.63;0.62;2;0.63;0.62;1;0.31;0.31;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.31;0.31;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LAZKAO;"	049";"	01";"	003";"	A";743;377;;377;;377;366;197;52.25;52.25;52;13.79;13.79;96;25.46;25.46;9;2.39;2.39;12;3.18;3.18;5;1.33;1.33;3;0.8;0.8;1;0.27;0.27;1;0.27;0.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.27;0.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LAZKAO;"	049";"	01";"	003";"	B";782;374;2;372;2;370;408;211;57.03;56.72;48;12.97;12.9;72;19.46;19.35;7;1.89;1.88;8;2.16;2.15;10;2.7;2.69;2;0.54;0.54;2;0.54;0.54;3;0.81;0.81;2;0.54;0.54;0;0.0;0.0;0;0.0;0.0;2;0.54;0.54;1;0.27;0.27;0;0.0;0.0;1;0.27;0.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.27;0.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEABURU;"	050";"	01";"	001";"	U";284;135;;135;;135;149;100;74.07;74.07;0;0.0;0.0;24;17.78;17.78;0;0.0;0.0;1;0.74;0.74;0;0.0;0.0;2;1.48;1.48;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.74;0.74;0;0.0;0.0;6;4.44;4.44;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.74;0.74;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEGAZPI;"	051";"	01";"	001";"	A";569;284;1;283;1;282;285;112;39.72;39.58;64;22.7;22.61;79;28.01;27.92;11;3.9;3.89;5;1.77;1.77;6;2.13;2.12;0;0.0;0.0;1;0.35;0.35;0;0.0;0.0;2;0.71;0.71;1;0.35;0.35;0;0.0;0.0;1;0.35;0.35;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEGAZPI;"	051";"	01";"	001";"	B";535;259;1;258;1;257;276;96;37.35;37.21;45;17.51;17.44;89;34.63;34.5;10;3.89;3.88;2;0.78;0.78;7;2.72;2.71;6;2.33;2.33;1;0.39;0.39;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.39;0.39;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEGAZPI;"	051";"	01";"	002";"	A";606;331;;331;;331;275;145;43.81;43.81;52;15.71;15.71;96;29.0;29.0;17;5.14;5.14;8;2.42;2.42;6;1.81;1.81;3;0.91;0.91;1;0.3;0.3;1;0.3;0.3;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.3;0.3;0;0.0;0.0;0;0.0;0.0;1;0.3;0.3;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEGAZPI;"	051";"	01";"	002";"	B";601;304;2;302;2;300;297;106;35.33;35.1;63;21.0;20.86;89;29.67;29.47;22;7.33;7.28;9;3.0;2.98;3;1.0;0.99;5;1.67;1.66;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.33;0.33;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.33;0.33;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.33;0.33;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEGAZPI;"	051";"	01";"	002";"	C";665;372;5;367;2;365;293;148;40.55;40.33;71;19.45;19.35;105;28.77;28.61;11;3.01;3.0;10;2.74;2.72;11;3.01;3.0;5;1.37;1.36;1;0.27;0.27;1;0.27;0.27;1;0.27;0.27;0;0.0;0.0;1;0.27;0.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEGAZPI;"	051";"	01";"	003";"	U";771;364;2;362;4;358;407;156;43.58;43.09;91;25.42;25.14;49;13.69;13.54;25;6.98;6.91;8;2.23;2.21;12;3.35;3.31;5;1.4;1.38;7;1.96;1.93;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.28;0.28;0;0.0;0.0;1;0.28;0.28;0;0.0;0.0;1;0.28;0.28;0;0.0;0.0;1;0.28;0.28;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.28;0.28;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEGAZPI;"	051";"	01";"	004";"	U";784;410;2;408;;408;374;144;35.29;35.29;121;29.66;29.66;64;15.69;15.69;25;6.13;6.13;15;3.68;3.68;16;3.92;3.92;7;1.72;1.72;3;0.74;0.74;3;0.74;0.74;1;0.25;0.25;0;0.0;0.0;1;0.25;0.25;2;0.49;0.49;0;0.0;0.0;1;0.25;0.25;1;0.25;0.25;1;0.25;0.25;2;0.49;0.49;0;0.0;0.0;1;0.25;0.25;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEGAZPI;"	051";"	01";"	005";"	A";445;225;2;223;;223;220;65;29.15;29.15;79;35.43;35.43;30;13.45;13.45;23;10.31;10.31;3;1.35;1.35;0;0.0;0.0;8;3.59;3.59;4;1.79;1.79;0;0.0;0.0;0;0.0;0.0;1;0.45;0.45;7;3.14;3.14;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.9;0.9;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.45;0.45;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEGAZPI;"	051";"	01";"	005";"	B";466;214;1;213;2;211;252;63;29.86;29.58;65;30.81;30.52;21;9.95;9.86;26;12.32;12.21;8;3.79;3.76;8;3.79;3.76;7;3.32;3.29;4;1.9;1.88;1;0.47;0.47;2;0.95;0.94;2;0.95;0.94;1;0.47;0.47;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.47;0.47;1;0.47;0.47;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.47;0.47
Gipuzkoa;LEGAZPI;"	051";"	01";"	006";"	U";571;303;;303;1;302;268;96;31.79;31.68;86;28.48;28.38;74;24.5;24.42;19;6.29;6.27;5;1.66;1.65;6;1.99;1.98;7;2.32;2.31;1;0.33;0.33;2;0.66;0.66;1;0.33;0.33;0;0.0;0.0;1;0.33;0.33;1;0.33;0.33;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.33;0.33;1;0.33;0.33;0;0.0;0.0;1;0.33;0.33;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEGAZPI;"	051";"	01";"	007";"	A";183;110;;110;;110;73;63;57.27;57.27;9;8.18;8.18;34;30.91;30.91;0;0.0;0.0;2;1.82;1.82;1;0.91;0.91;0;0.0;0.0;1;0.91;0.91;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEGAZPI;"	051";"	01";"	007";"	B";341;191;;191;1;190;150;75;39.47;39.27;54;28.42;28.27;44;23.16;23.04;8;4.21;4.19;3;1.58;1.57;3;1.58;1.57;2;1.05;1.05;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.53;0.52;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEGORRETA;"	052";"	01";"	001";"	A";494;255;1;254;2;252;239;110;43.65;43.31;38;15.08;14.96;76;30.16;29.92;9;3.57;3.54;7;2.78;2.76;3;1.19;1.18;2;0.79;0.79;2;0.79;0.79;2;0.79;0.79;0;0.0;0.0;0;0.0;0.0;1;0.4;0.39;0;0.0;0.0;1;0.4;0.39;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.4;0.39;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEGORRETA;"	052";"	01";"	001";"	B";541;286;;286;3;283;255;143;50.53;50.0;30;10.6;10.49;74;26.15;25.87;11;3.89;3.85;5;1.77;1.75;8;2.83;2.8;4;1.41;1.4;0;0.0;0.0;2;0.71;0.7;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.35;0.35;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;4;1.41;1.4;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.35;0.35;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEINTZ-GATZAGA;"	068";"	01";"	001";"	U";169;90;;90;3;87;79;54;62.07;60.0;1;1.15;1.11;25;28.74;27.78;0;0.0;0.0;3;3.45;3.33;2;2.3;2.22;1;1.15;1.11;0;0.0;0.0;0;0.0;0.0;1;1.15;1.11;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEZO;"	053";"	01";"	001";"	A";746;384;;384;3;381;362;209;54.86;54.43;72;18.9;18.75;53;13.91;13.8;22;5.77;5.73;9;2.36;2.34;6;1.57;1.56;2;0.52;0.52;2;0.52;0.52;1;0.26;0.26;1;0.26;0.26;1;0.26;0.26;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;3;0.79;0.78;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEZO;"	053";"	01";"	001";"	B";788;384;1;383;1;382;404;175;45.81;45.69;80;20.94;20.89;72;18.85;18.8;21;5.5;5.48;11;2.88;2.87;10;2.62;2.61;8;2.09;2.09;2;0.52;0.52;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.26;0.26;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.26;0.26;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.26;0.26
Gipuzkoa;LEZO;"	053";"	01";"	002";"	U";811;394;;394;1;393;417;216;54.96;54.82;81;20.61;20.56;58;14.76;14.72;11;2.8;2.79;7;1.78;1.78;11;2.8;2.79;6;1.53;1.52;1;0.25;0.25;1;0.25;0.25;1;0.25;0.25;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEZO;"	053";"	01";"	003";"	A";549;228;;228;1;227;321;99;43.61;43.42;47;20.7;20.61;45;19.82;19.74;10;4.41;4.39;10;4.41;4.39;9;3.96;3.95;3;1.32;1.32;2;0.88;0.88;0;0.0;0.0;2;0.88;0.88;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Gipuzkoa;LEZO;"	053";"	01";"	003";"	B";556;213;;213;;213;343;110;51.64;51.64;37;17.37;17.37;37;17.37;17.37;7;3.29;3.29;7;3.29;3.29;6;2.82;2.82;5;2.35;2.35;2;0.94;0.94;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.47;0.47;0;0.0;0.0;1;0.47;0.47;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
