RESULTADOS ELECTORALES POR MESA;;;;;;;;;;;;;EH BILDU...(E24);EH BILDU...(E24);EH BILDU...(E24);PSOE;PSOE;PSOE;EAJ-PNV... (E24);EAJ-PNV... (E24);EAJ-PNV... (E24);PP;PP;PP;SUMAR... (E24);SUMAR... (E24);SUMAR... (E24);PODEMOS;PODEMOS;PODEMOS;VOX;VOX;VOX;SE ACABO LA FIESTA;SE ACABO LA FIESTA;SE ACABO LA FIESTA;PACMA;PACMA;PACMA;FO;FO;FO;IE;IE;IE;PFAC;PFAC;PFAC;EB-AZ;EB-AZ;EB-AZ;Cs;Cs;Cs;IZQESP;IZQESP;IZQESP;EXISTE;EXISTE;EXISTE;PCTE / ELAK;PCTE / ELAK;PCTE / ELAK;PCPE/PCPC;PCPE/PCPC;PCPE/PCPC;PIRATES/REBELDES;PIRATES/REBELDES;PIRATES/REBELDES;JUNTS UE;JUNTS UE;JUNTS UE;VOLT;VOLT;VOLT;RECORTES CERO;RECORTES CERO;RECORTES CERO;PH;PH;PH;CREE EN EUROPA;CREE EN EUROPA;CREE EN EUROPA;SAE;SAE;SAE;CRT;CRT;CRT;F;F;F;PMR;PMR;PMR;PREPAL;PREPAL;PREPAL;FE-JONS;FE-JONS;FE-JONS;GLG;GLG;GLG;ANDALUCISTAS;ANDALUCISTAS;ANDALUCISTAS;J.U.E.X.;J.U.E.X.;J.U.E.X.;EXTREMEÑOS;EXTREMEÑOS;EXTREMEÑOS
TH;Municipio;Cód. Municipio;Distrito;Sección;Mesa;Censo;Votos;Nulos;Válidos;Blancos;V. Candidaturas;Abstención;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos
Álava;VITORIA-GASTEIZ;"	059";"	01";"	037";"	A";655;319;4;315;2;313;336;44;14.06;13.97;131;41.85;41.59;30;9.58;9.52;75;23.96;23.81;3;0.96;0.95;6;1.92;1.9;13;4.15;4.13;5;1.6;1.59;2;0.64;0.63;1;0.32;0.32;0;0.0;0.0;0;0.0;0.0;1;0.32;0.32;0;0.0;0.0;1;0.32;0.32;1;0.32;0.32;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	01";"	037";"	B";595;296;2;294;;294;299;37;12.59;12.59;122;41.5;41.5;26;8.84;8.84;78;26.53;26.53;5;1.7;1.7;7;2.38;2.38;12;4.08;4.08;1;0.34;0.34;0;0.0;0.0;0;0.0;0.0;1;0.34;0.34;0;0.0;0.0;1;0.34;0.34;1;0.34;0.34;0;0.0;0.0;0;0.0;0.0;1;0.34;0.34;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.34;0.34;1;0.34;0.34;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	01";"	039";"	A";441;215;;215;;215;226;30;13.95;13.95;80;37.21;37.21;22;10.23;10.23;50;23.26;23.26;6;2.79;2.79;5;2.33;2.33;14;6.51;6.51;4;1.86;1.86;2;0.93;0.93;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.47;0.47;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.47;0.47;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	01";"	039";"	B";462;248;1;247;1;246;214;27;10.98;10.93;0;0.0;0.0;23;9.35;9.31;67;27.24;27.13;2;0.81;0.81;4;1.63;1.62;8;3.25;3.24;10;4.07;4.05;2;0.81;0.81;0;0.0;0.0;100;40.65;40.49;0;0.0;0.0;1;0.41;0.4;1;0.41;0.4;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.41;0.4
Álava;VITORIA-GASTEIZ;"	059";"	01";"	040";"	U";725;340;2;338;4;334;385;43;12.87;12.72;103;30.84;30.47;43;12.87;12.72;94;28.14;27.81;10;2.99;2.96;7;2.1;2.07;14;4.19;4.14;12;3.59;3.55;2;0.6;0.59;2;0.6;0.59;0;0.0;0.0;1;0.3;0.3;1;0.3;0.3;0;0.0;0.0;1;0.3;0.3;0;0.0;0.0;1;0.3;0.3;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	001";"	A";557;340;;340;1;339;217;53;15.63;15.59;63;18.58;18.53;70;20.65;20.59;104;30.68;30.59;5;1.47;1.47;6;1.77;1.76;18;5.31;5.29;8;2.36;2.35;5;1.47;1.47;1;0.29;0.29;1;0.29;0.29;1;0.29;0.29;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	001";"	B";527;299;;299;;299;228;29;9.7;9.7;69;23.08;23.08;56;18.73;18.73;102;34.11;34.11;7;2.34;2.34;8;2.68;2.68;13;4.35;4.35;9;3.01;3.01;2;0.67;0.67;1;0.33;0.33;1;0.33;0.33;0;0.0;0.0;1;0.33;0.33;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.33;0.33;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	002";"	A";588;350;;350;;350;238;30;8.57;8.57;68;19.43;19.43;64;18.29;18.29;140;40.0;40.0;7;2.0;2.0;12;3.43;3.43;11;3.14;3.14;8;2.29;2.29;1;0.29;0.29;1;0.29;0.29;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;3;0.86;0.86;2;0.57;0.57;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	002";"	B";619;369;1;368;5;363;250;32;8.82;8.7;75;20.66;20.38;61;16.8;16.58;154;42.42;41.85;7;1.93;1.9;10;2.75;2.72;10;2.75;2.72;4;1.1;1.09;2;0.55;0.54;0;0.0;0.0;0;0.0;0.0;2;0.55;0.54;0;0.0;0.0;1;0.28;0.27;1;0.28;0.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.28;0.27;1;0.28;0.27;1;0.28;0.27;0;0.0;0.0;1;0.28;0.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	003";"	A";407;229;;229;;229;178;39;17.03;17.03;57;24.89;24.89;31;13.54;13.54;58;25.33;25.33;6;2.62;2.62;9;3.93;3.93;12;5.24;5.24;4;1.75;1.75;3;1.31;1.31;2;0.87;0.87;1;0.44;0.44;0;0.0;0.0;2;0.87;0.87;0;0.0;0.0;1;0.44;0.44;0;0.0;0.0;1;0.44;0.44;0;0.0;0.0;1;0.44;0.44;0;0.0;0.0;1;0.44;0.44;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.44;0.44;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	003";"	B";421;243;1;242;;242;178;27;11.16;11.16;56;23.14;23.14;33;13.64;13.64;65;26.86;26.86;10;4.13;4.13;16;6.61;6.61;13;5.37;5.37;10;4.13;4.13;4;1.65;1.65;1;0.41;0.41;0;0.0;0.0;1;0.41;0.41;3;1.24;1.24;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.41;0.41;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.41;0.41;1;0.41;0.41;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	004";"	A";597;318;;318;3;315;279;39;12.38;12.26;88;27.94;27.67;47;14.92;14.78;95;30.16;29.87;13;4.13;4.09;10;3.17;3.14;8;2.54;2.52;4;1.27;1.26;0;0.0;0.0;1;0.32;0.31;1;0.32;0.31;2;0.63;0.63;0;0.0;0.0;4;1.27;1.26;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.32;0.31;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.32;0.31;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.32;0.31;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	004";"	B";614;344;;344;;344;270;42;12.21;12.21;87;25.29;25.29;61;17.73;17.73;107;31.1;31.1;13;3.78;3.78;9;2.62;2.62;11;3.2;3.2;7;2.03;2.03;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;2;0.58;0.58;2;0.58;0.58;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	005";"	U";797;467;3;464;1;463;330;104;22.46;22.41;110;23.76;23.71;68;14.69;14.66;94;20.3;20.26;25;5.4;5.39;25;5.4;5.39;22;4.75;4.74;4;0.86;0.86;4;0.86;0.86;2;0.43;0.43;0;0.0;0.0;3;0.65;0.65;2;0.43;0.43;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	006";"	A";555;305;1;304;1;303;250;50;16.5;16.45;79;26.07;25.99;50;16.5;16.45;67;22.11;22.04;19;6.27;6.25;17;5.61;5.59;10;3.3;3.29;4;1.32;1.32;2;0.66;0.66;1;0.33;0.33;1;0.33;0.33;0;0.0;0.0;1;0.33;0.33;0;0.0;0.0;0;0.0;0.0;1;0.33;0.33;1;0.33;0.33;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	006";"	B";494;283;2;281;;281;211;42;14.95;14.95;84;29.89;29.89;41;14.59;14.59;57;20.28;20.28;14;4.98;4.98;9;3.2;3.2;19;6.76;6.76;8;2.85;2.85;0;0.0;0.0;2;0.71;0.71;1;0.36;0.36;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.36;0.36;0;0.0;0.0;0;0.0;0.0;1;0.36;0.36;0;0.0;0.0;1;0.36;0.36;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.36;0.36;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	008";"	A";450;291;;291;1;290;159;34;11.72;11.68;86;29.66;29.55;33;11.38;11.34;104;35.86;35.74;4;1.38;1.37;6;2.07;2.06;9;3.1;3.09;7;2.41;2.41;1;0.34;0.34;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;3;1.03;1.03;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.34;0.34;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.34;0.34;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.34;0.34;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	008";"	B";486;306;;306;1;305;180;31;10.16;10.13;92;30.16;30.07;40;13.11;13.07;91;29.84;29.74;0;0.0;0.0;8;2.62;2.61;17;5.57;5.56;4;1.31;1.31;13;4.26;4.25;0;0.0;0.0;0;0.0;0.0;2;0.66;0.65;2;0.66;0.65;3;0.98;0.98;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.33;0.33;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.33;0.33;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	009";"	U";834;430;;430;3;427;404;50;11.71;11.63;130;30.44;30.23;57;13.35;13.26;119;27.87;27.67;14;3.28;3.26;18;4.22;4.19;20;4.68;4.65;9;2.11;2.09;4;0.94;0.93;1;0.23;0.23;1;0.23;0.23;1;0.23;0.23;0;0.0;0.0;1;0.23;0.23;0;0.0;0.0;1;0.23;0.23;0;0.0;0.0;1;0.23;0.23;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	010";"	A";543;316;;316;2;314;227;45;14.33;14.24;97;30.89;30.7;56;17.83;17.72;77;24.52;24.37;9;2.87;2.85;11;3.5;3.48;7;2.23;2.22;2;0.64;0.63;2;0.64;0.63;0;0.0;0.0;1;0.32;0.32;0;0.0;0.0;2;0.64;0.63;1;0.32;0.32;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.32;0.32;0;0.0;0.0;1;0.32;0.32;0;0.0;0.0;1;0.32;0.32;1;0.32;0.32;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	010";"	B";501;309;;309;4;305;192;44;14.43;14.24;102;33.44;33.01;42;13.77;13.59;77;25.25;24.92;8;2.62;2.59;13;4.26;4.21;9;2.95;2.91;1;0.33;0.32;0;0.0;0.0;1;0.33;0.32;0;0.0;0.0;2;0.66;0.65;1;0.33;0.32;1;0.33;0.32;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.33;0.32;0;0.0;0.0;1;0.33;0.32;0;0.0;0.0;0;0.0;0.0;1;0.33;0.32;0;0.0;0.0;0;0.0;0.0;1;0.33;0.32;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	011";"	A";443;256;;256;;256;187;35;13.67;13.67;88;34.38;34.38;41;16.02;16.02;64;25.0;25.0;5;1.95;1.95;7;2.73;2.73;3;1.17;1.17;5;1.95;1.95;0;0.0;0.0;3;1.17;1.17;1;0.39;0.39;0;0.0;0.0;1;0.39;0.39;1;0.39;0.39;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.39;0.39;0;0.0;0.0;1;0.39;0.39;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	011";"	B";448;264;1;263;;263;184;30;11.41;11.41;78;29.66;29.66;36;13.69;13.69;76;28.9;28.9;7;2.66;2.66;12;4.56;4.56;8;3.04;3.04;9;3.42;3.42;1;0.38;0.38;1;0.38;0.38;1;0.38;0.38;0;0.0;0.0;0;0.0;0.0;1;0.38;0.38;1;0.38;0.38;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.38;0.38;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.38;0.38;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	012";"	A";643;348;2;346;;346;295;77;22.25;22.25;81;23.41;23.41;66;19.08;19.08;69;19.94;19.94;15;4.34;4.34;11;3.18;3.18;14;4.05;4.05;8;2.31;2.31;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;2;0.58;0.58;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	012";"	B";661;376;1;375;1;374;285;59;15.78;15.73;121;32.35;32.27;55;14.71;14.67;78;20.86;20.8;11;2.94;2.93;16;4.28;4.27;21;5.61;5.6;6;1.6;1.6;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.53;0.53;1;0.27;0.27;0;0.0;0.0;3;0.8;0.8;1;0.27;0.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	014";"	A";455;241;2;239;2;237;214;32;13.5;13.39;64;27.0;26.78;47;19.83;19.67;64;27.0;26.78;6;2.53;2.51;11;4.64;4.6;4;1.69;1.67;5;2.11;2.09;2;0.84;0.84;0;0.0;0.0;0;0.0;0.0;1;0.42;0.42;1;0.42;0.42;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	014";"	B";445;240;1;239;3;236;205;36;15.25;15.06;71;30.08;29.71;30;12.71;12.55;71;30.08;29.71;7;2.97;2.93;11;4.66;4.6;2;0.85;0.84;4;1.69;1.67;0;0.0;0.0;2;0.85;0.84;0;0.0;0.0;2;0.85;0.84;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	015";"	U";705;354;3;351;;351;351;45;12.82;12.82;137;39.03;39.03;33;9.4;9.4;76;21.65;21.65;9;2.56;2.56;18;5.13;5.13;16;4.56;4.56;6;1.71;1.71;1;0.28;0.28;2;0.57;0.57;1;0.28;0.28;1;0.28;0.28;5;1.42;1.42;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.28;0.28;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	016";"	A";638;307;1;306;2;304;331;55;18.09;17.97;108;35.53;35.29;29;9.54;9.48;52;17.11;16.99;9;2.96;2.94;16;5.26;5.23;17;5.59;5.56;4;1.32;1.31;2;0.66;0.65;1;0.33;0.33;0;0.0;0.0;2;0.66;0.65;2;0.66;0.65;3;0.99;0.98;1;0.33;0.33;1;0.33;0.33;0;0.0;0.0;0;0.0;0.0;1;0.33;0.33;1;0.33;0.33;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	016";"	B";674;311;1;310;1;309;363;74;23.95;23.87;91;29.45;29.35;27;8.74;8.71;45;14.56;14.52;18;5.83;5.81;21;6.8;6.77;20;6.47;6.45;6;1.94;1.94;1;0.32;0.32;2;0.65;0.65;0;0.0;0.0;0;0.0;0.0;1;0.32;0.32;1;0.32;0.32;1;0.32;0.32;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.32;0.32;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";"	02";"	017";"	A";672;364;1;363;2;361;308;63;17.45;17.36;112;31.02;30.85;45;12.47;12.4;88;24.38;24.24;9;2.49;2.48;14;3.88;3.86;13;3.6;3.58;2;0.55;0.55;5;1.39;1.38;4;1.11;1.1;0;0.0;0.0;0;0.0;0.0;2;0.55;0.55;2;0.55;0.55;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.55;0.55;0;0.0;0.0
