RESULTADOS ELECTORALES POR MUNICIPIO;;;;;;;;;;EH BILDU...(E24);EH BILDU...(E24);EH BILDU...(E24);PSOE;PSOE;PSOE;EAJ-PNV... (E24);EAJ-PNV... (E24);EAJ-PNV... (E24);PP;PP;PP;SUMAR... (E24);SUMAR... (E24);SUMAR... (E24);PODEMOS;PODEMOS;PODEMOS;VOX;VOX;VOX;SE ACABO LA FIESTA;SE ACABO LA FIESTA;SE ACABO LA FIESTA;PACMA;PACMA;PACMA;FO;FO;FO;IE;IE;IE;PFAC;PFAC;PFAC;EB-AZ;EB-AZ;EB-AZ;Cs;Cs;Cs;IZQESP;IZQESP;IZQESP;EXISTE;EXISTE;EXISTE;PCTE / ELAK;PCTE / ELAK;PCTE / ELAK;PCPE/PCPC;PCPE/PCPC;PCPE/PCPC;PIRATES/REBELDES;PIRATES/REBELDES;PIRATES/REBELDES;JUNTS UE;JUNTS UE;JUNTS UE;VOLT;VOLT;VOLT;RECORTES CERO;RECORTES CERO;RECORTES CERO;PH;PH;PH;CREE EN EUROPA;CREE EN EUROPA;CREE EN EUROPA;SAE;SAE;SAE;CRT;CRT;CRT;F;F;F;PMR;PMR;PMR;PREPAL;PREPAL;PREPAL;FE-JONS;FE-JONS;FE-JONS;GLG;GLG;GLG;ANDALUCISTAS;ANDALUCISTAS;ANDALUCISTAS;J.U.E.X.;J.U.E.X.;J.U.E.X.;EXTREMEÑOS;EXTREMEÑOS;EXTREMEÑOS
TH;Municipio;Cód. Municipio;Censo;Votos;Nulos;Válidos;Blancos;V. Candidaturas;Abstención;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos
Bizkaia;EA;"	028";699;454;2;452;3;449;245;249;55.46;55.09;20;4.45;4.42;155;34.52;34.29;5;1.11;1.11;3;0.67;0.66;6;1.34;1.33;4;0.89;0.88;0;0.0;0.0;0;0.0;0.0;1;0.22;0.22;0;0.0;0.0;1;0.22;0.22;2;0.45;0.44;0;0.0;0.0;0;0.0;0.0;2;0.45;0.44;1;0.22;0.22;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ELANTXOBE;"	031";287;171;1;170;1;169;116;85;50.3;50.0;7;4.14;4.12;74;43.79;43.53;1;0.59;0.59;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;1.18;1.18;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ELORRIO;"	032";5692;3191;14;3177;13;3164;2501;1348;42.6;42.43;557;17.6;17.53;856;27.05;26.94;188;5.94;5.92;48;1.52;1.51;67;2.12;2.11;24;0.76;0.76;25;0.79;0.79;13;0.41;0.41;5;0.16;0.16;5;0.16;0.16;3;0.09;0.09;6;0.19;0.19;1;0.03;0.03;3;0.09;0.09;1;0.03;0.03;3;0.09;0.09;0;0.0;0.0;0;0.0;0.0;2;0.06;0.06;1;0.03;0.03;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;1;0.03;0.03;0;0.0;0.0;1;0.03;0.03;2;0.06;0.06;0;0.0;0.0;1;0.03;0.03;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0
Bizkaia;ERANDIO;"	902";19160;9107;53;9054;40;9014;10053;1835;20.36;20.27;2828;31.37;31.23;2424;26.89;26.77;740;8.21;8.17;328;3.64;3.62;255;2.83;2.82;233;2.58;2.57;147;1.63;1.62;77;0.85;0.85;29;0.32;0.32;16;0.18;0.18;13;0.14;0.14;13;0.14;0.14;6;0.07;0.07;7;0.08;0.08;6;0.07;0.07;13;0.14;0.14;3;0.03;0.03;8;0.09;0.09;2;0.02;0.02;5;0.06;0.06;7;0.08;0.08;0;0.0;0.0;3;0.03;0.03;2;0.02;0.02;2;0.02;0.02;2;0.02;0.02;2;0.02;0.02;4;0.04;0.04;0;0.0;0.0;1;0.01;0.01;0;0.0;0.0;1;0.01;0.01;2;0.02;0.02
Bizkaia;EREÑO;"	033";232;151;;151;1;150;81;63;42.0;41.72;6;4.0;3.97;66;44.0;43.71;6;4.0;3.97;3;2.0;1.99;4;2.67;2.65;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.67;0.66;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.67;0.66;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ERMUA;"	034";12299;6358;39;6319;40;6279;5941;1095;17.44;17.33;2382;37.94;37.7;801;12.76;12.68;1077;17.15;17.04;317;5.05;5.02;242;3.85;3.83;185;2.95;2.93;85;1.35;1.35;15;0.24;0.24;8;0.13;0.13;9;0.14;0.14;6;0.1;0.09;4;0.06;0.06;8;0.13;0.13;5;0.08;0.08;3;0.05;0.05;14;0.22;0.22;11;0.18;0.17;2;0.03;0.03;0;0.0;0.0;0;0.0;0.0;2;0.03;0.03;3;0.05;0.05;0;0.0;0.0;1;0.02;0.02;0;0.0;0.0;0;0.0;0.0;1;0.02;0.02;2;0.03;0.03;0;0.0;0.0;1;0.02;0.02;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ERRIGOITI;"	079";409;262;;262;;262;147;103;39.31;39.31;19;7.25;7.25;124;47.33;47.33;2;0.76;0.76;3;1.15;1.15;7;2.67;2.67;1;0.38;0.38;1;0.38;0.38;1;0.38;0.38;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.38;0.38;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ETXEBARRI;"	029";9106;4571;21;4550;34;4516;4535;697;15.43;15.32;1572;34.81;34.55;1001;22.17;22.0;500;11.07;10.99;184;4.07;4.04;144;3.19;3.16;155;3.43;3.41;133;2.95;2.92;17;0.38;0.37;22;0.49;0.48;13;0.29;0.29;31;0.69;0.68;8;0.18;0.18;7;0.16;0.15;5;0.11;0.11;2;0.04;0.04;3;0.07;0.07;0;0.0;0.0;6;0.13;0.13;0;0.0;0.0;3;0.07;0.07;5;0.11;0.11;2;0.04;0.04;0;0.0;0.0;1;0.02;0.02;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.02;0.02;1;0.02;0.02;0;0.0;0.0;0;0.0;0.0;1;0.02;0.02;2;0.04;0.04
Bizkaia;ETXEBARRIA;"	030";568;328;5;323;;323;240;145;44.89;44.89;17;5.26;5.26;152;47.06;47.06;0;0.0;0.0;3;0.93;0.93;2;0.62;0.62;0;0.0;0.0;3;0.93;0.93;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.31;0.31;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;FORUA;"	906";765;473;1;472;1;471;292;212;45.01;44.92;40;8.49;8.47;184;39.07;38.98;15;3.18;3.18;9;1.91;1.91;1;0.21;0.21;4;0.85;0.85;1;0.21;0.21;0;0.0;0.0;1;0.21;0.21;1;0.21;0.21;2;0.42;0.42;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.21;0.21;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;FRUIZ;"	035";436;266;1;265;1;264;170;116;43.94;43.77;11;4.17;4.15;101;38.26;38.11;15;5.68;5.66;6;2.27;2.26;5;1.89;1.89;6;2.27;2.26;0;0.0;0.0;3;1.14;1.13;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.38;0.38;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GALDAKAO;"	036";20308;10088;41;10047;43;10004;10220;2745;27.44;27.32;2603;26.02;25.91;2545;25.44;25.33;841;8.41;8.37;293;2.93;2.92;346;3.46;3.44;236;2.36;2.35;195;1.95;1.94;44;0.44;0.44;43;0.43;0.43;12;0.12;0.12;22;0.22;0.22;15;0.15;0.15;7;0.07;0.07;5;0.05;0.05;11;0.11;0.11;7;0.07;0.07;6;0.06;0.06;6;0.06;0.06;4;0.04;0.04;1;0.01;0.01;4;0.04;0.04;2;0.02;0.02;2;0.02;0.02;0;0.0;0.0;0;0.0;0.0;6;0.06;0.06;1;0.01;0.01;0;0.0;0.0;2;0.02;0.02;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GALDAMES;"	037";686;384;5;379;6;373;302;121;32.44;31.93;75;20.11;19.79;139;37.27;36.68;14;3.75;3.69;9;2.41;2.37;6;1.61;1.58;5;1.34;1.32;1;0.27;0.26;1;0.27;0.26;1;0.27;0.26;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.27;0.26;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GAMIZ-FIKA;"	038";1152;687;6;681;2;679;465;236;34.76;34.65;54;7.95;7.93;323;47.57;47.43;27;3.98;3.96;2;0.29;0.29;19;2.8;2.79;3;0.44;0.44;6;0.88;0.88;1;0.15;0.15;1;0.15;0.15;3;0.44;0.44;1;0.15;0.15;0;0.0;0.0;1;0.15;0.15;0;0.0;0.0;0;0.0;0.0;2;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GARAI;"	039";274;209;1;208;;208;65;77;37.02;37.02;20;9.62;9.62;86;41.35;41.35;13;6.25;6.25;3;1.44;1.44;3;1.44;1.44;2;0.96;0.96;1;0.48;0.48;2;0.96;0.96;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.48;0.48;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GATIKA;"	040";1303;688;5;683;;683;615;244;35.72;35.72;64;9.37;9.37;276;40.41;40.41;22;3.22;3.22;15;2.2;2.2;20;2.93;2.93;11;1.61;1.61;15;2.2;2.2;5;0.73;0.73;4;0.59;0.59;5;0.73;0.73;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.15;0.15;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.15;0.15;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GAUTEGIZ ARTEAGA;"	041";718;498;3;495;4;491;220;181;36.86;36.57;52;10.59;10.51;209;42.57;42.22;17;3.46;3.43;4;0.81;0.81;15;3.05;3.03;2;0.41;0.4;6;1.22;1.21;0;0.0;0.0;0;0.0;0.0;3;0.61;0.61;1;0.2;0.2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.2;0.2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GERNIKA-LUMO;"	046";12659;6941;21;6920;27;6893;5718;2729;39.59;39.44;1051;15.25;15.19;2391;34.69;34.55;275;3.99;3.97;101;1.47;1.46;112;1.62;1.62;78;1.13;1.13;53;0.77;0.77;14;0.2;0.2;19;0.28;0.27;8;0.12;0.12;7;0.1;0.1;4;0.06;0.06;5;0.07;0.07;1;0.01;0.01;4;0.06;0.06;5;0.07;0.07;2;0.03;0.03;5;0.07;0.07;4;0.06;0.06;2;0.03;0.03;2;0.03;0.03;0;0.0;0.0;1;0.01;0.01;2;0.03;0.03;10;0.15;0.14;0;0.0;0.0;0;0.0;0.0;1;0.01;0.01;5;0.07;0.07;0;0.0;0.0;2;0.03;0.03;0;0.0;0.0;0;0.0;0.0
Bizkaia;GETXO;"	044";60691;35154;99;35055;156;34899;25537;5854;16.77;16.7;6904;19.78;19.69;8829;25.3;25.19;8677;24.86;24.75;760;2.18;2.17;907;2.6;2.59;1400;4.01;3.99;808;2.32;2.3;179;0.51;0.51;86;0.25;0.25;83;0.24;0.24;50;0.14;0.14;51;0.15;0.15;88;0.25;0.25;38;0.11;0.11;22;0.06;0.06;21;0.06;0.06;22;0.06;0.06;15;0.04;0.04;18;0.05;0.05;19;0.05;0.05;14;0.04;0.04;14;0.04;0.04;7;0.02;0.02;10;0.03;0.03;2;0.01;0.01;3;0.01;0.01;2;0.01;0.01;1;0.0;0.0;6;0.02;0.02;2;0.01;0.01;3;0.01;0.01;1;0.0;0.0;3;0.01;0.01
Bizkaia;GIZABURUAGA;"	047";139;85;;85;;85;54;57;67.06;67.06;1;1.18;1.18;21;24.71;24.71;0;0.0;0.0;0;0.0;0.0;3;3.53;3.53;0;0.0;0.0;2;2.35;2.35;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;1.18;1.18;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GORDEXOLA;"	042";1390;884;8;876;5;871;506;187;21.47;21.35;137;15.73;15.64;373;42.82;42.58;81;9.3;9.25;29;3.33;3.31;18;2.07;2.05;19;2.18;2.17;9;1.03;1.03;7;0.8;0.8;1;0.11;0.11;1;0.11;0.11;2;0.23;0.23;1;0.11;0.11;1;0.11;0.11;0;0.0;0.0;1;0.11;0.11;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.11;0.11;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.23;0.23;1;0.11;0.11;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GORLIZ;"	043";4858;2694;3;2691;22;2669;2164;776;29.07;28.84;468;17.53;17.39;929;34.81;34.52;194;7.27;7.21;82;3.07;3.05;86;3.22;3.2;39;1.46;1.45;43;1.61;1.6;16;0.6;0.59;8;0.3;0.3;10;0.37;0.37;8;0.3;0.3;0;0.0;0.0;1;0.04;0.04;2;0.07;0.07;1;0.04;0.04;1;0.04;0.04;2;0.07;0.07;1;0.04;0.04;0;0.0;0.0;1;0.04;0.04;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.04;0.04;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;GÜEÑES;"	045";5259;2929;23;2906;17;2889;2330;780;27.0;26.84;644;22.29;22.16;1018;35.24;35.03;159;5.5;5.47;79;2.73;2.72;58;2.01;2.0;53;1.83;1.82;27;0.93;0.93;18;0.62;0.62;10;0.35;0.34;10;0.35;0.34;7;0.24;0.24;3;0.1;0.1;2;0.07;0.07;1;0.03;0.03;7;0.24;0.24;3;0.1;0.1;2;0.07;0.07;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;4;0.14;0.14;0;0.0;0.0;2;0.07;0.07;0;0.0;0.0;0;0.0;0.0;1;0.03;0.03;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;IBARRANGELU;"	048";597;373;2;371;4;367;224;186;50.68;50.13;22;5.99;5.93;130;35.42;35.04;7;1.91;1.89;4;1.09;1.08;10;2.72;2.7;1;0.27;0.27;3;0.82;0.81;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.54;0.54;0;0.0;0.0;0;0.0;0.0;1;0.27;0.27;1;0.27;0.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;IGORRE;"	094";3080;1713;20;1693;6;1687;1367;681;40.37;40.22;175;10.37;10.34;693;41.08;40.93;42;2.49;2.48;23;1.36;1.36;23;1.36;1.36;14;0.83;0.83;14;0.83;0.83;8;0.47;0.47;1;0.06;0.06;2;0.12;0.12;4;0.24;0.24;1;0.06;0.06;0;0.0;0.0;0;0.0;0.0;2;0.12;0.12;0;0.0;0.0;2;0.12;0.12;1;0.06;0.06;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.06;0.06;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;ISPASTER;"	049";560;350;1;349;2;347;210;156;44.96;44.7;22;6.34;6.3;152;43.8;43.55;4;1.15;1.15;6;1.73;1.72;3;0.86;0.86;2;0.58;0.57;1;0.29;0.29;0;0.0;0.0;1;0.29;0.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;IURRETA;"	910";2915;1531;7;1524;5;1519;1384;524;34.5;34.38;365;24.03;23.95;378;24.88;24.8;108;7.11;7.09;41;2.7;2.69;37;2.44;2.43;24;1.58;1.57;21;1.38;1.38;6;0.39;0.39;1;0.07;0.07;1;0.07;0.07;3;0.2;0.2;0;0.0;0.0;3;0.2;0.2;0;0.0;0.0;2;0.13;0.13;0;0.0;0.0;1;0.07;0.07;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.07;0.07;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.13;0.13;1;0.07;0.07
Bizkaia;IZURTZA;"	050";159;98;3;95;;95;61;55;57.89;57.89;7;7.37;7.37;31;32.63;32.63;0;0.0;0.0;0;0.0;0.0;1;1.05;1.05;1;1.05;1.05;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;KARRANTZA HARANA/VALLE DE CARRANZA;"	022";2238;1006;8;998;4;994;1232;241;24.25;24.15;177;17.81;17.74;439;44.16;43.99;51;5.13;5.11;12;1.21;1.2;26;2.62;2.61;27;2.72;2.71;6;0.6;0.6;1;0.1;0.1;0;0.0;0.0;3;0.3;0.3;3;0.3;0.3;0;0.0;0.0;1;0.1;0.1;1;0.1;0.1;0;0.0;0.0;0;0.0;0.0;1;0.1;0.1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;5;0.5;0.5;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;KORTEZUBI;"	907";349;237;3;234;;234;112;102;43.59;43.59;18;7.69;7.69;106;45.3;45.3;3;1.28;1.28;1;0.43;0.43;1;0.43;0.43;1;0.43;0.43;0;0.0;0.0;1;0.43;0.43;0;0.0;0.0;0;0.0;0.0;1;0.43;0.43;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;LANESTOSA;"	051";212;130;;130;;130;82;33;25.38;25.38;24;18.46;18.46;43;33.08;33.08;13;10.0;10.0;6;4.62;4.62;6;4.62;4.62;3;2.31;2.31;2;1.54;1.54;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Bizkaia;LARRABETZU;"	052";1597;1012;4;1008;3;1005;585;568;56.52;56.35;61;6.07;6.05;275;27.36;27.28;26;2.59;2.58;20;1.99;1.98;26;2.59;2.58;7;0.7;0.69;8;0.8;0.79;3;0.3;0.3;1;0.1;0.1;4;0.4;0.4;2;0.2;0.2;1;0.1;0.1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.2;0.2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.1;0.1
