RESULTADOS ELECTORALES POR MUNICIPIO;;;;;;;;;;EH BILDU...(E24);EH BILDU...(E24);EH BILDU...(E24);PSOE;PSOE;PSOE;EAJ-PNV... (E24);EAJ-PNV... (E24);EAJ-PNV... (E24);PP;PP;PP;SUMAR... (E24);SUMAR... (E24);SUMAR... (E24);PODEMOS;PODEMOS;PODEMOS;VOX;VOX;VOX;SE ACABO LA FIESTA;SE ACABO LA FIESTA;SE ACABO LA FIESTA;PACMA;PACMA;PACMA;FO;FO;FO;IE;IE;IE;PFAC;PFAC;PFAC;EB-AZ;EB-AZ;EB-AZ;Cs;Cs;Cs;IZQESP;IZQESP;IZQESP;EXISTE;EXISTE;EXISTE;PCTE / ELAK;PCTE / ELAK;PCTE / ELAK;PCPE/PCPC;PCPE/PCPC;PCPE/PCPC;PIRATES/REBELDES;PIRATES/REBELDES;PIRATES/REBELDES;JUNTS UE;JUNTS UE;JUNTS UE;VOLT;VOLT;VOLT;RECORTES CERO;RECORTES CERO;RECORTES CERO;PH;PH;PH;CREE EN EUROPA;CREE EN EUROPA;CREE EN EUROPA;SAE;SAE;SAE;CRT;CRT;CRT;F;F;F;PMR;PMR;PMR;PREPAL;PREPAL;PREPAL;FE-JONS;FE-JONS;FE-JONS;GLG;GLG;GLG;ANDALUCISTAS;ANDALUCISTAS;ANDALUCISTAS;J.U.E.X.;J.U.E.X.;J.U.E.X.;EXTREMEÑOS;EXTREMEÑOS;EXTREMEÑOS
TH;Municipio;Cód. Municipio;Censo;Votos;Nulos;Válidos;Blancos;V. Candidaturas;Abstención;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos
Álava;HARANA/VALLE DE ARANA;"	056";189;84;1;83;;83;105;23;27.71;27.71;12;14.46;14.46;32;38.55;38.55;6;7.23;7.23;2;2.41;2.41;1;1.2;1.2;1;1.2;1.2;4;4.82;4.82;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;1.2;1.2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;1.2;1.2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;IRUÑA OKA/IRUÑA DE OCA;"	901";2628;1097;16;1081;2;1079;1531;202;18.72;18.69;353;32.72;32.65;131;12.14;12.12;180;16.68;16.65;33;3.06;3.05;47;4.36;4.35;59;5.47;5.46;42;3.89;3.89;7;0.65;0.65;7;0.65;0.65;1;0.09;0.09;2;0.19;0.19;2;0.19;0.19;2;0.19;0.19;1;0.09;0.09;2;0.19;0.19;0;0.0;0.0;1;0.09;0.09;0;0.0;0.0;2;0.19;0.19;1;0.09;0.09;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.09;0.09;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.09;0.09;1;0.09;0.09;1;0.09;0.09;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;IRURAIZ-GAUNA;"	027";469;219;1;218;2;216;250;77;35.65;35.32;24;11.11;11.01;51;23.61;23.39;26;12.04;11.93;7;3.24;3.21;11;5.09;5.05;10;4.63;4.59;5;2.31;2.29;1;0.46;0.46;0;0.0;0.0;1;0.46;0.46;1;0.46;0.46;1;0.46;0.46;0;0.0;0.0;0;0.0;0.0;1;0.46;0.46;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;KRIPAN;"	019";154;98;;98;;98;56;17;17.35;17.35;8;8.16;8.16;55;56.12;56.12;10;10.2;10.2;3;3.06;3.06;2;2.04;2.04;0;0.0;0.0;1;1.02;1.02;1;1.02;1.02;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;1.02;1.02;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;KUARTANGO;"	020";330;203;;203;;203;127;92;45.32;45.32;19;9.36;9.36;59;29.06;29.06;17;8.37;8.37;3;1.48;1.48;1;0.49;0.49;5;2.46;2.46;2;0.99;0.99;1;0.49;0.49;0;0.0;0.0;1;0.49;0.49;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.49;0.49;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.49;0.49;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.49;0.49;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;LABASTIDA/BASTIDA;"	028";1161;667;;667;6;661;494;158;23.9;23.69;172;26.02;25.79;74;11.2;11.09;160;24.21;23.99;11;1.66;1.65;21;3.18;3.15;32;4.84;4.8;18;2.72;2.7;4;0.61;0.6;4;0.61;0.6;0;0.0;0.0;0;0.0;0.0;2;0.3;0.3;0;0.0;0.0;1;0.15;0.15;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.3;0.3;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.15;0.15;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.15;0.15;0;0.0;0.0
Álava;LAGRÁN;"	030";149;90;;90;;90;59;21;23.33;23.33;19;21.11;21.11;24;26.67;26.67;18;20.0;20.0;2;2.22;2.22;3;3.33;3.33;0;0.0;0.0;1;1.11;1.11;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;1.11;1.11;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;1.11;1.11;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;LAGUARDIA;"	031";1121;722;8;714;;714;399;147;20.59;20.59;122;17.09;17.09;136;19.05;19.05;236;33.05;33.05;10;1.4;1.4;12;1.68;1.68;25;3.5;3.5;17;2.38;2.38;2;0.28;0.28;1;0.14;0.14;1;0.14;0.14;2;0.28;0.28;0;0.0;0.0;1;0.14;0.14;1;0.14;0.14;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.14;0.14;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;LANCIEGO/LANTZIEGO;"	032";482;288;6;282;1;281;194;59;21.0;20.92;68;24.2;24.11;68;24.2;24.11;64;22.78;22.7;0;0.0;0.0;8;2.85;2.84;4;1.42;1.42;8;2.85;2.84;0;0.0;0.0;1;0.36;0.35;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.36;0.35;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;LANTARÓN;"	902";764;375;2;373;;373;389;69;18.5;18.5;96;25.74;25.74;54;14.48;14.48;102;27.35;27.35;14;3.75;3.75;8;2.14;2.14;6;1.61;1.61;10;2.68;2.68;1;0.27;0.27;1;0.27;0.27;3;0.8;0.8;2;0.54;0.54;1;0.27;0.27;2;0.54;0.54;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.54;0.54;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.27;0.27;1;0.27;0.27;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;LAPUEBLA DE LABARCA;"	033";640;386;4;382;1;381;254;55;14.44;14.4;72;18.9;18.85;138;36.22;36.13;79;20.73;20.68;5;1.31;1.31;5;1.31;1.31;15;3.94;3.93;6;1.57;1.57;1;0.26;0.26;1;0.26;0.26;0;0.0;0.0;0;0.0;0.0;1;0.26;0.26;0;0.0;0.0;1;0.26;0.26;0;0.0;0.0;2;0.52;0.52;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;LAUDIO/LLODIO;"	036";14414;7506;38;7468;51;7417;6908;2197;29.62;29.42;2096;28.26;28.07;1616;21.79;21.64;647;8.72;8.66;230;3.1;3.08;191;2.58;2.56;187;2.52;2.5;110;1.48;1.47;33;0.44;0.44;28;0.38;0.37;19;0.26;0.25;8;0.11;0.11;4;0.05;0.05;5;0.07;0.07;2;0.03;0.03;6;0.08;0.08;1;0.01;0.01;3;0.04;0.04;6;0.08;0.08;1;0.01;0.01;7;0.09;0.09;6;0.08;0.08;1;0.01;0.01;2;0.03;0.03;1;0.01;0.01;0;0.0;0.0;0;0.0;0.0;2;0.03;0.03;4;0.05;0.05;1;0.01;0.01;3;0.04;0.04;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;LEGUTIO;"	058";1507;693;4;689;5;684;814;296;43.27;42.96;129;18.86;18.72;122;17.84;17.71;50;7.31;7.26;17;2.49;2.47;29;4.24;4.21;15;2.19;2.18;8;1.17;1.16;1;0.15;0.15;3;0.44;0.44;2;0.29;0.29;3;0.44;0.44;1;0.15;0.15;1;0.15;0.15;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.15;0.15;2;0.29;0.29;0;0.0;0.0;0;0.0;0.0;1;0.15;0.15;0;0.0;0.0;1;0.15;0.15;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.15;0.15;0;0.0;0.0;0;0.0;0.0;1;0.15;0.15
Álava;LEZA;"	034";156;92;1;91;;91;64;25;27.47;27.47;18;19.78;19.78;28;30.77;30.77;6;6.59;6.59;8;8.79;8.79;3;3.3;3.3;0;0.0;0.0;2;2.2;2.2;0;0.0;0.0;1;1.1;1.1;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;MOREDA DE ÁLAVA/MOREDA ARABA;"	039";184;114;;114;;114;70;25;21.93;21.93;29;25.44;25.44;29;25.44;25.44;20;17.54;17.54;5;4.39;4.39;2;1.75;1.75;2;1.75;1.75;1;0.88;0.88;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.88;0.88;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;MUNICIPIO CERA ARABA;"	999";8444;432;2;430;;430;8012;50;11.63;11.63;101;23.49;23.49;62;14.42;14.42;100;23.26;23.26;25;5.81;5.81;22;5.12;5.12;29;6.74;6.74;5;1.16;1.16;5;1.16;1.16;2;0.47;0.47;2;0.47;0.47;1;0.23;0.23;0;0.0;0.0;4;0.93;0.93;5;1.16;1.16;2;0.47;0.47;0;0.0;0.0;1;0.23;0.23;1;0.23;0.23;1;0.23;0.23;5;1.16;1.16;0;0.0;0.0;1;0.23;0.23;0;0.0;0.0;1;0.23;0.23;3;0.7;0.7;1;0.23;0.23;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.23;0.23;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;NAVARIDAS;"	041";150;87;2;85;1;84;63;10;11.9;11.76;3;3.57;3.53;25;29.76;29.41;28;33.33;32.94;2;2.38;2.35;3;3.57;3.53;6;7.14;7.06;3;3.57;3.53;0;0.0;0.0;2;2.38;2.35;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;1.19;1.18;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;1.19;1.18;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;OKONDO;"	042";941;506;3;503;2;501;435;166;33.13;33.0;56;11.18;11.13;176;35.13;34.99;46;9.18;9.15;19;3.79;3.78;10;2.0;1.99;10;2.0;1.99;9;1.8;1.79;4;0.8;0.8;4;0.8;0.8;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.2;0.2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;OYÓN-OION;"	043";2416;1104;11;1093;3;1090;1312;246;22.57;22.51;313;28.72;28.64;104;9.54;9.52;222;20.37;20.31;44;4.04;4.03;40;3.67;3.66;50;4.59;4.57;29;2.66;2.65;6;0.55;0.55;5;0.46;0.46;1;0.09;0.09;4;0.37;0.37;2;0.18;0.18;5;0.46;0.46;4;0.37;0.37;2;0.18;0.18;1;0.09;0.09;2;0.18;0.18;1;0.09;0.09;0;0.0;0.0;1;0.09;0.09;2;0.18;0.18;0;0.0;0.0;0;0.0;0.0;3;0.28;0.27;1;0.09;0.09;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.09;0.09;1;0.09;0.09;0;0.0;0.0
Álava;PEÑACERRADA-URIZAHARRA;"	044";263;140;3;137;;137;123;49;35.77;35.77;29;21.17;21.17;28;20.44;20.44;16;11.68;11.68;1;0.73;0.73;4;2.92;2.92;5;3.65;3.65;2;1.46;1.46;2;1.46;1.46;0;0.0;0.0;0;0.0;0.0;1;0.73;0.73;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;RIBERA BAJA/ERRIBERABEITIA;"	047";1089;509;2;507;2;505;580;51;10.1;10.06;129;25.54;25.44;75;14.85;14.79;127;25.15;25.05;30;5.94;5.92;21;4.16;4.14;31;6.14;6.11;22;4.36;4.34;2;0.4;0.39;3;0.59;0.59;2;0.4;0.39;1;0.2;0.2;0;0.0;0.0;4;0.79;0.79;0;0.0;0.0;1;0.2;0.2;0;0.0;0.0;2;0.4;0.39;0;0.0;0.0;0;0.0;0.0;1;0.2;0.2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.4;0.39;1;0.2;0.2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;SAMANIEGO;"	052";213;147;1;146;;146;66;45;30.82;30.82;29;19.86;19.86;58;39.73;39.73;4;2.74;2.74;3;2.05;2.05;3;2.05;2.05;0;0.0;0.0;1;0.68;0.68;0;0.0;0.0;1;0.68;0.68;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.68;0.68;0;0.0;0.0;0;0.0;0.0;1;0.68;0.68;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;SAN MILLÁN/DONEMILIAGA;"	053";595;299;5;294;;294;296;142;48.3;48.3;43;14.63;14.63;49;16.67;16.67;28;9.52;9.52;7;2.38;2.38;14;4.76;4.76;3;1.02;1.02;2;0.68;0.68;2;0.68;0.68;0;0.0;0.0;0;0.0;0.0;1;0.34;0.34;2;0.68;0.68;0;0.0;0.0;0;0.0;0.0;1;0.34;0.34;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;URKABUSTAIZ;"	054";1076;592;4;588;1;587;484;268;45.66;45.58;96;16.35;16.33;104;17.72;17.69;39;6.64;6.63;30;5.11;5.1;28;4.77;4.76;8;1.36;1.36;6;1.02;1.02;4;0.68;0.68;0;0.0;0.0;2;0.34;0.34;1;0.17;0.17;1;0.17;0.17;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VALDEGOVÍA/GAUBEA;"	055";909;453;1;452;3;449;456;98;21.83;21.68;112;24.94;24.78;110;24.5;24.34;78;17.37;17.26;8;1.78;1.77;11;2.45;2.43;20;4.45;4.42;6;1.34;1.33;3;0.67;0.66;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.22;0.22;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.45;0.44;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VILLABUENA DE ÁLAVA/ESKUERNAGA;"	057";234;167;;167;1;166;67;58;34.94;34.73;20;12.05;11.98;59;35.54;35.33;18;10.84;10.78;1;0.6;0.6;1;0.6;0.6;2;1.2;1.2;4;2.41;2.4;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.6;0.6;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;1.2;1.2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;VITORIA-GASTEIZ;"	059";191497;94283;471;93812;460;93352;97214;17240;18.47;18.38;29010;31.08;30.92;11929;12.78;12.72;18429;19.74;19.64;3808;4.08;4.06;3651;3.91;3.89;3994;4.28;4.26;2347;2.51;2.5;630;0.67;0.67;421;0.45;0.45;251;0.27;0.27;225;0.24;0.24;276;0.3;0.29;231;0.25;0.25;118;0.13;0.13;86;0.09;0.09;70;0.07;0.07;58;0.06;0.06;79;0.08;0.08;47;0.05;0.05;63;0.07;0.07;43;0.05;0.05;44;0.05;0.05;39;0.04;0.04;36;0.04;0.04;28;0.03;0.03;17;0.02;0.02;23;0.02;0.02;42;0.04;0.04;23;0.02;0.02;23;0.02;0.02;23;0.02;0.02;29;0.03;0.03;19;0.02;0.02
Álava;YÉCORA/IEKORA;"	060";206;135;;135;;135;71;16;11.85;11.85;14;10.37;10.37;39;28.89;28.89;50;37.04;37.04;5;3.7;3.7;3;2.22;2.22;5;3.7;3.7;2;1.48;1.48;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.74;0.74;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ZALDUONDO;"	061";172;122;;122;2;120;50;58;48.33;47.54;15;12.5;12.3;29;24.17;23.77;3;2.5;2.46;5;4.17;4.1;2;1.67;1.64;0;0.0;0.0;1;0.83;0.82;3;2.5;2.46;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;3;2.5;2.46;0;0.0;0.0;1;0.83;0.82;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ZAMBRANA;"	062";356;175;;175;1;174;181;22;12.64;12.57;47;27.01;26.86;25;14.37;14.29;41;23.56;23.43;6;3.45;3.43;4;2.3;2.29;13;7.47;7.43;6;3.45;3.43;4;2.3;2.29;4;2.3;2.29;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.57;0.57;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.57;0.57;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ZIGOITIA;"	018";1482;746;2;744;7;737;736;244;33.11;32.8;137;18.59;18.41;128;17.37;17.2;105;14.25;14.11;29;3.93;3.9;32;4.34;4.3;27;3.66;3.63;22;2.99;2.96;5;0.68;0.67;2;0.27;0.27;2;0.27;0.27;1;0.14;0.13;3;0.41;0.4;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ZUIA;"	063";1999;1068;5;1063;3;1060;931;350;33.02;32.93;205;19.34;19.29;249;23.49;23.42;107;10.09;10.07;38;3.58;3.57;29;2.74;2.73;34;3.21;3.2;19;1.79;1.79;5;0.47;0.47;3;0.28;0.28;0;0.0;0.0;2;0.19;0.19;3;0.28;0.28;3;0.28;0.28;1;0.09;0.09;5;0.47;0.47;0;0.0;0.0;1;0.09;0.09;1;0.09;0.09;0;0.0;0.0;2;0.19;0.19;0;0.0;0.0;0;0.0;0.0;1;0.09;0.09;0;0.0;0.0;0;0.0;0.0;2;0.19;0.19;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
