TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PSE-PSOE,PP,HB,EB,CDS,EKA,AR,LVE,PH,ARM-ADE,PTE-UC,FE-JONS,PCPE-EHAC,F.N.,UNA,CIU,BNG,LA,P.A.,CSD,EE...(E89),FPR,PNV...(E89),AV-MEC,BACTERIA,PED,EA...(E89),EPV,PST-PORE,PV,IDE,LB
GIPUZKOA,050,LEABURU,1,1,U,500,327,7,320,2,318,173,6,4,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,18,0,,0,47,0,0,,0,2
GIPUZKOA,051,LEGAZPI,1,1,A,425,305,5,300,3,297,120,11,0,81,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,21,0,49,0,,0,128,0,0,,0,4
GIPUZKOA,051,LEGAZPI,1,1,B,786,531,4,527,14,513,255,51,6,106,4,4,0,1,1,0,1,4,0,1,1,0,0,1,0,0,1,87,1,91,0,,0,149,1,1,,0,1
GIPUZKOA,051,LEGAZPI,1,1,C,732,489,2,487,9,478,243,69,4,93,2,7,0,0,1,0,3,6,0,1,0,0,1,0,2,0,1,86,0,74,0,,0,125,0,0,,0,3
GIPUZKOA,051,LEGAZPI,1,2,A,626,445,5,440,7,433,181,34,33,62,0,8,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,58,0,83,0,,0,141,0,9,,0,2
GIPUZKOA,051,LEGAZPI,1,2,B,494,343,2,341,1,340,151,20,13,57,1,6,0,0,0,0,0,8,1,0,0,0,0,1,0,0,1,47,0,69,0,,1,111,1,0,,0,3
GIPUZKOA,051,LEGAZPI,1,2,C,506,342,6,336,3,333,164,19,17,64,2,6,0,0,1,0,2,6,1,1,0,0,1,0,0,0,1,47,0,50,0,,0,114,1,0,,0,0
GIPUZKOA,051,LEGAZPI,1,3,A,604,394,6,388,4,384,210,62,13,78,3,15,0,0,3,0,0,6,0,0,1,0,0,0,0,0,2,61,1,43,0,,0,94,0,1,,0,1
GIPUZKOA,051,LEGAZPI,1,3,B,531,372,6,366,5,361,159,66,9,71,1,12,0,0,1,0,0,3,1,0,1,0,0,0,1,0,2,53,0,43,0,,2,87,2,0,,0,6
GIPUZKOA,051,LEGAZPI,1,4,A,652,433,4,429,11,418,219,63,18,91,2,8,0,0,2,1,2,6,2,2,0,0,0,0,0,2,2,65,0,35,2,,1,112,1,0,,0,1
GIPUZKOA,051,LEGAZPI,1,4,B,619,107,4,403,2,401,512,55,5,81,1,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,65,0,62,1,,1,112,1,0,,0,1
GIPUZKOA,051,LEGAZPI,1,5,A,680,476,5,471,5,466,204,110,5,84,5,17,0,0,2,0,2,4,1,2,0,1,1,0,1,0,0,87,0,55,1,,1,85,0,1,,0,1
GIPUZKOA,051,LEGAZPI,1,5,B,774,516,6,510,7,503,258,123,3,93,4,19,0,1,4,0,0,7,0,1,0,1,0,1,0,1,2,104,1,38,2,,0,94,0,1,,1,1
GIPUZKOA,051,LEGAZPI,1,5,C,642,426,9,417,10,407,216,98,7,74,7,10,0,0,2,0,2,3,1,2,0,0,1,0,1,0,0,81,0,39,0,,1,73,0,0,,1,4
GIPUZKOA,052,LEGORRETA,1,1,A,758,546,4,542,9,533,212,63,4,128,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,129,0,145,0,,0,52,0,2,,0,2
GIPUZKOA,052,LEGORRETA,1,1,B,444,330,2,328,2,326,114,31,4,96,0,0,0,0,1,0,2,5,1,0,0,0,0,0,0,0,0,48,0,98,0,,0,38,0,0,,0,2
GIPUZKOA,053,LEZO,1,1,A,750,451,3,448,2,446,299,63,2,175,8,3,0,0,3,0,4,1,0,3,0,0,0,0,0,0,2,37,0,39,0,,0,106,0,0,,0,0
GIPUZKOA,053,LEZO,1,1,B,856,548,6,542,3,539,308,102,16,185,5,11,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2,51,0,45,0,,0,115,1,1,,0,1
GIPUZKOA,053,LEZO,1,2,A,750,433,8,425,7,418,317,70,3,183,5,7,0,0,2,0,1,1,0,1,0,0,0,1,0,0,2,37,1,37,0,,0,65,2,0,,0,0
GIPUZKOA,053,LEZO,1,2,B,721,375,6,369,0,369,346,61,5,149,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,52,0,30,1,,0,60,0,2,,0,1
GIPUZKOA,053,LEZO,1,3,U,978,527,2,525,9,516,451,57,7,249,6,7,0,1,4,1,1,4,0,1,0,0,0,1,0,1,0,22,0,42,0,,0,111,0,0,,0,1
GIPUZKOA,054,LIZARTZA,1,1,U,562,461,0,461,4,457,101,0,0,257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,29,0,,0,163,0,0,,0,0
GIPUZKOA,055,ARRASATE / MONDRAGON,1,1,A,660,425,2,423,2,421,235,38,22,99,1,7,0,0,9,0,0,1,0,0,2,0,1,0,0,1,1,41,0,98,1,,0,98,0,0,,0,1
GIPUZKOA,055,ARRASATE / MONDRAGON,1,1,B,508,316,2,314,2,312,192,36,15,102,4,3,0,0,3,1,1,2,0,0,0,1,0,0,1,0,0,14,1,69,1,,0,56,0,0,,0,2
GIPUZKOA,055,ARRASATE / MONDRAGON,1,2,A,732,458,3,455,1,454,274,37,12,133,9,7,2,0,3,1,2,1,0,0,1,0,0,0,0,0,1,28,0,102,2,,0,112,0,0,,0,1
GIPUZKOA,055,ARRASATE / MONDRAGON,1,2,B,562,374,4,370,0,370,188,37,15,112,3,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,28,0,96,0,,0,70,0,0,,0,2
GIPUZKOA,055,ARRASATE / MONDRAGON,1,3,U,784,547,2,545,5,540,237,70,21,140,5,10,4,0,5,1,0,0,1,1,1,0,0,0,0,0,3,49,2,109,1,,1,109,5,0,,0,2
GIPUZKOA,055,ARRASATE / MONDRAGON,1,4,U,793,473,7,466,1,465,320,75,15,112,11,9,2,0,2,2,1,0,0,0,0,0,0,0,0,1,10,62,0,66,1,,0,91,0,2,,0,3
GIPUZKOA,055,ARRASATE / MONDRAGON,1,5,A,759,515,7,508,2,506,244,35,34,137,4,4,2,0,5,0,3,3,0,1,0,0,1,0,0,1,1,52,0,104,0,,0,117,0,0,,0,2
GIPUZKOA,055,ARRASATE / MONDRAGON,1,5,B,595,401,2,399,3,396,194,32,29,102,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,35,0,86,0,,0,103,0,0,,0,2
GIPUZKOA,055,ARRASATE / MONDRAGON,2,1,U,879,570,1,569,5,564,309,91,12,176,12,18,3,0,1,1,1,1,2,2,0,0,0,0,0,1,0,29,0,112,1,,1,95,2,0,,0,3
GIPUZKOA,055,ARRASATE / MONDRAGON,2,2,A,680,439,3,436,4,432,241,132,10,132,12,12,0,0,8,0,0,6,0,0,1,0,0,0,0,0,3,37,0,26,0,,0,46,3,1,,0,3
GIPUZKOA,055,ARRASATE / MONDRAGON,2,2,B,684,419,4,415,7,408,265,155,5,107,17,9,0,0,5,1,0,2,0,3,0,0,0,1,0,0,7,29,0,26,0,,0,37,1,0,,0,3
GIPUZKOA,055,ARRASATE / MONDRAGON,2,3,A,673,430,8,422,18,404,243,191,3,47,11,28,0,0,6,1,0,2,1,5,0,1,1,0,0,0,2,27,1,47,0,,1,18,0,2,,1,8
GIPUZKOA,055,ARRASATE / MONDRAGON,2,3,B,658,407,0,407,12,395,251,178,11,49,18,25,0,2,1,1,1,2,1,6,0,0,0,0,0,0,1,30,0,44,2,,1,19,0,1,,0,2
GIPUZKOA,055,ARRASATE / MONDRAGON,2,4,A,629,409,8,401,0,401,220,67,0,147,7,5,1,0,2,0,0,0,0,0,0,0,1,1,0,0,2,23,0,50,0,,0,92,1,0,,0,2
GIPUZKOA,055,ARRASATE / MONDRAGON,2,4,B,509,315,2,313,3,310,194,48,7,106,4,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,25,0,48,1,,0,62,0,1,,0,0
GIPUZKOA,055,ARRASATE / MONDRAGON,2,4,C,527,339,2,337,2,335,188,62,6,150,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,34,0,,1,52,0,0,,0,0
GIPUZKOA,055,ARRASATE / MONDRAGON,3,1,A,707,429,6,423,4,419,278,107,3,117,2,8,0,0,6,2,4,8,0,3,0,0,0,0,0,1,1,29,1,50,0,,0,71,1,2,,0,3
GIPUZKOA,055,ARRASATE / MONDRAGON,3,1,B,593,362,5,357,7,350,231,96,2,103,6,13,0,2,2,1,1,2,0,0,0,1,1,0,0,0,2,21,0,44,1,,0,47,0,1,,0,4
GIPUZKOA,055,ARRASATE / MONDRAGON,3,1,C,558,362,16,346,2,344,196,101,3,78,8,6,0,1,6,0,1,4,0,1,1,0,0,0,0,1,2,29,2,43,0,,1,53,2,1,,0,0
GIPUZKOA,055,ARRASATE / MONDRAGON,3,2,A,611,354,4,350,4,346,257,69,9,94,7,12,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,22,0,57,0,,0,67,0,0,,0,3
GIPUZKOA,055,ARRASATE / MONDRAGON,3,2,B,639,381,1,380,9,371,258,99,12,67,14,9,0,0,6,0,1,0,0,1,0,1,0,0,1,0,2,40,0,68,1,,0,47,0,0,,0,2
GIPUZKOA,055,ARRASATE / MONDRAGON,3,2,C,598,358,2,356,10,346,240,87,21,77,11,15,0,0,8,1,1,4,1,0,0,1,0,0,0,0,2,27,0,50,2,,0,37,1,0,,0,0
GIPUZKOA,055,ARRASATE / MONDRAGON,4,1,A,539,327,1,326,2,324,212,88,4,87,18,8,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,39,0,37,1,,0,35,0,0,,0,2
GIPUZKOA,055,ARRASATE / MONDRAGON,4,1,B,512,317,3,314,2,312,195,91,6,86,11,8,0,0,0,0,0,3,0,1,0,0,0,1,0,2,1,43,0,31,0,,0,24,0,0,,1,3
GIPUZKOA,055,ARRASATE / MONDRAGON,4,2,A,570,342,0,342,0,342,228,67,8,104,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20,0,65,4,,0,61,0,1,,0,0
GIPUZKOA,055,ARRASATE / MONDRAGON,4,2,B,431,239,1,238,1,237,192,41,7,59,10,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,39,1,,0,49,0,0,,0,2
GIPUZKOA,055,ARRASATE / MONDRAGON,4,3,A,624,364,7,357,2,355,260,133,5,64,6,23,0,0,2,0,0,7,0,0,0,0,0,0,0,2,4,22,0,40,0,,1,40,0,0,,1,5
GIPUZKOA,055,ARRASATE / MONDRAGON,4,3,B,590,345,8,337,9,328,245,129,4,46,13,13,0,0,2,1,0,3,1,4,1,0,0,1,1,0,0,27,0,41,1,,0,36,3,1,,0,0
GIPUZKOA,055,ARRASATE / MONDRAGON,4,4,A,620,413,0,413,1,412,207,22,7,146,5,7,0,0,2,0,2,0,0,2,0,0,0,0,1,0,0,63,0,58,1,,0,91,0,1,,1,3
GIPUZKOA,055,ARRASATE / MONDRAGON,4,4,B,557,363,0,363,3,360,194,34,5,128,13,7,0,0,3,0,2,1,0,0,0,0,1,0,0,0,0,47,0,57,0,,0,62,0,0,,0,0
GIPUZKOA,055,ARRASATE / MONDRAGON,5,1,U,1279,362,3,359,4,355,917,21,34,112,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,78,0,,0,94,0,2,,0,2
GIPUZKOA,056,MUTRIKU,1,1,A,955,670,9,661,8,653,285,32,33,227,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30,0,259,0,,0,59,3,0,,1,2
GIPUZKOA,056,MUTRIKU,1,1,B,645,453,6,447,5,442,192,33,13,142,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,24,0,168,2,,0,50,0,1,,0,2
GIPUZKOA,056,MUTRIKU,1,2,A,939,733,5,728,13,715,206,12,43,199,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,23,0,369,0,,0,59,2,0,,0,2
GIPUZKOA,056,MUTRIKU,1,2,B,564,427,2,425,4,421,137,27,35,121,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,189,0,,0,38,0,0,,0,0
GIPUZKOA,056,MUTRIKU,2,1,U,498,334,2,332,2,330,164,6,1,74,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,173,0,,0,63,0,0,,0,0
GIPUZKOA,057,MUTILOA,1,1,U,160,74,1,73,1,72,86,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,,0,20,0,0,,0,0
GIPUZKOA,058,OLABERRIA,1,1,A,505,277,0,277,4,273,228,54,9,57,2,3,0,1,9,0,3,2,0,0,0,0,1,0,1,0,3,29,0,45,1,,1,45,3,0,,0,4
GIPUZKOA,058,OLABERRIA,1,1,B,531,331,2,329,6,323,200,74,11,64,1,10,1,0,3,1,3,3,0,0,1,0,3,0,0,0,3,23,0,53,2,,0,56,1,0,,3,7
GIPUZKOA,059,OÑATI,1,1,A,806,484,0,484,10,474,322,23,25,134,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,32,0,165,1,,0,88,1,0,,0,1
GIPUZKOA,059,OÑATI,1,1,B,670,435,1,434,3,431,235,18,35,118,1,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,31,0,149,0,,0,70,0,0,,1,2
GIPUZKOA,059,OÑATI,1,2,A,562,351,0,351,0,351,211,25,15,90,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,119,0,,0,58,0,0,,0,0
GIPUZKOA,059,OÑATI,1,2,B,497,319,1,318,1,317,178,29,23,72,0,2,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,20,0,101,0,,1,62,1,0,,0,1
GIPUZKOA,059,OÑATI,1,3,A,648,398,0,398,4,394,250,39,2,101,1,3,0,1,3,0,0,3,0,1,0,0,0,0,0,0,0,39,0,129,0,,1,71,0,0,,0,0
GIPUZKOA,059,OÑATI,1,3,B,596,396,2,394,4,390,200,36,7,102,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,46,0,111,0,,0,77,0,0,,0,3
GIPUZKOA,059,OÑATI,1,4,A,709,442,0,442,6,436,267,50,22,98,2,2,0,0,3,1,1,1,0,0,0,0,0,1,0,0,1,37,0,134,0,,0,80,1,1,,0,1
GIPUZKOA,059,OÑATI,1,4,B,520,332,0,332,5,327,188,50,12,83,2,8,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,32,0,92,0,,0,45,0,0,,0,0
GIPUZKOA,059,OÑATI,1,5,A,627,422,4,418,1,417,205,21,25,83,2,4,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,30,0,163,0,,1,74,1,0,,1,5
GIPUZKOA,059,OÑATI,1,5,B,413,265,0,265,3,262,148,25,8,59,1,3,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,14,0,101,0,,2,43,0,0,,0,0
GIPUZKOA,059,OÑATI,1,6,U,797,529,3,526,4,522,268,46,5,195,1,8,0,0,2,0,1,1,1,1,0,0,0,0,2,0,0,82,1,98,0,,0,78,0,0,,0,0
GIPUZKOA,059,OÑATI,2,1,U,707,437,3,434,4,430,270,12,4,146,2,4,0,0,1,0,2,0,3,0,0,0,0,1,0,0,0,11,0,152,2,,0,90,0,0,,0,0
GIPUZKOA,059,OÑATI,2,2,U,873,503,0,503,0,503,370,20,17,150,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,17,2,196,0,,0,95,0,0,,0,0
GIPUZKOA,060,OREXA,1,1,U,72,58,0,58,0,58,14,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,0,3,0,0,,0,0
GIPUZKOA,061,ORIO,1,1,A,834,527,4,523,2,521,307,40,12,139,2,5,0,0,2,0,1,1,0,0,1,0,0,0,0,0,2,59,1,96,1,,0,152,2,1,,0,4
GIPUZKOA,061,ORIO,1,1,B,724,430,0,430,4,426,294,33,5,129,1,3,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,56,0,76,1,,0,114,0,0,,1,1
GIPUZKOA,061,ORIO,1,2,A,896,568,6,562,8,554,328,55,11,157,6,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,79,0,94,0,,0,137,3,2,,0,3
GIPUZKOA,061,ORIO,1,2,B,762,452,2,450,7,443,310,39,6,135,0,8,0,0,3,0,2,1,0,1,0,0,0,0,0,0,0,49,0,71,1,,1,122,1,2,,0,1
GIPUZKOA,062,ORMAIZTEGI,1,1,A,536,411,4,407,3,404,125,7,0,123,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,114,1,,0,99,0,0,,0,0
GIPUZKOA,062,ORMAIZTEGI,1,1,B,422,315,1,314,3,311,107,3,7,76,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,52,0,82,0,,0,86,0,0,,0,2
GIPUZKOA,063,OIARTZUN,1,1,A,756,494,2,492,3,489,262,16,10,186,2,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,56,0,64,0,,0,145,4,0,,0,0
GIPUZKOA,063,OIARTZUN,1,1,B,759,515,2,513,5,508,244,15,9,208,1,1,0,0,6,0,1,0,0,2,0,0,0,0,0,0,0,53,1,50,0,,0,157,0,0,,0,4
GIPUZKOA,063,OIARTZUN,1,2,U,708,497,6,491,4,487,211,4,2,236,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,55,0,,0,167,0,0,,0,6
GIPUZKOA,063,OIARTZUN,1,3,A,987,618,1,617,4,613,369,42,8,296,5,2,0,0,1,1,2,6,0,1,1,1,0,0,0,0,0,53,0,61,0,,0,130,2,0,,0,1
GIPUZKOA,063,OIARTZUN,1,3,B,889,522,5,517,9,508,367,38,5,206,3,3,0,1,1,0,0,1,0,3,1,1,1,0,0,0,0,52,0,74,0,,1,112,0,2,,0,3
GIPUZKOA,063,OIARTZUN,1,4,A,589,393,6,387,4,383,196,18,4,173,4,0,0,0,3,0,0,3,0,1,2,0,0,1,0,0,0,17,0,40,0,,0,113,0,2,,0,2
GIPUZKOA,063,OIARTZUN,1,4,B,601,390,4,386,6,380,211,35,4,181,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0,1,1,17,2,38,1,,0,92,1,1,,0,0
GIPUZKOA,063,OIARTZUN,1,5,U,872,588,4,584,2,582,284,5,0,329,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,28,1,71,1,,0,142,1,0,,0,0
GIPUZKOA,064,PASAIA,1,1,U,866,560,0,560,3,557,306,14,1,292,2,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,18,0,40,0,,0,183,0,0,,0,1
GIPUZKOA,064,PASAIA,1,2,A,745,441,4,437,3,434,304,37,17,184,0,11,0,0,1,0,2,0,0,1,4,0,0,0,0,0,2,29,0,39,0,,0,101,1,0,,0,5
GIPUZKOA,064,PASAIA,1,2,B,754,467,2,465,1,464,287,62,6,189,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,44,3,,0,109,1,0,,0,4
GIPUZKOA,064,PASAIA,2,1,A,904,494,4,490,0,490,410,60,4,163,0,7,0,0,4,0,1,3,1,1,1,0,0,1,0,0,0,50,0,45,0,,0,147,0,0,,0,2
GIPUZKOA,064,PASAIA,2,1,B,626,347,1,346,1,345,279,53,12,117,6,6,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,31,0,31,1,,0,79,0,1,,0,3
GIPUZKOA,064,PASAIA,2,2,U,870,485,19,466,2,464,385,139,4,131,11,2,0,0,6,0,2,0,0,1,0,2,0,0,0,0,3,62,0,34,0,,0,64,0,0,,0,3
GIPUZKOA,064,PASAIA,2,3,U,889,420,15,405,0,405,469,89,7,102,1,14,0,1,7,0,5,9,0,2,0,0,1,1,0,0,2,75,0,38,0,,0,48,1,0,,0,2
GIPUZKOA,064,PASAIA,2,4,A,491,253,0,253,4,249,238,80,6,56,2,4,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,37,0,19,0,,0,39,0,0,,0,1
GIPUZKOA,064,PASAIA,2,4,B,505,272,0,272,3,269,233,82,6,54,4,2,0,0,5,0,0,3,0,0,0,2,0,0,0,0,0,41,0,25,0,,0,38,1,1,,0,5
GIPUZKOA,064,PASAIA,2,5,U,773,400,11,389,5,384,373,105,6,98,4,10,0,0,5,0,2,5,0,3,0,0,0,1,1,2,0,46,0,22,0,,1,70,0,1,,0,2
GIPUZKOA,064,PASAIA,2,6,U,946,520,11,509,9,500,426,119,22,127,10,23,0,0,6,0,3,18,1,3,0,0,0,1,0,0,2,67,0,28,0,,0,69,0,0,,0,1
GIPUZKOA,064,PASAIA,2,7,A,680,368,0,368,5,363,312,125,17,84,7,8,0,0,2,0,0,11,1,1,0,0,0,2,0,0,1,49,0,17,1,,0,32,2,0,,1,2
GIPUZKOA,064,PASAIA,2,7,B,790,430,14,416,3,413,360,150,29,75,4,10,3,1,11,1,8,9,0,3,0,2,0,1,0,0,2,48,0,25,0,,0,28,1,2,,0,0
GIPUZKOA,064,PASAIA,2,8,A,515,234,4,230,3,227,281,68,4,45,2,6,1,0,5,0,2,6,0,0,0,0,0,3,0,0,1,30,0,19,2,,1,27,0,1,,0,4
GIPUZKOA,064,PASAIA,2,8,B,660,289,6,283,11,272,371,99,7,59,2,10,1,0,3,1,4,4,0,2,0,0,0,2,0,0,1,30,0,26,1,,0,14,2,1,,0,3
GIPUZKOA,064,PASAIA,3,1,A,667,384,5,379,4,375,283,61,8,128,2,0,0,0,1,0,7,5,0,3,0,1,0,0,0,0,5,45,0,28,0,,0,80,0,1,,0,0
GIPUZKOA,064,PASAIA,3,1,B,573,299,0,299,3,296,274,40,5,96,1,5,0,0,6,0,2,2,0,1,0,0,0,0,0,0,1,36,0,30,0,,0,71,0,0,,0,0
GIPUZKOA,064,PASAIA,3,2,A,511,303,2,301,3,298,208,41,7,97,5,1,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,23,0,43,0,,0,72,1,1,,0,1
GIPUZKOA,064,PASAIA,3,2,B,516,293,4,289,4,285,223,47,12,73,3,7,0,1,2,0,2,1,0,0,2,0,0,0,0,0,0,37,0,28,0,,0,67,0,0,,0,3
GIPUZKOA,064,PASAIA,3,3,A,902,485,14,471,0,471,417,65,11,170,6,21,2,2,3,0,3,1,0,0,0,0,0,0,0,0,1,74,0,36,1,,0,70,1,1,,0,3
GIPUZKOA,064,PASAIA,3,3,B,930,503,8,495,5,490,427,103,6,151,6,10,1,0,3,0,3,0,0,1,1,0,0,0,0,0,2,85,0,39,2,,0,69,0,1,,0,7
GIPUZKOA,065,SORALUZE-PLACENCIA DE LAS ARMAS,1,1,A,682,495,6,489,8,481,187,57,14,123,2,11,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,51,0,139,0,,0,76,0,0,,0,0
GIPUZKOA,065,SORALUZE-PLACENCIA DE LAS ARMAS,1,1,B,570,405,4,401,3,398,165,55,12,109,4,5,8,0,2,0,1,0,0,1,0,0,0,0,0,0,0,39,0,103,0,,0,58,0,0,,0,1
GIPUZKOA,065,SORALUZE-PLACENCIA DE LAS ARMAS,1,2,A,784,571,3,568,5,563,213,97,25,120,2,6,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,51,0,177,0,,0,75,0,0,,0,4
GIPUZKOA,065,SORALUZE-PLACENCIA DE LAS ARMAS,1,2,B,590,398,4,394,8,386,192,89,10,66,2,10,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,37,1,117,0,,1,46,1,0,,0,1
GIPUZKOA,065,SORALUZE-PLACENCIA DE LAS ARMAS,2,1,A,737,530,4,526,5,521,207,66,10,146,0,7,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,41,0,171,0,,0,75,0,0,,0,0
GIPUZKOA,065,SORALUZE-PLACENCIA DE LAS ARMAS,2,1,B,648,427,7,420,5,415,221,82,10,109,2,3,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,31,0,105,0,,0,64,0,0,,0,1
GIPUZKOA,066,ERREZIL,1,1,U,600,315,1,314,1,313,285,1,0,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,56,0,,0,76,0,0,,0,0
GIPUZKOA,067,ERRENTERIA,1,1,A,620,361,8,353,2,351,259,45,9,130,4,8,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,27,0,34,1,,0,84,0,0,,0,3
GIPUZKOA,067,ERRENTERIA,1,1,B,597,321,3,318,6,312,276,33,6,115,8,6,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,22,0,36,0,,0,80,0,0,,0,0
GIPUZKOA,067,ERRENTERIA,1,2,A,626,379,1,378,1,377,247,50,24,135,9,3,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,33,1,28,0,,0,82,0,0,,0,5
GIPUZKOA,067,ERRENTERIA,1,2,B,552,316,2,314,3,311,236,40,21,94,6,2,0,0,0,0,1,2,0,0,11,0,0,0,0,0,0,28,0,15,0,,1,88,1,0,,1,0
GIPUZKOA,067,ERRENTERIA,1,3,A,597,367,4,363,5,358,230,28,7,149,9,4,0,1,4,0,1,2,0,0,0,0,0,0,0,1,0,39,0,39,1,,0,70,0,0,,0,3
GIPUZKOA,067,ERRENTERIA,1,3,B,529,322,4,318,7,311,207,36,4,131,3,6,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,25,0,29,1,,1,67,0,0,,0,1
GIPUZKOA,067,ERRENTERIA,1,4,A,735,478,5,473,2,471,257,106,2,113,20,5,0,0,4,1,0,6,0,2,0,0,0,0,0,0,1,106,0,37,2,,0,61,0,0,,0,5
GIPUZKOA,067,ERRENTERIA,1,4,B,597,402,1,401,2,399,195,85,13,102,20,2,0,2,2,3,0,1,0,0,0,0,0,0,0,1,0,96,0,22,2,,0,44,0,1,,0,3
GIPUZKOA,067,ERRENTERIA,1,5,U,752,470,1,469,5,464,282,88,4,174,5,4,0,0,3,0,0,1,0,3,0,0,0,0,0,0,3,50,0,36,0,,0,91,1,1,,0,0
GIPUZKOA,067,ERRENTERIA,1,6,A,896,546,1,545,6,539,350,93,16,175,12,7,1,1,4,0,2,0,1,1,1,0,0,1,0,0,0,64,1,53,0,,0,100,2,3,,0,1
GIPUZKOA,067,ERRENTERIA,1,6,B,711,415,2,413,5,408,296,71,16,115,6,4,0,1,5,0,4,3,0,2,0,0,0,1,0,4,1,66,0,30,1,,0,76,1,1,,0,0
GIPUZKOA,067,ERRENTERIA,1,7,U,655,363,2,361,2,359,292,87,6,131,7,10,0,1,2,0,3,2,1,5,0,2,1,0,0,0,1,32,0,25,0,,0,40,0,1,,0,2
GIPUZKOA,067,ERRENTERIA,1,8,A,534,288,3,285,6,279,246,92,2,73,9,8,0,0,3,0,1,3,0,1,0,0,0,0,0,0,1,37,0,13,0,,0,35,1,0,,0,0
GIPUZKOA,067,ERRENTERIA,1,8,B,554,314,4,310,6,304,240,117,2,66,7,16,0,0,6,1,1,1,0,1,0,0,0,0,0,0,0,41,0,8,0,,0,37,0,0,,0,0
GIPUZKOA,067,ERRENTERIA,1,9,A,744,433,0,433,1,432,311,87,13,136,12,13,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,58,1,20,0,,0,82,1,0,,0,2
GIPUZKOA,067,ERRENTERIA,1,9,B,716,409,4,405,0,405,307,64,31,156,7,6,0,0,4,0,1,0,0,0,0,0,1,0,1,0,0,49,0,32,0,,0,50,2,0,,0,1
