TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PSE-PSOE,PP,PH,FE-JONS,EK-PCPE,P.A.,E.U.,PREPAL,DN,PACMA/ATTKA,MSR,UPYD,C´S,I.FEM,SAIN,IU-LV,EB-AZ,EH BILDU,EAJ-PNV ... (E14),FAC,EPDD,IMPULSOSOCIAL,RECORTES CERO,EQUO-PUM+J,VOX,P-LIB,PARTIDO X,D. E. R.,IPEX-PREX-CREX,M.C.R.,RRUE,PODEMOS,ALTER,PT,LEM,PIRATAS,ACNV-BAR-PRAO-...,MOVIMIENTO RED,CILUS
BIZKAIA,44,GETXO,2,21,U,1116,545,7,538,11,527,571,56,78,0,0,1,0,0,1,0,5,0,19,20,0,0,16,3,88,194,0,0,1,0,12,7,0,3,0,0,0,0,20,0,1,0,2,0,0,0
BIZKAIA,44,GETXO,2,22,U,1109,543,4,539,5,534,566,41,60,1,0,1,0,0,0,0,4,0,16,8,1,0,9,5,114,209,0,0,1,5,13,7,0,4,0,0,0,0,31,0,0,0,1,1,1,1
BIZKAIA,44,GETXO,2,23,U,782,433,0,433,7,426,349,11,268,0,0,0,0,0,0,0,0,0,15,22,0,0,1,1,3,37,0,1,1,0,3,45,1,1,0,0,0,0,10,0,0,0,2,0,3,1
BIZKAIA,44,GETXO,2,24,U,709,354,0,354,11,343,355,32,40,0,0,0,0,0,0,0,3,0,10,7,0,0,20,1,67,121,0,2,0,0,6,4,0,9,0,0,0,0,20,0,0,0,1,0,0,0
BIZKAIA,44,GETXO,2,25,U,680,312,5,307,1,306,368,33,25,1,0,0,0,0,0,0,2,0,16,1,0,0,8,4,90,92,0,1,0,0,4,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0
BIZKAIA,44,GETXO,2,26,U,884,461,4,457,3,454,423,27,90,0,0,0,0,0,0,0,4,0,22,20,1,0,18,4,96,118,0,0,0,1,14,8,0,2,0,0,0,0,28,0,0,0,1,0,0,0
BIZKAIA,44,GETXO,2,27,U,603,271,3,268,1,267,332,24,29,1,0,0,0,0,0,0,0,0,4,1,1,0,0,3,55,94,0,0,0,1,6,2,0,0,1,0,18,0,17,0,0,0,1,0,9,0
BIZKAIA,44,GETXO,2,28,U,623,332,0,332,4,328,291,23,34,0,0,0,0,0,0,0,1,0,9,0,0,0,14,6,79,125,0,1,0,0,8,3,0,1,0,0,0,0,22,0,0,0,1,0,0,1
BIZKAIA,44,GETXO,2,29,U,561,282,2,280,6,274,279,23,26,0,0,0,0,0,0,0,4,0,13,3,1,1,15,1,59,95,0,1,0,1,1,0,0,1,3,0,0,0,25,0,0,0,1,0,0,0
BIZKAIA,44,GETXO,2,30,A,623,294,0,294,4,290,329,32,49,0,0,0,0,0,0,1,3,1,14,3,0,0,11,1,39,99,0,0,1,0,6,4,0,0,0,0,0,0,25,0,0,0,0,0,1,0
BIZKAIA,44,GETXO,2,30,B,561,258,0,258,1,257,303,23,52,0,0,0,0,0,0,0,1,1,7,4,0,0,10,4,30,92,0,0,0,0,9,6,0,5,0,0,0,0,9,0,0,0,3,0,1,0
BIZKAIA,44,GETXO,2,31,U,838,417,3,414,15,399,421,11,229,0,0,0,0,0,1,0,4,0,18,28,0,0,4,0,7,54,0,0,4,0,3,23,0,1,0,0,0,0,7,0,0,0,1,0,3,1
BIZKAIA,44,GETXO,3,1,U,910,477,2,475,11,464,433,29,238,0,0,0,0,0,0,0,0,0,31,16,1,0,6,7,8,71,0,1,1,0,8,32,1,1,0,0,0,0,9,0,0,2,0,0,2,0
BIZKAIA,44,GETXO,3,2,U,867,423,2,421,9,412,444,25,179,0,0,0,0,0,0,0,0,0,28,10,0,0,13,4,22,99,0,0,2,0,4,11,0,0,0,0,0,0,14,0,0,0,1,0,0,0
BIZKAIA,44,GETXO,3,3,U,915,468,4,464,15,449,447,23,217,0,1,0,0,0,0,0,2,0,26,19,1,0,8,3,18,85,0,0,0,0,7,21,0,2,1,0,0,0,12,0,1,0,1,0,1,0
BIZKAIA,44,GETXO,3,4,A,728,370,4,366,10,356,358,24,110,0,0,1,0,1,0,0,0,0,20,9,0,0,15,4,29,107,0,0,0,0,3,11,0,5,0,0,0,0,16,0,1,0,0,0,0,0
BIZKAIA,44,GETXO,3,4,B,714,336,2,334,10,324,378,30,80,0,0,0,0,0,0,0,1,0,14,7,0,0,10,3,22,116,0,1,0,0,5,9,0,2,1,0,0,0,18,0,2,0,0,0,2,1
BIZKAIA,44,GETXO,3,5,A,760,377,0,377,10,367,383,38,66,1,1,0,0,0,0,0,2,0,17,7,1,0,15,7,38,118,0,0,0,0,9,3,0,0,2,0,0,0,37,0,0,0,1,0,3,1
BIZKAIA,44,GETXO,3,5,B,701,323,5,318,8,310,378,28,69,0,0,0,0,0,0,0,4,0,15,10,0,0,18,1,35,90,0,0,0,0,2,4,0,1,2,0,0,0,28,0,0,0,0,1,2,0
BIZKAIA,44,GETXO,3,6,U,934,483,4,479,15,464,451,30,106,0,0,0,0,0,0,0,0,0,29,9,0,0,16,6,47,154,0,1,0,1,9,11,0,0,3,0,0,0,37,0,0,0,1,2,2,0
BIZKAIA,44,GETXO,3,7,U,535,201,0,201,3,198,334,18,22,1,0,0,0,0,0,0,0,0,8,3,0,0,10,1,36,66,1,0,0,2,0,1,0,0,0,0,1,0,28,0,0,0,0,0,0,0
BIZKAIA,44,GETXO,3,8,U,960,409,5,404,6,398,551,31,28,0,0,2,0,0,1,0,0,0,12,5,1,0,28,7,104,122,2,2,0,3,11,1,1,0,3,0,0,0,32,1,1,0,0,0,0,0
BIZKAIA,44,GETXO,3,9,U,923,503,3,500,18,482,420,43,159,2,0,0,0,0,0,0,5,0,27,11,2,0,16,2,37,124,0,1,0,0,8,20,0,0,1,0,0,0,23,0,0,0,0,0,1,0
BIZKAIA,44,GETXO,3,10,U,1164,611,6,605,3,602,553,74,132,0,0,0,0,0,0,0,6,1,33,17,1,0,26,5,55,170,0,1,1,1,7,13,0,8,0,0,0,0,46,0,1,0,0,2,0,2
BIZKAIA,44,GETXO,3,11,U,719,389,5,384,3,381,330,36,66,0,0,0,0,0,0,1,4,0,20,4,0,0,9,3,33,147,0,1,3,0,3,14,0,0,2,0,0,0,30,0,0,0,0,1,3,1
BIZKAIA,44,GETXO,3,12,U,571,237,0,237,1,236,334,36,28,0,0,0,0,0,1,0,2,0,7,2,0,0,6,0,50,72,0,0,0,0,2,0,0,0,0,0,0,0,26,1,1,0,0,0,2,0
BIZKAIA,44,GETXO,3,13,A,627,333,3,330,6,324,294,15,147,0,0,0,0,0,0,0,1,0,17,9,1,0,9,0,12,85,0,0,1,0,11,9,0,0,0,0,0,0,5,0,0,0,1,0,1,0
BIZKAIA,44,GETXO,3,13,B,575,275,3,272,2,270,300,18,107,0,0,0,0,0,0,0,0,0,11,7,0,0,8,1,12,80,0,0,3,0,2,2,0,1,0,0,0,0,13,0,0,0,1,0,4,0
BIZKAIA,44,GETXO,3,14,U,929,474,3,471,5,466,455,35,161,1,0,0,0,0,0,0,7,0,18,15,0,1,7,7,40,115,0,2,3,1,5,9,0,4,0,0,0,0,29,0,0,0,2,1,3,0
BIZKAIA,44,GETXO,3,15,U,678,322,4,318,8,310,356,30,53,2,0,0,0,0,0,0,3,1,20,9,1,0,11,6,29,96,0,1,2,1,5,9,0,2,0,1,0,0,22,0,0,0,1,1,2,2
BIZKAIA,44,GETXO,3,16,U,695,347,7,340,3,337,348,48,40,0,0,0,0,0,0,0,1,0,11,3,1,0,23,1,73,102,0,0,0,1,2,0,0,0,1,0,0,0,29,0,0,0,0,0,1,0
BIZKAIA,44,GETXO,3,17,U,1095,559,6,553,8,545,536,90,62,0,0,0,0,0,0,0,3,0,28,8,0,0,23,3,105,156,0,0,0,1,9,7,0,3,2,1,0,0,39,0,0,0,3,0,2,0
BIZKAIA,44,GETXO,3,19,U,714,294,1,293,5,288,420,28,21,0,0,0,0,0,0,0,2,0,6,1,0,0,23,1,68,102,0,0,0,1,1,4,0,1,1,0,0,0,27,0,0,0,0,0,1,0
BIZKAIA,44,GETXO,3,20,U,567,250,0,250,1,249,317,25,25,0,0,0,0,0,0,0,1,0,8,1,1,0,15,1,57,89,0,0,0,1,5,1,0,0,0,0,0,0,17,0,2,0,0,0,0,0
BIZKAIA,44,GETXO,3,21,U,635,291,0,291,6,285,344,49,30,0,0,2,0,0,0,0,0,0,10,1,0,0,20,6,63,76,0,0,0,2,2,1,0,1,0,0,0,0,21,0,0,0,0,0,1,0
BIZKAIA,44,GETXO,3,22,U,957,472,3,469,9,460,485,26,134,3,0,1,0,0,0,1,5,0,42,13,1,0,21,4,36,120,1,0,0,0,8,12,0,1,1,0,0,0,25,0,0,1,2,0,2,0
BIZKAIA,44,GETXO,3,23,U,826,419,3,416,10,406,407,39,131,0,0,0,0,0,0,0,3,0,27,9,0,0,8,2,39,113,0,0,3,0,6,7,0,0,1,0,0,0,16,0,0,0,0,0,2,0
BIZKAIA,44,GETXO,3,24,U,575,268,2,266,5,261,307,22,48,0,0,1,0,0,0,0,8,0,14,4,0,0,9,1,34,85,0,0,0,0,5,2,1,1,0,0,1,0,22,0,0,0,0,0,3,0
BIZKAIA,44,GETXO,3,25,U,804,462,3,459,16,443,342,27,250,1,0,0,0,0,0,0,1,0,21,16,0,0,3,6,6,64,1,0,1,0,1,39,0,1,0,0,0,0,3,0,0,1,0,0,0,1
BIZKAIA,44,GETXO,3,26,U,537,254,1,253,7,246,283,25,50,0,0,0,0,0,0,0,2,0,7,4,0,0,14,2,28,85,0,1,0,0,2,2,0,2,0,0,0,0,21,0,0,1,0,0,0,0
BIZKAIA,45,GÜEÑES,1,1,A,621,317,3,314,7,307,304,30,13,2,0,1,0,0,0,0,3,0,13,0,0,1,7,1,64,140,1,1,0,2,5,0,1,0,0,0,0,0,15,0,0,0,2,0,5,0
BIZKAIA,45,GÜEÑES,1,1,B,683,352,7,345,7,338,331,24,21,0,0,0,0,1,0,1,3,1,4,1,1,1,6,2,72,164,1,2,0,3,6,0,0,0,1,0,0,0,19,0,0,0,1,1,0,2
BIZKAIA,45,GÜEÑES,2,1,U,961,475,9,466,5,461,486,43,16,0,1,1,0,0,0,0,2,0,14,0,1,0,14,0,131,209,1,1,0,1,0,0,0,1,0,1,0,0,20,0,2,0,2,0,0,0
BIZKAIA,45,GÜEÑES,2,2,U,1126,683,12,671,12,659,443,74,22,0,0,0,0,0,0,0,5,1,15,5,2,0,20,1,127,353,0,0,0,0,1,0,0,2,2,0,0,0,24,1,1,0,1,0,2,0
BIZKAIA,45,GÜEÑES,2,3,U,1135,616,22,594,10,584,519,82,17,1,0,0,0,0,0,0,2,1,23,0,1,1,24,4,134,252,0,1,0,0,1,1,0,0,1,0,0,1,27,0,0,0,0,0,10,0
BIZKAIA,45,GÜEÑES,2,4,A,225,147,6,141,0,141,78,9,2,0,0,0,0,0,0,0,2,0,3,0,0,0,2,2,50,68,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BIZKAIA,45,GÜEÑES,2,4,B,348,181,1,180,3,177,167,23,10,0,1,0,0,0,0,0,1,0,3,0,1,0,7,3,45,69,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,1,0,0
BIZKAIA,46,GERNIKA-LUMO,1,1,A,701,348,2,346,4,342,353,16,13,0,0,0,0,0,0,0,0,0,2,0,1,0,6,2,128,163,0,0,0,0,2,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0
BIZKAIA,46,GERNIKA-LUMO,1,1,B,570,282,2,280,3,277,288,22,9,0,0,0,0,0,0,1,0,0,1,0,2,0,8,0,101,117,0,0,0,0,1,0,0,1,0,0,0,0,13,0,1,0,0,0,0,0
BIZKAIA,46,GERNIKA-LUMO,1,2,U,866,432,3,429,7,422,434,13,15,0,0,0,0,0,0,0,5,0,1,0,0,0,4,3,148,217,0,0,0,0,0,2,0,1,0,0,0,0,9,0,0,0,0,0,3,1
BIZKAIA,46,GERNIKA-LUMO,1,3,U,983,548,5,543,11,532,435,23,11,0,0,0,0,0,0,0,0,0,2,0,0,0,14,6,221,237,0,0,0,0,2,0,0,0,0,1,0,0,14,0,0,0,0,0,1,0
BIZKAIA,46,GERNIKA-LUMO,1,4,U,1004,485,5,480,7,473,519,45,23,0,0,1,2,0,0,0,1,3,8,1,1,0,25,4,161,156,0,1,0,2,1,1,0,3,0,0,0,0,24,1,3,0,3,0,3,0
BIZKAIA,46,GERNIKA-LUMO,1,5,U,1106,548,4,544,9,535,558,15,15,0,0,0,0,0,0,0,0,0,5,0,4,0,18,1,204,260,0,0,0,1,2,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0
BIZKAIA,46,GERNIKA-LUMO,1,6,U,894,480,3,477,5,472,414,16,16,0,0,0,0,0,0,0,0,0,6,2,1,0,14,3,153,239,0,0,0,0,4,0,1,0,0,0,1,0,14,1,1,0,0,0,0,0
BIZKAIA,46,GERNIKA-LUMO,1,7,A,814,423,6,417,5,412,391,31,17,0,0,0,0,0,0,0,0,0,5,1,0,0,16,2,194,132,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0
BIZKAIA,46,GERNIKA-LUMO,1,7,B,726,371,1,370,3,367,355,24,23,0,1,0,0,0,0,0,0,0,5,1,1,0,8,3,147,138,0,0,0,0,0,0,1,1,0,1,0,0,12,0,0,0,1,0,0,0
BIZKAIA,46,GERNIKA-LUMO,1,8,U,702,391,1,390,2,388,311,18,11,0,0,0,0,0,0,0,1,0,1,1,1,0,4,2,140,184,0,0,0,0,4,1,0,0,0,0,0,0,18,0,1,0,0,0,0,1
BIZKAIA,46,GERNIKA-LUMO,1,9,U,1133,554,4,550,8,542,579,37,15,0,0,1,0,0,0,0,1,0,6,2,0,0,18,1,268,145,0,0,0,2,8,2,0,2,0,0,0,2,27,0,0,0,1,0,4,0
BIZKAIA,46,GERNIKA-LUMO,2,1,A,812,366,0,366,5,361,446,24,29,0,1,1,0,0,0,0,1,0,2,1,0,0,7,1,141,125,0,0,0,0,0,0,1,0,1,0,0,0,25,0,0,1,0,0,0,0
BIZKAIA,46,GERNIKA-LUMO,2,1,B,670,275,2,273,5,268,395,26,22,0,0,0,0,0,0,0,0,1,3,2,0,0,8,0,108,80,0,0,0,3,1,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0
BIZKAIA,46,GERNIKA-LUMO,2,2,U,930,461,2,459,7,452,469,32,5,0,0,0,0,0,0,0,0,0,3,1,1,0,8,0,173,207,1,1,0,1,2,0,0,0,1,0,0,0,12,0,3,0,1,0,0,0
BIZKAIA,46,GERNIKA-LUMO,2,3,U,905,448,2,446,7,439,457,45,13,0,0,1,0,0,0,0,4,0,10,0,1,0,17,0,141,186,0,0,0,4,3,0,0,2,2,1,0,0,8,0,0,0,0,0,1,0
BIZKAIA,47,GIZABURUAGA,1,1,U,159,99,0,99,1,98,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
BIZKAIA,48,IBARRANGELU,1,1,U,553,309,2,307,4,303,244,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,120,155,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,1,0
BIZKAIA,49,ISPASTER,1,1,U,559,351,5,346,5,341,208,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,118,196,0,0,0,0,5,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0
BIZKAIA,50,IZURTZA,1,1,U,213,129,2,127,1,126,84,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,70,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
BIZKAIA,51,LANESTOSA,1,1,U,212,116,2,114,0,114,96,14,13,0,0,0,0,0,0,0,1,0,6,0,0,0,8,0,15,43,1,0,1,1,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0
BIZKAIA,52,LARRABETZU,1,1,A,835,543,0,543,5,538,292,5,3,0,0,0,0,0,0,0,1,0,2,2,1,1,9,5,302,178,0,1,1,0,6,0,0,2,1,0,0,0,16,0,1,0,1,0,0,0
BIZKAIA,52,LARRABETZU,1,1,B,714,464,2,462,2,460,250,2,6,0,0,1,0,0,0,0,1,0,6,2,0,0,9,3,244,162,0,2,0,0,5,0,0,2,0,0,0,0,14,0,0,0,1,0,0,0
BIZKAIA,53,LAUKIZ,1,1,U,882,461,7,454,12,442,421,14,47,0,0,0,0,0,0,0,4,0,10,4,0,0,8,0,84,255,0,0,0,0,3,2,0,0,1,0,0,0,8,0,0,0,1,0,1,0
BIZKAIA,54,LEIOA,1,1,A,664,291,2,289,4,285,373,32,25,2,0,0,0,0,0,0,5,0,11,4,2,0,15,2,41,102,0,0,0,2,4,0,0,1,1,0,0,0,31,1,0,0,0,0,3,1
BIZKAIA,54,LEIOA,1,1,B,648,268,1,267,6,261,380,32,18,0,1,0,0,0,0,0,6,0,11,8,0,0,17,2,28,98,0,0,0,1,7,0,0,0,1,0,0,0,29,0,0,0,0,0,1,1
BIZKAIA,54,LEIOA,1,2,A,695,334,2,332,2,330,361,40,21,0,0,1,0,0,0,0,5,1,19,5,1,0,20,3,46,117,0,0,0,3,3,1,0,2,4,0,0,0,31,0,1,0,3,0,3,0
BIZKAIA,54,LEIOA,1,2,B,716,336,6,330,7,323,380,49,37,0,0,0,0,0,0,0,4,0,9,5,0,0,17,4,37,114,0,0,0,1,5,3,3,1,0,0,0,0,32,0,0,0,0,0,2,0
BIZKAIA,54,LEIOA,1,3,A,607,296,0,296,8,288,311,46,19,0,0,1,0,0,0,0,1,0,12,2,1,0,29,0,57,83,0,0,0,1,3,0,0,3,1,0,0,0,23,0,0,0,0,2,4,0
BIZKAIA,54,LEIOA,1,3,B,608,234,0,234,9,225,374,49,11,0,0,2,0,0,0,0,2,0,13,0,0,0,14,1,34,66,1,0,0,0,4,0,0,1,1,0,0,0,24,0,0,0,0,0,1,1
BIZKAIA,54,LEIOA,1,4,U,561,239,0,239,2,237,322,41,15,0,0,1,0,0,0,0,5,1,6,0,2,0,11,2,60,50,0,0,0,1,0,0,0,0,2,0,0,0,31,0,1,0,2,0,6,0
BIZKAIA,54,LEIOA,1,5,U,671,298,1,297,6,291,373,60,12,0,0,2,0,0,0,0,1,0,8,3,0,0,8,0,36,126,0,0,1,2,2,0,0,2,0,0,0,0,25,0,0,0,0,0,3,0
BIZKAIA,54,LEIOA,1,6,U,931,506,2,504,10,494,425,48,58,0,0,1,0,0,0,0,2,0,31,10,1,0,30,7,57,154,0,0,0,1,24,6,0,2,2,0,0,0,49,0,3,0,1,1,6,0
BIZKAIA,54,LEIOA,1,7,A,650,290,7,283,7,276,360,43,19,0,0,1,0,0,0,0,2,0,19,7,0,0,18,3,39,74,0,0,1,1,6,3,0,3,1,0,0,0,35,0,0,0,0,0,1,0
BIZKAIA,54,LEIOA,1,7,B,701,325,5,320,11,309,376,51,22,0,0,1,1,0,1,0,4,0,19,3,1,0,16,4,48,80,2,0,1,0,4,3,0,0,0,0,0,0,45,0,0,0,0,0,3,0
BIZKAIA,54,LEIOA,1,8,A,657,291,5,286,6,280,366,33,26,1,0,0,0,0,0,0,6,0,12,1,1,0,17,3,51,92,1,2,0,1,10,2,1,2,0,0,0,16,0,0,0,0,0,0,1,1
BIZKAIA,54,LEIOA,1,8,B,612,256,3,253,6,247,356,27,12,2,0,0,0,0,0,1,3,0,9,1,0,2,30,2,51,79,0,0,0,0,4,1,0,0,1,0,0,0,15,1,1,1,0,0,2,2
BIZKAIA,54,LEIOA,1,9,U,946,398,3,395,8,387,548,54,30,0,0,1,0,0,0,0,11,0,25,10,1,0,17,6,61,117,2,0,0,1,3,1,0,1,0,0,0,0,41,2,0,1,0,0,2,0
BIZKAIA,54,LEIOA,2,1,A,706,336,6,330,6,324,370,42,25,0,0,0,0,0,0,0,1,0,4,4,0,0,26,4,62,107,1,0,1,0,2,4,0,4,1,0,0,0,30,0,3,0,1,0,2,0
BIZKAIA,54,LEIOA,2,1,B,749,359,9,350,11,339,390,57,22,0,0,0,0,0,0,0,5,1,9,0,2,0,24,4,81,97,2,0,2,1,3,1,0,1,2,0,0,0,20,0,0,0,2,0,3,0
BIZKAIA,54,LEIOA,2,2,A,588,262,1,261,6,255,326,44,37,0,0,0,0,2,0,0,2,0,9,2,0,0,20,2,27,69,0,0,1,0,9,2,0,1,2,0,0,0,24,0,1,0,0,0,1,0
BIZKAIA,54,LEIOA,2,2,B,610,264,5,259,7,252,346,41,37,0,0,0,0,0,1,1,5,0,10,1,0,0,11,2,29,75,0,0,0,0,6,1,0,2,2,0,0,0,26,0,0,0,0,0,1,1
BIZKAIA,54,LEIOA,2,3,U,1005,426,3,423,7,416,579,84,37,0,0,2,0,1,0,0,7,1,16,3,1,0,23,4,57,119,0,0,2,0,10,2,0,0,2,0,0,0,42,0,0,0,0,0,1,2
BIZKAIA,54,LEIOA,3,1,U,1046,498,5,493,5,488,548,57,22,1,0,1,0,0,0,0,7,0,7,4,0,0,44,6,74,189,0,1,0,2,4,2,0,2,1,0,0,0,61,2,0,0,0,0,1,0
BIZKAIA,54,LEIOA,3,2,U,1002,442,3,439,3,436,560,45,25,0,0,0,0,0,0,0,3,0,12,4,0,0,25,7,63,155,1,1,0,0,19,4,1,2,0,0,0,0,58,1,1,0,0,0,6,3
BIZKAIA,54,LEIOA,3,3,A,863,398,5,393,9,384,465,34,27,2,1,0,0,0,2,0,7,0,9,9,1,0,23,4,66,138,1,1,0,1,13,4,0,3,0,0,0,0,31,0,0,0,1,0,4,2
BIZKAIA,54,LEIOA,3,3,B,848,340,3,337,4,333,508,40,29,0,0,1,0,0,0,1,5,0,17,6,1,0,22,8,39,102,0,1,1,4,11,1,2,3,0,0,0,0,29,0,0,0,1,0,8,1
BIZKAIA,54,LEIOA,3,4,U,747,354,3,351,12,339,393,48,58,0,0,0,0,0,0,0,1,0,23,3,0,0,17,0,52,89,0,0,0,1,6,4,0,0,0,0,0,3,29,0,1,0,0,1,3,0
BIZKAIA,54,LEIOA,3,5,U,861,363,7,356,7,349,498,71,21,0,1,0,0,0,0,0,9,1,14,3,1,1,36,8,60,81,1,1,0,1,5,1,0,1,2,0,0,0,27,0,0,0,0,0,2,1
BIZKAIA,54,LEIOA,3,6,U,912,396,5,391,8,383,516,69,41,0,0,2,0,0,0,0,2,0,15,7,0,0,22,7,47,123,1,1,0,2,12,1,0,2,1,0,0,0,25,0,0,0,2,0,1,0
BIZKAIA,54,LEIOA,3,7,A,724,322,6,316,1,315,402,15,18,1,0,1,0,0,0,0,0,0,11,2,0,0,18,2,64,130,2,0,0,0,5,2,1,0,0,0,0,0,41,0,1,0,1,0,0,0
BIZKAIA,54,LEIOA,3,7,B,755,328,3,325,7,318,427,38,20,0,0,0,0,0,0,1,3,0,15,1,0,0,25,3,47,107,0,1,1,0,5,2,0,0,0,0,0,1,45,0,1,0,1,0,1,0
BIZKAIA,54,LEIOA,3,8,A,894,432,0,432,9,423,462,39,64,0,0,0,0,0,0,1,11,0,32,6,0,0,20,8,43,129,1,0,0,1,12,6,0,3,6,0,0,0,35,0,1,0,0,0,5,0
BIZKAIA,54,LEIOA,3,8,B,869,417,1,416,6,410,452,34,67,1,1,0,0,0,0,0,5,1,22,9,1,0,25,3,58,124,0,1,0,0,10,9,0,4,3,0,0,0,25,0,1,0,0,0,6,0
BIZKAIA,54,LEIOA,3,9,U,1064,484,4,480,16,464,580,45,107,2,0,0,0,0,0,0,6,0,34,7,0,0,13,4,44,147,0,1,0,0,7,12,0,3,4,0,0,0,24,0,0,0,1,0,2,1
BIZKAIA,55,LEMOA,1,1,U,727,422,11,411,1,410,305,21,14,0,0,0,0,0,0,0,2,0,5,2,0,0,3,0,153,200,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1
BIZKAIA,55,LEMOA,1,2,A,1103,591,8,583,16,567,512,21,15,0,0,2,0,0,0,0,1,0,11,3,1,0,19,5,266,193,1,2,0,1,3,2,0,1,2,0,0,0,16,0,0,0,0,0,0,2
BIZKAIA,55,LEMOA,1,2,B,861,421,7,414,8,406,440,31,8,0,0,0,0,0,0,0,7,0,12,1,0,0,19,2,148,149,0,1,0,2,1,0,0,2,0,0,0,0,20,0,0,0,0,0,3,0
BIZKAIA,56,LEMOIZ,1,1,U,943,504,6,498,4,494,439,7,7,0,0,1,0,0,0,0,4,0,0,0,0,1,15,2,161,257,0,1,0,0,10,0,0,3,2,0,0,0,21,0,0,0,0,0,1,1
BIZKAIA,57,LEKEITIO,1,1,U,670,371,1,370,6,364,299,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,207,128,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
BIZKAIA,57,LEKEITIO,1,2,U,747,455,2,453,5,448,292,2,5,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,233,195,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0
BIZKAIA,57,LEKEITIO,2,1,U,593,325,1,324,4,320,268,10,5,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,162,125,0,0,0,1,1,0,0,2,0,0,0,0,5,0,0,0,0,0,1,0
BIZKAIA,57,LEKEITIO,2,2,U,941,517,3,514,3,511,424,3,8,0,0,0,0,0,0,0,1,1,2,2,0,0,7,0,268,208,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0
BIZKAIA,57,LEKEITIO,2,3,U,897,490,1,489,3,486,407,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,225,228,0,0,0,0,1,0,0,1,2,0,0,0,10,0,1,0,0,0,0,0
BIZKAIA,57,LEKEITIO,2,4,U,971,568,3,565,7,558,403,5,3,0,0,0,0,0,0,0,0,1,1,0,2,0,4,2,287,229,0,1,0,1,1,0,0,0,2,0,0,0,15,0,1,0,3,0,0,0
BIZKAIA,57,LEKEITIO,2,5,U,1023,476,2,474,4,470,547,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,238,183,0,0,0,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0
BIZKAIA,58,MALLABIA,1,1,U,987,479,5,474,6,468,508,33,12,0,0,0,0,0,0,0,1,0,5,2,2,0,10,3,218,152,0,0,0,0,5,0,0,1,2,2,0,0,17,1,1,0,0,0,1,0
BIZKAIA,59,MAÑARIA,1,1,U,406,263,4,259,1,258,143,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,125,114,2,0,0,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0
BIZKAIA,60,MARKINA-XEMEIN,1,1,A,770,353,3,350,5,345,417,5,8,0,0,0,0,0,0,0,2,0,4,0,0,0,4,1,152,160,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0
BIZKAIA,60,MARKINA-XEMEIN,1,1,B,512,210,1,209,0,209,302,4,4,0,0,0,0,0,0,0,0,0,5,0,0,1,3,1,112,73,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
BIZKAIA,60,MARKINA-XEMEIN,1,2,A,791,360,0,360,3,357,431,3,11,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,140,172,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
BIZKAIA,60,MARKINA-XEMEIN,1,2,B,570,252,0,252,5,247,318,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,121,102,0,0,0,0,0,1,0,0,0,0,0,0,8,0,3,0,0,0,0,0
