TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PSE-PSOE,PP,PH,FE-JONS,EK-PCPE,P.A.,E.U.,PREPAL,DN,PACMA/ATTKA,MSR,UPYD,C´S,I.FEM,SAIN,IU-LV,EB-AZ,EH BILDU,EAJ-PNV ... (E14),FAC,EPDD,IMPULSOSOCIAL,RECORTES CERO,EQUO-PUM+J,VOX,P-LIB,PARTIDO X,D. E. R.,IPEX-PREX-CREX,M.C.R.,RRUE,PODEMOS,ALTER,PT,LEM,PIRATAS,ACNV-BAR-PRAO-...,MOVIMIENTO RED,CILUS
GIPUZKOA,33,ELGETA,1,1,U,871,470,6,464,14,450,401,14,8,0,0,0,0,0,0,0,0,0,4,0,0,0,21,2,225,161,0,0,0,0,2,1,0,2,0,0,0,0,10,0,0,0,0,0,0,0
GIPUZKOA,34,ESKORIATZA,1,1,A,844,319,1,318,6,312,525,49,11,0,0,0,0,2,0,0,3,0,10,0,1,0,27,0,88,94,0,1,0,1,3,0,0,0,1,0,0,0,20,0,0,1,0,0,0,0
GIPUZKOA,34,ESKORIATZA,1,1,B,788,312,6,306,4,302,476,69,15,0,0,0,0,0,0,0,2,0,17,1,1,0,24,1,69,80,0,1,0,0,2,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0
GIPUZKOA,34,ESKORIATZA,1,2,A,789,338,3,335,5,330,451,34,3,1,0,0,0,0,0,0,1,0,2,0,1,0,18,2,137,98,0,2,0,1,1,0,0,1,1,0,0,0,21,0,3,0,0,0,3,0
GIPUZKOA,34,ESKORIATZA,1,2,B,773,294,1,293,4,289,479,27,17,0,0,0,0,0,0,0,2,0,6,1,0,0,15,2,122,78,0,0,0,0,3,0,0,0,2,0,0,0,13,0,0,0,0,0,1,0
GIPUZKOA,35,EZKIO-ITSASO,1,1,U,491,223,0,223,1,222,268,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,142,57,0,0,0,0,1,0,1,0,1,0,0,0,10,0,0,0,0,0,0,0
GIPUZKOA,36,HONDARRIBIA,1,1,U,1171,430,4,426,4,422,741,42,20,1,0,0,0,0,0,0,1,1,13,3,1,0,32,4,125,116,0,0,0,0,7,8,0,4,2,0,0,0,38,0,0,0,4,0,0,0
GIPUZKOA,36,HONDARRIBIA,1,2,U,1141,450,0,450,8,442,691,44,27,0,0,0,0,0,0,1,1,0,9,2,0,1,16,7,130,142,0,2,0,0,11,1,0,2,0,0,0,0,38,1,0,0,5,1,1,0
GIPUZKOA,36,HONDARRIBIA,1,3,U,1149,474,2,472,21,451,675,35,26,0,0,0,0,0,0,0,2,0,12,1,0,0,20,2,95,226,0,0,0,1,3,2,0,0,1,0,0,2,21,0,0,0,1,0,1,0
GIPUZKOA,36,HONDARRIBIA,1,4,U,768,340,1,339,5,334,428,20,30,1,0,0,1,0,0,0,3,0,8,0,0,0,8,9,82,149,0,0,0,2,5,0,0,0,1,0,0,0,11,0,0,0,2,0,2,0
GIPUZKOA,36,HONDARRIBIA,1,5,A,664,259,0,259,6,253,405,18,12,0,0,0,0,0,0,0,3,0,5,3,0,0,9,2,52,110,0,0,0,2,3,3,0,0,1,0,0,0,27,1,0,0,2,0,0,0
GIPUZKOA,36,HONDARRIBIA,1,5,B,686,318,2,316,8,308,368,25,16,2,0,1,0,0,0,0,2,0,8,4,0,0,11,1,57,151,0,0,0,0,3,2,0,0,0,0,0,0,21,1,1,0,1,0,1,0
GIPUZKOA,36,HONDARRIBIA,1,6,U,1146,464,2,462,6,456,682,33,9,0,0,0,0,0,0,0,4,0,9,1,0,0,14,3,144,165,0,2,0,2,10,1,1,5,4,0,0,0,46,0,0,0,1,0,2,0
GIPUZKOA,36,HONDARRIBIA,1,7,A,729,236,3,233,6,227,493,30,41,0,0,0,0,0,0,1,2,0,15,1,0,0,12,1,29,79,1,0,0,0,2,3,0,1,1,0,0,0,7,0,0,0,0,0,1,0
GIPUZKOA,36,HONDARRIBIA,1,7,B,656,233,4,229,4,225,423,30,32,0,0,1,0,0,0,0,0,0,14,2,2,0,14,0,41,65,2,0,0,1,5,2,0,1,3,0,0,0,9,0,0,0,0,0,1,0
GIPUZKOA,36,HONDARRIBIA,1,8,A,600,232,2,230,6,224,368,23,25,0,0,2,0,0,7,0,0,0,9,0,0,0,0,5,43,81,0,0,0,1,5,2,0,2,0,0,0,1,14,0,0,0,1,0,3,0
GIPUZKOA,36,HONDARRIBIA,1,8,B,656,264,0,264,2,262,392,25,27,1,0,0,0,0,0,0,1,0,11,1,0,0,7,3,40,115,0,0,0,1,5,2,0,1,1,0,0,0,18,2,0,0,0,0,1,0
GIPUZKOA,36,HONDARRIBIA,1,9,U,956,404,0,404,2,402,552,26,42,0,0,0,0,0,0,0,4,0,13,4,0,0,9,2,69,168,0,0,1,1,6,1,1,4,1,0,0,0,38,1,1,0,1,0,9,0
GIPUZKOA,36,HONDARRIBIA,1,10,U,610,208,0,208,0,208,402,61,18,0,0,3,0,0,0,0,2,0,7,2,0,0,15,1,39,31,2,1,0,0,3,0,0,1,1,0,0,0,18,2,0,0,0,0,1,0
GIPUZKOA,36,HONDARRIBIA,1,11,A,740,312,3,309,6,303,428,20,7,0,0,0,0,0,0,0,1,0,7,2,0,0,13,1,111,100,1,2,0,0,4,0,1,3,2,0,0,0,25,0,0,0,1,0,2,0
GIPUZKOA,36,HONDARRIBIA,1,11,B,653,283,0,283,2,281,370,22,10,0,0,0,0,0,0,0,3,0,3,0,0,0,22,0,80,91,0,0,1,0,8,0,1,0,0,0,0,0,37,0,0,0,0,0,3,0
GIPUZKOA,36,HONDARRIBIA,1,12,U,755,331,4,327,7,320,424,28,37,0,0,1,0,0,0,0,0,0,10,0,0,0,16,1,49,117,6,0,1,0,10,1,1,1,2,0,0,0,37,0,1,0,1,0,0,0
GIPUZKOA,37,GAINTZA,1,1,U,99,44,0,44,3,41,55,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,38,GABIRIA,1,1,U,391,201,0,201,2,199,190,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,4,2,114,72,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
GIPUZKOA,39,GETARIA,1,1,U,756,390,2,388,7,381,366,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,169,177,0,2,0,2,2,0,0,0,0,0,0,1,10,0,2,0,1,0,0,0
GIPUZKOA,39,GETARIA,1,2,A,639,383,1,382,6,376,256,4,8,0,0,0,0,0,0,0,3,0,3,0,1,0,5,1,170,166,0,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,1,0,0,0
GIPUZKOA,39,GETARIA,1,2,B,664,411,0,411,10,401,253,9,11,1,0,0,0,0,0,0,1,0,1,0,2,0,9,0,186,167,0,1,0,1,1,0,0,0,1,0,0,0,7,0,1,0,1,0,1,0
GIPUZKOA,40,HERNANI,1,1,U,717,353,6,347,2,345,364,15,3,0,0,0,0,1,0,0,0,0,1,1,1,0,13,2,238,49,0,0,1,0,3,0,0,1,1,0,0,0,14,0,0,0,0,0,1,0
GIPUZKOA,40,HERNANI,1,2,U,919,456,1,455,8,447,463,32,17,0,0,0,0,0,0,0,4,0,7,2,1,0,18,5,259,72,0,0,0,1,6,1,0,0,0,1,0,0,19,0,1,0,0,0,1,0
GIPUZKOA,40,HERNANI,1,3,U,821,373,2,371,2,369,448,23,5,2,0,1,0,0,0,0,4,0,4,2,2,0,7,3,211,79,0,0,0,1,6,0,0,3,1,0,0,0,12,1,0,0,0,0,2,0
GIPUZKOA,40,HERNANI,1,4,A,726,293,2,291,8,283,433,36,11,0,0,3,1,0,0,0,3,0,5,0,0,1,11,0,139,43,0,1,0,1,3,1,0,2,1,0,0,0,17,0,2,0,1,0,1,0
GIPUZKOA,40,HERNANI,1,4,B,711,272,0,272,8,264,439,36,13,0,0,0,0,1,0,0,1,0,7,2,0,0,17,4,119,39,0,0,0,0,4,0,0,0,0,0,0,0,19,1,0,0,1,0,0,0
GIPUZKOA,40,HERNANI,1,5,A,622,240,1,239,3,236,382,25,9,0,0,0,0,0,0,0,0,1,4,0,1,0,15,0,108,26,2,0,0,1,5,0,0,1,0,0,0,0,34,0,0,0,3,0,1,0
GIPUZKOA,40,HERNANI,1,5,B,594,240,2,238,2,236,354,40,9,0,0,0,0,2,0,0,1,1,4,4,0,0,16,3,89,27,0,0,0,0,3,0,0,2,0,0,0,0,29,0,0,0,2,0,3,1
GIPUZKOA,40,HERNANI,1,6,U,701,307,1,306,3,303,394,79,27,1,0,0,0,0,0,0,1,0,2,1,0,0,15,3,111,42,0,0,1,0,4,1,1,0,0,0,0,12,0,0,0,1,0,1,0,0
GIPUZKOA,40,HERNANI,1,7,U,815,293,0,293,6,287,522,57,23,0,0,0,0,0,1,0,2,0,6,1,1,0,19,0,122,31,0,0,0,0,1,3,0,3,0,0,0,0,14,0,1,0,1,0,1,0
GIPUZKOA,40,HERNANI,1,8,U,878,316,0,316,2,314,562,44,15,1,0,0,0,0,0,0,6,0,5,3,0,1,7,4,151,55,0,0,0,0,3,0,0,0,2,0,0,0,12,1,1,0,3,0,0,0
GIPUZKOA,40,HERNANI,1,9,U,493,226,0,226,2,224,267,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,1,178,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
GIPUZKOA,40,HERNANI,1,10,A,759,316,4,312,2,310,443,10,11,0,0,0,0,0,0,0,3,0,3,0,0,0,5,2,192,62,0,0,0,0,1,0,0,0,0,0,0,0,17,1,1,1,0,0,1,0
GIPUZKOA,40,HERNANI,1,10,B,683,272,2,270,5,265,411,15,9,1,0,0,0,0,0,0,0,0,0,1,0,0,11,2,154,52,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,1,0,1,0
GIPUZKOA,40,HERNANI,1,11,U,735,316,4,312,5,307,419,58,33,2,0,0,0,1,0,0,0,2,10,0,0,0,17,1,114,39,0,0,0,0,4,1,0,0,0,1,0,0,23,0,0,0,1,0,0,0
GIPUZKOA,40,HERNANI,1,12,U,761,348,0,348,1,347,413,33,16,1,0,2,0,0,0,0,2,0,4,1,0,0,19,1,174,65,0,1,0,1,4,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0
GIPUZKOA,40,HERNANI,1,13,A,690,312,2,310,3,307,378,34,14,1,0,0,0,0,0,0,2,1,13,3,1,0,19,2,139,48,0,3,0,0,3,1,0,0,0,0,0,0,20,0,0,0,0,0,2,1
GIPUZKOA,40,HERNANI,1,13,B,656,294,2,292,4,288,362,45,12,0,0,0,0,0,0,0,2,0,9,1,0,0,23,2,132,33,0,1,1,1,2,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0
GIPUZKOA,40,HERNANI,1,14,U,699,233,0,233,6,227,466,40,20,0,0,0,0,0,0,0,3,0,7,1,1,0,15,6,83,29,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,2,0
GIPUZKOA,40,HERNANI,1,15,U,688,269,1,268,7,261,419,14,9,0,0,1,0,0,0,0,0,0,3,0,1,0,16,3,125,49,0,0,0,0,12,0,0,4,0,0,0,0,23,0,0,0,0,0,1,0
GIPUZKOA,40,HERNANI,1,16,A,793,323,6,317,8,309,470,29,27,1,0,0,0,1,0,0,3,0,7,1,0,0,17,4,159,39,0,0,0,1,1,1,1,0,0,0,0,0,15,0,0,2,0,0,0,0
GIPUZKOA,40,HERNANI,1,16,B,765,292,3,289,5,284,473,41,23,0,0,2,0,0,0,0,5,0,13,2,0,0,9,1,110,43,3,0,0,2,2,0,0,1,0,0,0,0,21,0,0,0,1,0,5,0
GIPUZKOA,41,HERNIALDE,1,1,U,273,86,0,86,2,84,187,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53,20,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
GIPUZKOA,42,IBARRA,1,1,A,665,268,1,267,2,265,397,23,14,0,0,1,0,0,0,0,1,0,3,0,0,0,14,3,107,83,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,1,0,0,1,0
GIPUZKOA,42,IBARRA,1,1,B,602,227,1,226,3,223,375,36,9,2,0,0,0,0,0,0,2,0,0,0,0,0,17,0,100,43,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,1,0,2,0
GIPUZKOA,42,IBARRA,1,2,U,1134,468,5,463,4,459,666,62,18,1,0,0,0,1,0,0,1,0,5,2,2,0,26,4,205,93,0,0,0,0,3,1,0,3,0,0,1,0,23,0,0,0,1,0,7,0
GIPUZKOA,42,IBARRA,1,3,U,904,343,1,342,10,332,561,19,18,0,0,0,0,0,0,0,1,0,3,0,0,0,12,4,145,100,0,0,0,0,4,1,0,3,0,2,1,0,15,1,0,0,0,0,3,0
GIPUZKOA,43,IDIAZABAL,1,1,A,815,372,1,371,8,363,443,6,21,0,0,0,0,0,0,0,1,0,2,1,0,0,8,2,155,156,0,2,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0
GIPUZKOA,43,IDIAZABAL,1,1,B,939,385,2,383,6,377,554,9,10,0,0,0,0,0,0,0,0,0,3,2,1,0,9,0,198,140,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
GIPUZKOA,44,IKAZTEGIETA,1,1,U,366,163,1,162,2,160,203,10,3,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,86,46,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
GIPUZKOA,45,IRUN,1,1,A,923,427,4,423,4,419,496,58,80,2,1,1,0,0,0,1,6,0,11,7,1,0,27,9,50,104,2,1,3,1,7,3,1,4,1,0,0,0,31,0,2,0,0,0,3,2
GIPUZKOA,45,IRUN,1,1,B,833,360,5,355,4,351,473,61,76,0,0,0,0,1,0,0,5,0,14,5,0,0,19,5,37,75,0,0,0,4,6,6,0,1,1,0,1,0,25,0,2,1,1,1,4,0
GIPUZKOA,45,IRUN,1,2,U,1185,443,2,441,14,427,742,54,38,1,0,0,0,0,1,0,2,0,14,0,0,0,36,4,109,110,0,0,0,1,7,4,0,0,1,0,2,0,36,1,0,0,3,1,0,2
GIPUZKOA,45,IRUN,1,3,A,807,338,3,335,4,331,469,54,43,0,0,0,0,0,0,0,2,0,13,8,0,0,25,10,51,80,1,0,0,1,4,0,0,0,3,0,0,1,35,0,0,0,0,0,0,0
GIPUZKOA,45,IRUN,1,3,B,778,314,2,312,3,309,464,62,42,0,0,1,1,0,1,0,2,0,14,8,0,1,19,7,35,70,0,0,0,0,8,6,0,1,0,0,0,0,26,0,1,0,2,0,2,0
GIPUZKOA,45,IRUN,1,4,U,1071,473,6,467,8,459,598,98,41,1,0,0,0,1,0,0,6,1,15,3,0,0,27,6,90,108,1,0,0,1,14,2,0,5,1,0,0,1,35,0,1,0,0,0,0,1
GIPUZKOA,45,IRUN,2,1,A,663,260,2,258,5,253,403,42,33,1,0,0,0,0,0,0,1,0,9,2,0,0,17,6,52,55,3,1,1,1,2,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0
GIPUZKOA,45,IRUN,2,1,B,694,278,1,277,5,272,416,55,12,0,0,0,0,0,0,0,2,0,15,5,1,0,22,4,51,57,1,0,0,0,2,3,0,2,0,0,0,0,36,0,0,0,0,0,4,0
GIPUZKOA,45,IRUN,2,2,A,825,265,7,258,6,252,560,68,22,0,0,0,0,0,0,1,4,0,18,1,0,0,17,0,35,54,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1
GIPUZKOA,45,IRUN,2,2,B,774,277,2,275,4,271,497,86,31,0,0,0,0,0,0,2,4,0,15,1,0,0,32,0,27,43,0,0,0,0,5,0,2,0,0,0,0,0,23,0,0,0,0,0,0,0
GIPUZKOA,45,IRUN,2,3,U,798,294,5,289,6,283,504,34,16,0,0,0,0,2,0,0,2,0,10,1,0,0,10,4,82,74,0,0,1,1,2,2,0,2,6,0,0,0,29,0,0,0,2,1,0,2
GIPUZKOA,45,IRUN,2,4,A,815,270,1,269,8,261,545,39,20,0,1,1,0,0,0,0,3,0,12,2,3,0,22,10,47,38,0,0,0,1,5,0,0,7,1,0,0,0,47,0,0,0,1,0,1,0
GIPUZKOA,45,IRUN,2,4,B,858,299,2,297,7,290,559,45,23,0,0,2,0,0,0,0,9,0,23,1,2,0,22,6,30,54,0,0,0,2,7,2,1,2,1,0,0,1,51,1,0,0,2,0,3,0
GIPUZKOA,45,IRUN,2,5,A,685,275,0,275,4,271,410,31,25,0,1,0,0,0,0,0,0,0,8,0,0,0,35,3,67,61,5,0,0,1,5,2,0,4,0,0,0,0,20,0,0,0,1,0,2,0
GIPUZKOA,45,IRUN,2,5,B,653,238,0,238,6,232,415,25,21,0,0,2,0,0,0,0,1,0,13,1,1,0,29,3,50,52,1,0,0,2,2,0,0,3,1,0,0,0,23,0,1,0,0,0,1,0
GIPUZKOA,45,IRUN,2,6,U,1067,478,1,477,12,465,589,73,50,5,0,0,0,0,0,0,5,0,24,2,0,0,42,3,96,107,1,0,0,1,14,3,0,0,6,0,0,0,27,0,1,0,2,0,3,0
GIPUZKOA,45,IRUN,2,7,U,1098,488,7,481,8,473,610,129,36,0,0,2,0,0,0,1,1,0,24,0,0,0,38,6,92,88,0,0,3,0,5,0,0,0,1,0,0,0,44,0,0,0,0,0,2,1
GIPUZKOA,45,IRUN,2,8,A,797,302,6,296,7,289,495,65,17,0,1,0,0,0,0,1,0,0,14,9,1,0,23,1,53,62,0,0,0,1,5,0,0,6,0,0,0,0,28,0,1,0,0,0,0,1
GIPUZKOA,45,IRUN,2,8,B,744,297,3,294,4,290,447,63,18,0,0,1,0,0,0,1,5,0,22,2,0,0,32,8,45,42,0,1,0,0,9,0,1,0,0,0,0,0,33,0,0,1,0,0,5,1
GIPUZKOA,45,IRUN,2,9,U,779,324,4,320,5,315,455,58,34,0,0,0,0,1,0,1,4,1,19,5,1,0,25,4,45,73,0,0,0,2,4,0,0,2,1,0,0,0,27,0,0,0,0,1,7,0
GIPUZKOA,45,IRUN,2,10,A,808,337,1,336,1,335,471,53,23,0,0,0,0,0,0,0,6,0,18,0,1,0,32,5,65,60,2,1,1,0,10,0,0,2,2,0,0,0,45,0,0,0,1,0,5,3
GIPUZKOA,45,IRUN,2,10,B,800,314,2,312,3,309,486,55,25,1,0,0,1,0,0,0,3,2,18,0,1,1,38,4,42,47,0,0,1,2,6,0,0,4,3,0,0,0,49,0,0,0,2,0,4,0
GIPUZKOA,45,IRUN,3,1,A,784,339,2,337,11,326,445,45,78,0,1,1,0,0,0,0,4,1,19,7,0,0,23,3,33,68,0,1,0,0,4,6,0,4,1,0,0,1,25,0,0,0,0,0,1,0
GIPUZKOA,45,IRUN,3,1,B,729,291,5,286,7,279,438,45,71,0,0,0,0,0,0,0,2,0,15,2,1,0,10,2,30,62,1,0,0,0,2,4,0,0,1,0,0,0,27,0,0,0,3,0,0,1
GIPUZKOA,45,IRUN,3,2,U,871,380,8,372,6,366,491,103,65,0,3,1,0,0,0,0,8,1,11,0,0,0,26,3,47,46,2,0,0,1,6,1,0,3,0,1,0,0,29,0,1,1,5,0,1,1
GIPUZKOA,45,IRUN,3,3,U,845,323,6,317,6,311,522,81,29,0,0,2,0,0,0,1,5,1,19,4,0,0,21,6,38,40,1,3,0,3,6,2,1,1,1,0,1,1,36,0,0,0,1,1,5,1
GIPUZKOA,45,IRUN,3,4,U,713,274,0,274,2,272,439,103,27,0,0,1,0,0,1,0,6,2,8,2,0,0,17,3,22,41,0,0,0,0,3,4,0,0,2,0,0,1,20,0,0,0,3,0,4,2
GIPUZKOA,45,IRUN,3,5,U,1096,429,2,427,8,419,667,133,63,0,0,1,0,0,0,0,3,0,25,5,0,0,31,9,37,47,1,1,0,1,5,6,0,8,0,0,0,0,36,1,0,0,3,0,3,0
GIPUZKOA,45,IRUN,3,6,U,1018,428,2,426,8,418,590,82,75,2,2,2,0,1,0,0,4,2,29,3,0,0,30,2,51,61,2,4,1,1,9,2,1,4,0,0,0,0,46,0,0,0,1,0,0,1
GIPUZKOA,45,IRUN,3,7,U,1035,406,6,400,7,393,629,108,89,1,0,0,0,1,0,0,8,0,17,4,1,0,21,3,35,65,0,0,0,0,3,4,0,1,0,0,0,0,29,0,0,0,2,0,1,0
GIPUZKOA,45,IRUN,3,8,U,938,404,3,401,12,389,534,114,76,0,0,0,0,0,0,0,3,0,22,4,2,0,23,4,26,59,0,0,0,0,4,4,0,0,1,0,0,0,40,0,0,0,0,0,4,3
GIPUZKOA,45,IRUN,3,9,U,1033,415,10,405,7,398,618,91,56,1,0,2,1,1,0,0,3,0,24,5,0,0,41,7,42,74,0,1,0,3,5,2,0,1,0,0,0,0,37,0,0,0,0,0,0,1
GIPUZKOA,45,IRUN,3,10,A,609,276,3,273,4,269,333,99,28,0,0,0,0,0,2,0,3,0,16,4,1,0,21,7,16,31,0,0,0,0,5,0,0,2,0,0,0,1,28,0,0,0,0,0,4,1
GIPUZKOA,45,IRUN,3,10,B,625,272,2,270,6,264,353,97,33,0,0,1,0,0,0,0,2,0,21,1,1,1,12,8,18,26,0,0,0,2,3,2,0,1,1,0,0,1,29,0,0,0,2,0,2,0
GIPUZKOA,45,IRUN,3,11,U,845,343,2,341,9,332,502,87,24,0,0,3,0,0,1,0,6,1,12,0,1,0,39,2,49,60,0,0,0,1,4,0,0,2,0,0,0,0,36,0,0,0,0,0,3,1
GIPUZKOA,45,IRUN,3,12,U,1182,482,3,479,19,460,700,152,63,0,0,2,0,0,0,0,13,0,25,3,0,0,39,2,39,56,4,0,0,0,1,4,0,8,0,0,0,1,38,0,0,0,2,0,5,3
GIPUZKOA,45,IRUN,3,13,A,683,272,5,267,8,259,411,86,39,1,0,0,0,0,0,0,3,0,22,1,0,0,10,3,18,43,0,0,0,2,2,2,0,0,0,0,0,0,20,0,0,1,2,0,4,0
GIPUZKOA,45,IRUN,3,13,B,711,272,4,268,9,259,439,76,38,1,0,1,0,0,0,0,6,0,24,4,2,0,15,6,14,40,0,1,0,1,2,3,0,1,0,0,0,0,21,0,0,0,1,0,2,0
GIPUZKOA,45,IRUN,3,14,U,942,323,6,317,6,311,619,101,30,0,0,0,0,0,0,0,2,0,16,4,0,0,27,6,35,42,0,0,1,1,1,3,0,0,1,0,0,0,30,0,0,0,3,0,7,1
GIPUZKOA,45,IRUN,3,15,A,888,363,2,361,5,356,525,83,33,0,0,1,0,0,0,0,4,0,25,6,0,0,28,8,42,59,0,0,0,4,2,3,0,6,0,0,0,0,48,0,1,0,1,0,1,1
GIPUZKOA,45,IRUN,3,15,B,880,392,1,391,10,381,488,92,62,1,0,1,0,3,0,0,7,0,29,13,0,0,24,2,30,54,2,1,2,0,4,4,1,7,0,1,0,0,38,0,1,0,0,0,2,0
GIPUZKOA,45,IRUN,3,16,U,558,208,3,205,5,200,350,60,29,0,0,0,0,0,0,0,3,0,14,5,0,0,10,1,18,24,0,0,0,2,3,0,0,0,3,0,0,1,21,0,0,0,2,0,4,0
GIPUZKOA,45,IRUN,3,17,A,743,286,1,285,3,282,457,62,36,0,0,2,1,0,0,0,0,1,20,9,0,0,20,2,31,50,0,0,3,0,2,1,0,2,2,0,0,0,34,0,0,0,0,0,4,0
GIPUZKOA,45,IRUN,3,17,B,768,274,2,272,5,267,494,61,32,0,0,0,0,2,0,0,2,0,16,4,0,0,18,5,34,53,1,0,2,0,2,4,0,2,0,0,0,0,26,0,0,0,0,0,1,2
GIPUZKOA,45,IRUN,3,18,U,789,321,2,319,5,314,468,106,39,0,0,1,0,0,0,0,0,0,20,8,1,0,15,6,30,41,0,0,0,2,2,4,0,3,6,0,0,0,23,0,0,0,2,0,5,0
GIPUZKOA,45,IRUN,3,19,U,948,350,0,350,3,347,598,39,34,0,0,0,1,0,0,1,3,2,17,7,0,0,25,3,61,67,0,1,0,2,11,5,2,0,0,0,0,0,56,0,0,0,3,0,7,0
GIPUZKOA,45,IRUN,4,1,U,543,217,1,216,4,212,326,54,24,0,0,0,0,0,0,0,7,0,6,1,1,0,27,3,26,25,0,0,0,0,3,0,0,4,0,0,0,1,29,0,0,0,0,0,1,0
GIPUZKOA,45,IRUN,4,2,U,658,276,6,270,2,268,382,111,26,1,0,0,0,0,0,0,5,0,14,1,0,0,21,3,27,33,0,0,0,2,5,0,0,1,0,0,0,0,16,0,0,0,0,1,1,0
GIPUZKOA,45,IRUN,4,3,A,663,247,2,245,3,242,416,81,27,0,1,0,0,1,0,0,5,1,12,3,1,0,18,4,23,33,1,0,0,0,3,1,0,3,1,1,0,0,19,0,0,0,1,0,2,0
GIPUZKOA,45,IRUN,4,3,B,648,234,1,233,6,227,414,78,18,0,0,1,0,1,0,0,4,1,24,0,0,0,22,3,21,20,1,0,0,1,4,1,0,1,1,0,0,0,22,2,0,0,0,0,1,0
GIPUZKOA,45,IRUN,4,4,U,857,353,3,350,9,341,504,71,32,0,0,0,0,0,0,0,2,0,21,3,0,0,28,4,68,72,0,0,0,0,6,1,0,1,0,0,0,1,30,0,0,0,0,0,1,0
GIPUZKOA,45,IRUN,4,5,U,905,395,2,393,6,387,510,100,48,2,0,0,1,1,0,0,3,0,19,5,0,0,27,4,65,63,0,0,0,1,7,0,0,2,0,0,0,0,34,0,0,0,2,0,2,1
GIPUZKOA,45,IRUN,4,6,A,673,277,2,275,2,273,396,57,14,0,0,0,0,0,0,0,2,0,14,4,1,1,32,4,69,35,1,0,0,0,6,0,1,4,0,0,0,0,25,1,0,0,2,0,0,0
GIPUZKOA,45,IRUN,4,6,B,625,246,0,246,5,241,379,50,17,0,0,1,0,0,0,0,3,1,7,3,0,0,36,4,48,33,0,0,0,0,4,0,0,1,0,1,0,0,32,0,0,0,0,0,0,0
GIPUZKOA,45,IRUN,4,7,U,732,285,0,285,6,279,447,39,23,0,1,1,0,0,0,1,4,0,11,4,1,0,11,2,81,70,0,0,0,0,4,0,0,1,0,0,0,0,24,1,0,0,0,0,0,0
GIPUZKOA,45,IRUN,4,8,U,884,378,7,371,7,364,506,96,55,1,0,1,0,0,0,0,5,0,11,2,1,0,27,2,55,60,1,0,0,1,1,0,0,2,0,0,1,0,35,2,1,0,1,0,3,0
GIPUZKOA,45,IRUN,4,9,U,776,264,0,264,3,261,512,32,23,0,0,0,0,0,0,0,2,0,19,9,0,0,14,2,59,65,0,0,1,2,1,1,0,4,1,0,0,0,25,0,0,0,0,0,1,0
GIPUZKOA,46,IRURA,1,1,U,1147,465,5,460,10,450,682,23,12,0,0,0,0,0,0,0,2,0,11,0,1,0,17,7,212,127,0,2,0,3,0,0,0,1,0,1,0,0,29,0,0,1,0,0,1,0
GIPUZKOA,47,ITSASONDO,1,1,U,475,214,0,214,8,206,261,14,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6,0,126,48,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0
GIPUZKOA,48,LARRAUL,1,1,U,179,77,0,77,1,76,102,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,50,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
GIPUZKOA,49,LAZKAO,1,1,A,748,370,1,369,7,362,378,49,17,0,0,0,0,0,0,0,5,0,7,0,0,0,18,2,152,94,0,0,0,0,2,0,0,0,1,0,0,0,13,0,0,0,1,0,1,0
GIPUZKOA,49,LAZKAO,1,1,B,784,351,5,346,3,343,433,33,11,0,0,1,0,1,0,0,2,0,10,0,0,1,10,2,147,94,0,0,0,0,1,0,1,0,1,0,0,1,25,0,0,0,1,0,1,0
