TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PSE-PSOE,PP,EB,CDS,EKA,PH,FE-JONS,POSI,PREPAL,PADE,TC-PNC,DN,FE,ARALAR,PNV...(E04),N.I.V.,CUP,UCL,EA...(E04),NOS-UP,EC,PUM+J,PFYV,PASOC,PCPE-LI.(LIT-CI),CL,P.CANNABIS,CE...(E04),FA,PARADOS,B-GV
GIPUZKOA,073,USURBIL,1,3,B,691,300,96,204,0,204,391,51,24,7,0,0,0,0,0,0,0,0,0,0,16,61,0,0,0,42,0,0,0,0,0,0,0,2,0,1,0,0
GIPUZKOA,073,USURBIL,1,3,C,273,115,48,67,1,66,158,4,3,2,0,0,0,0,0,0,0,0,0,0,7,39,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,074,BERGARA,1,1,A,801,297,95,202,2,200,504,38,14,18,0,0,1,0,0,0,0,0,0,0,17,75,0,0,0,35,0,0,0,0,0,2,0,0,0,0,0,0
GIPUZKOA,074,BERGARA,1,1,B,717,249,62,187,0,187,468,43,13,11,0,0,1,0,0,0,0,0,0,0,15,81,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,3
GIPUZKOA,074,BERGARA,1,2,A,921,426,95,331,1,330,495,26,26,8,0,0,0,0,0,0,1,0,0,0,36,164,0,0,0,68,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,074,BERGARA,1,2,B,783,319,74,245,1,244,464,24,25,9,0,0,0,0,0,0,0,0,0,0,17,105,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,1
GIPUZKOA,074,BERGARA,1,3,U,658,331,87,244,3,241,327,26,14,12,0,0,0,0,0,0,0,0,0,0,12,121,0,0,0,52,0,0,0,0,0,0,0,2,0,0,1,1
GIPUZKOA,074,BERGARA,1,4,A,501,240,39,201,0,201,261,22,28,10,0,0,0,0,0,0,0,0,0,0,10,93,0,0,0,36,0,0,0,0,0,0,0,1,0,0,0,1
GIPUZKOA,074,BERGARA,1,4,B,415,196,46,150,0,150,219,31,21,3,0,0,0,0,0,0,0,0,0,0,7,63,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,074,BERGARA,1,5,A,645,309,70,239,2,237,336,29,16,14,0,0,0,0,0,0,0,0,0,0,22,109,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,074,BERGARA,1,5,B,663,280,54,226,1,225,383,23,23,8,0,0,0,0,0,0,0,0,0,0,17,107,0,0,0,45,0,0,0,0,0,2,0,0,0,0,0,0
GIPUZKOA,074,BERGARA,2,1,U,894,399,74,325,0,325,495,69,27,0,0,0,0,0,0,0,0,0,0,0,19,147,0,0,0,48,0,0,0,0,0,0,0,1,0,0,0,14
GIPUZKOA,074,BERGARA,2,2,U,837,349,66,283,2,281,488,79,33,6,0,0,0,0,0,1,0,0,0,0,17,110,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,074,BERGARA,2,3,A,709,288,88,200,0,200,421,23,19,10,1,0,0,0,0,0,0,0,0,0,19,99,1,0,0,26,0,0,0,0,0,0,0,1,0,0,0,1
GIPUZKOA,074,BERGARA,2,3,B,574,213,35,178,2,176,361,39,18,9,1,0,0,0,0,0,0,0,0,0,11,79,1,0,0,16,0,0,0,0,0,1,0,0,0,0,0,1
GIPUZKOA,074,BERGARA,2,4,U,484,210,69,141,0,141,274,13,4,2,0,0,0,0,0,0,0,0,0,0,16,77,0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,074,BERGARA,3,1,A,617,263,65,198,3,195,354,35,11,14,0,0,0,0,0,0,0,0,0,0,11,101,1,0,0,20,0,0,0,0,0,1,0,0,0,0,1,0
GIPUZKOA,074,BERGARA,3,1,B,502,182,39,143,0,143,320,36,8,8,0,0,0,0,1,0,0,0,0,0,15,46,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,074,BERGARA,3,2,A,479,183,42,141,0,141,296,33,17,12,0,0,0,0,0,0,0,0,0,0,4,59,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,074,BERGARA,3,2,B,440,195,40,155,0,155,245,47,19,8,0,0,0,0,0,0,0,0,0,0,8,63,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0
GIPUZKOA,074,BERGARA,3,3,U,894,367,102,265,4,261,527,30,6,15,0,0,0,0,0,0,0,0,0,0,31,136,0,0,0,38,0,0,0,0,0,0,0,4,0,0,0,1
GIPUZKOA,075,VILLABONA,1,1,A,942,408,122,286,4,282,534,60,28,12,0,0,0,0,0,0,0,0,0,0,8,110,1,0,0,58,0,1,0,0,0,0,2,1,0,0,0,1
GIPUZKOA,075,VILLABONA,1,1,B,776,309,91,218,4,214,467,40,39,5,0,1,0,0,0,0,0,0,0,0,3,83,0,0,0,39,0,0,0,2,0,1,0,0,0,0,0,1
GIPUZKOA,075,VILLABONA,1,2,A,790,307,81,226,2,224,483,61,32,11,0,0,0,0,0,0,0,0,0,0,6,78,0,0,0,33,0,0,1,0,0,1,0,1,0,0,0,0
GIPUZKOA,075,VILLABONA,1,2,B,682,247,67,180,3,177,435,64,25,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,22,0,0,1,0,0,0,0,1,0,0,0,3
GIPUZKOA,075,VILLABONA,1,3,A,758,275,93,182,0,182,483,22,16,10,0,0,0,0,0,0,0,0,0,0,8,98,0,0,0,26,0,0,0,0,0,0,0,1,0,0,0,1
GIPUZKOA,075,VILLABONA,1,3,B,701,264,63,201,1,200,437,38,26,10,0,0,0,0,0,0,0,0,1,0,4,85,1,0,0,33,0,0,0,0,0,0,0,0,0,0,0,2
GIPUZKOA,076,ORDIZIA,1,1,U,621,335,85,250,0,250,286,41,30,14,0,1,0,0,0,0,0,0,0,0,11,94,0,0,0,58,0,0,0,0,0,0,0,0,0,0,1,0
GIPUZKOA,076,ORDIZIA,1,2,A,471,228,53,175,0,175,243,37,32,7,0,0,0,0,0,0,0,1,0,0,5,64,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,076,ORDIZIA,1,2,B,355,170,39,131,0,131,185,28,24,4,0,0,0,0,0,0,0,0,0,0,5,49,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,076,ORDIZIA,1,3,U,840,351,67,284,1,283,489,78,50,21,0,0,0,0,0,0,0,0,0,0,3,105,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,1
GIPUZKOA,076,ORDIZIA,1,4,A,932,433,89,344,1,343,499,64,54,10,0,1,0,0,1,0,0,0,0,0,9,150,0,0,0,53,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,076,ORDIZIA,1,4,B,961,461,109,352,1,351,500,66,57,17,0,2,0,0,0,0,0,0,0,0,8,142,1,0,0,54,0,0,0,0,0,1,0,2,0,0,0,1
GIPUZKOA,076,ORDIZIA,1,5,A,442,223,77,146,1,145,219,32,27,8,0,0,0,0,0,0,0,0,0,0,5,39,0,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0
GIPUZKOA,076,ORDIZIA,1,5,B,409,210,56,154,1,153,199,48,27,5,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,31,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,076,ORDIZIA,1,6,A,712,280,40,240,0,240,432,88,30,16,0,1,0,1,1,0,0,0,0,0,3,77,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0
GIPUZKOA,076,ORDIZIA,1,6,B,750,299,44,255,2,253,451,116,38,22,0,0,0,0,0,1,0,0,0,0,3,42,0,0,0,23,0,0,0,0,2,0,0,3,0,0,2,1
GIPUZKOA,076,ORDIZIA,1,7,A,414,194,50,144,2,142,220,37,17,7,0,0,0,0,0,0,0,0,0,0,2,55,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,1
GIPUZKOA,076,ORDIZIA,1,7,B,352,162,28,134,0,134,190,41,17,5,0,0,0,0,0,0,0,0,0,0,3,49,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,1
GIPUZKOA,077,URRETXU,1,1,U,729,333,72,261,2,259,396,85,37,6,0,0,0,0,0,0,0,0,2,0,7,80,1,0,0,38,0,0,0,0,0,0,0,2,0,0,1,0
GIPUZKOA,077,URRETXU,1,2,A,576,266,49,217,2,215,310,81,22,10,0,0,0,0,0,0,0,0,3,0,1,52,0,0,0,43,0,0,0,0,0,0,0,0,0,0,1,2
GIPUZKOA,077,URRETXU,1,2,B,485,224,37,187,0,187,261,69,14,11,0,0,0,0,0,0,0,0,3,0,3,41,1,0,0,43,0,0,0,0,0,1,0,0,0,0,0,1
GIPUZKOA,077,URRETXU,1,3,U,871,383,74,309,4,305,488,80,34,12,0,0,0,0,0,0,0,0,0,0,9,92,2,0,0,75,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,077,URRETXU,1,4,U,805,431,79,352,3,349,374,94,49,14,0,0,0,0,0,0,0,1,1,0,8,103,1,0,0,73,0,0,0,0,0,0,0,3,0,0,1,1
GIPUZKOA,077,URRETXU,1,5,U,983,496,87,409,3,406,487,100,34,15,0,0,0,0,0,0,0,0,1,0,5,118,0,2,0,123,0,0,0,0,0,2,0,2,0,0,0,4
GIPUZKOA,077,URRETXU,1,6,U,1095,559,104,455,4,451,536,136,66,20,0,0,0,0,0,0,0,0,1,0,11,126,0,0,0,86,0,0,0,0,0,0,0,1,1,0,2,1
GIPUZKOA,078,ZALDIBIA,1,1,U,763,444,265,179,1,178,319,31,14,6,0,0,0,0,0,0,0,0,0,0,52,53,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2
GIPUZKOA,078,ZALDIBIA,1,2,U,454,250,118,132,0,132,204,5,0,2,0,0,0,0,0,0,0,0,0,0,38,64,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,079,ZARAUTZ,1,1,A,796,395,65,330,0,330,401,59,50,17,0,0,0,0,0,0,0,0,0,0,16,113,0,0,0,72,0,0,0,0,0,1,0,1,0,0,0,1
GIPUZKOA,079,ZARAUTZ,1,1,B,775,361,72,289,2,287,414,53,31,8,0,0,0,0,0,0,0,0,0,0,15,102,0,0,0,76,0,0,0,0,0,0,0,2,0,0,0,0
GIPUZKOA,079,ZARAUTZ,1,2,A,485,251,51,200,0,200,234,18,38,7,0,1,0,0,0,0,0,0,0,0,9,83,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,079,ZARAUTZ,1,2,B,476,231,42,189,1,188,245,14,23,7,0,0,0,0,0,0,0,0,0,0,13,84,0,0,0,46,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,079,ZARAUTZ,1,3,A,506,252,39,213,1,212,254,17,40,6,0,0,0,0,0,0,0,0,0,0,9,77,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,079,ZARAUTZ,1,3,B,521,268,39,229,1,228,253,31,31,5,0,0,0,0,0,0,0,0,0,0,9,85,0,0,0,66,0,0,0,0,0,1,0,0,0,0,0,0
GIPUZKOA,079,ZARAUTZ,2,1,U,646,315,25,290,2,288,331,36,69,3,0,0,0,0,0,0,0,0,0,0,4,117,0,0,0,58,0,0,0,0,0,0,0,0,0,0,1,0
GIPUZKOA,079,ZARAUTZ,2,2,A,640,299,28,271,1,270,341,29,58,7,0,0,0,0,0,0,0,0,0,0,6,109,0,0,0,60,0,0,0,0,0,1,0,0,0,0,0,0
GIPUZKOA,079,ZARAUTZ,2,2,B,635,331,31,300,0,300,304,31,60,3,0,0,0,0,0,0,0,0,0,0,11,130,0,0,0,63,0,0,0,0,0,0,0,2,0,0,0,0
GIPUZKOA,079,ZARAUTZ,2,3,A,788,327,72,255,1,254,461,57,37,10,0,0,0,0,0,0,0,0,0,0,14,77,0,0,0,56,0,0,0,0,0,0,0,0,1,0,0,2
GIPUZKOA,079,ZARAUTZ,2,3,B,851,369,81,288,1,287,482,77,41,7,0,0,0,0,1,1,0,0,0,0,11,88,0,0,0,57,1,0,0,0,0,0,0,1,0,0,0,2
GIPUZKOA,079,ZARAUTZ,2,4,A,750,326,62,264,2,262,424,72,31,10,0,0,0,0,1,0,0,0,0,0,12,77,0,0,0,55,0,1,0,0,0,1,0,1,0,0,0,1
GIPUZKOA,079,ZARAUTZ,2,4,B,710,300,60,240,3,237,410,90,40,5,0,0,0,0,0,0,0,0,0,0,11,52,0,0,0,35,1,0,0,0,1,1,0,0,0,0,0,1
GIPUZKOA,079,ZARAUTZ,2,5,A,644,293,62,231,0,231,351,63,14,6,0,0,0,0,0,0,0,0,0,0,10,90,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,079,ZARAUTZ,2,5,B,750,329,33,296,1,295,421,88,25,7,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,62,0,0,0,0,0,0,0,1,0,0,0,2
GIPUZKOA,079,ZARAUTZ,2,6,A,703,297,74,223,0,223,406,45,20,9,0,0,0,0,0,0,0,0,0,0,14,66,0,0,0,65,0,1,0,0,0,0,0,3,0,0,0,0
GIPUZKOA,079,ZARAUTZ,2,6,B,732,298,46,252,2,250,434,61,28,12,0,0,0,0,0,0,0,0,0,0,9,74,0,0,0,64,0,1,0,0,0,0,0,0,0,0,0,1
GIPUZKOA,079,ZARAUTZ,2,7,A,465,210,33,177,1,176,255,31,21,7,0,0,0,0,0,0,0,0,0,0,3,63,0,0,0,47,0,0,0,0,0,0,0,3,0,0,0,1
GIPUZKOA,079,ZARAUTZ,2,7,B,490,209,42,167,0,167,281,44,20,2,0,0,0,0,0,0,0,0,0,0,10,54,0,0,0,36,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,079,ZARAUTZ,2,7,C,379,151,31,120,1,119,228,7,3,1,0,0,0,0,0,0,0,0,0,0,8,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,079,ZARAUTZ,2,8,A,857,375,48,327,3,324,482,57,75,10,0,0,0,0,0,0,0,0,0,0,11,111,0,0,0,58,0,0,0,0,0,0,0,0,1,0,0,1
GIPUZKOA,079,ZARAUTZ,2,8,B,795,325,36,289,2,287,470,45,44,15,0,0,0,0,0,0,0,0,0,0,12,110,0,0,0,58,0,0,0,1,0,0,0,0,1,0,0,1
GIPUZKOA,079,ZARAUTZ,2,9,A,696,270,54,216,1,215,426,53,15,12,0,0,0,0,1,0,0,0,0,0,11,65,0,0,0,56,0,1,0,1,0,0,0,0,0,0,0,0
GIPUZKOA,079,ZARAUTZ,2,9,B,583,207,35,172,0,172,376,51,18,13,0,0,0,0,0,0,0,0,0,0,4,59,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1
GIPUZKOA,079,ZARAUTZ,2,10,A,501,232,40,192,1,191,269,20,16,9,0,0,0,0,0,0,0,0,0,0,8,87,0,0,0,46,0,0,1,0,1,0,0,2,0,0,0,1
GIPUZKOA,079,ZARAUTZ,2,10,B,489,235,45,190,3,187,254,18,21,10,0,0,0,0,0,0,0,0,0,0,6,72,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,2
GIPUZKOA,079,ZARAUTZ,2,11,A,692,333,48,285,2,283,359,56,30,8,0,0,0,0,0,0,0,0,0,0,13,119,1,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,080,ZUMARRAGA,1,1,A,506,266,48,218,1,217,240,32,31,5,0,0,1,0,0,0,0,0,0,0,4,92,0,0,0,48,0,0,0,0,0,0,0,2,0,0,0,2
GIPUZKOA,080,ZUMARRAGA,1,1,B,392,199,23,176,3,173,193,28,21,6,0,1,0,0,0,0,0,0,0,0,3,71,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,080,ZUMARRAGA,1,2,A,604,291,30,261,0,261,313,89,39,8,0,0,0,0,0,0,0,0,2,0,1,63,0,0,0,56,0,0,0,0,0,1,0,1,0,0,1,0
GIPUZKOA,080,ZUMARRAGA,1,2,B,529,250,29,221,1,220,279,91,37,12,0,0,0,0,0,0,0,0,1,0,3,46,0,0,0,28,0,0,0,0,0,0,0,2,0,0,0,0
GIPUZKOA,080,ZUMARRAGA,1,2,C,513,249,27,222,0,222,264,71,42,10,0,0,0,0,1,0,0,0,0,0,0,63,0,0,0,32,0,0,0,0,1,1,0,1,0,0,0,0
GIPUZKOA,080,ZUMARRAGA,1,3,U,590,234,32,202,2,200,356,60,28,4,0,0,0,0,0,0,0,1,0,0,0,64,0,0,0,37,0,0,1,1,0,0,0,0,0,0,2,2
GIPUZKOA,080,ZUMARRAGA,1,4,U,686,319,45,274,1,273,367,109,37,6,0,0,0,0,1,0,0,0,1,0,3,76,0,0,0,29,0,0,0,0,0,0,0,9,0,0,2,0
GIPUZKOA,080,ZUMARRAGA,1,5,A,938,394,27,367,6,361,544,190,65,30,0,0,0,0,1,0,0,0,0,0,3,40,1,0,0,21,0,0,0,0,0,1,0,7,0,0,1,1
GIPUZKOA,080,ZUMARRAGA,1,5,B,890,379,26,353,2,351,511,180,70,17,0,0,0,0,0,0,0,0,0,0,3,47,0,0,0,24,0,0,1,0,0,0,0,4,1,0,0,4
GIPUZKOA,080,ZUMARRAGA,1,6,A,804,410,65,345,3,342,394,153,41,19,0,0,0,0,0,0,0,1,0,0,4,78,0,0,0,41,1,0,0,0,0,0,0,4,0,0,0,0
GIPUZKOA,080,ZUMARRAGA,1,6,B,738,336,55,281,1,280,402,147,27,17,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,43,0,0,0,0,1,0,0,1,0,0,1,2
GIPUZKOA,080,ZUMARRAGA,1,7,U,444,189,45,144,2,142,255,43,8,2,0,0,0,0,0,0,0,0,0,0,2,52,0,0,0,31,0,0,0,0,1,1,0,1,0,0,0,1
GIPUZKOA,080,ZUMARRAGA,1,8,U,867,392,56,336,3,333,475,107,48,14,0,0,1,0,0,0,0,0,0,0,5,88,1,0,0,62,0,0,1,0,0,0,0,3,0,0,0,3
GIPUZKOA,081,ZUMAIA,1,1,A,905,395,87,308,4,304,510,28,27,13,0,0,1,0,0,0,1,0,1,0,7,167,0,0,0,57,0,0,0,0,0,0,0,2,0,0,0,0
GIPUZKOA,081,ZUMAIA,1,1,B,677,321,72,249,1,248,356,27,23,12,1,0,0,0,0,0,0,0,0,0,7,138,0,0,0,37,0,0,0,0,0,0,0,1,0,0,0,2
GIPUZKOA,081,ZUMAIA,1,2,A,792,368,69,299,0,299,424,81,34,16,0,0,0,0,0,0,0,0,1,0,5,116,0,0,0,42,0,0,0,0,0,0,1,2,0,0,0,1
GIPUZKOA,081,ZUMAIA,1,2,B,616,260,39,221,1,220,356,74,21,12,0,0,0,0,0,0,1,0,0,0,4,79,0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,081,ZUMAIA,1,3,U,838,393,71,322,2,320,445,114,37,11,0,0,0,0,0,0,0,0,0,0,9,99,0,0,0,46,0,0,0,0,1,0,0,1,0,0,0,2
GIPUZKOA,081,ZUMAIA,1,4,A,682,316,63,253,0,253,366,57,21,6,0,0,0,0,0,0,0,0,0,0,3,129,0,0,0,34,0,0,0,0,1,0,0,0,0,0,1,1
GIPUZKOA,081,ZUMAIA,1,4,B,484,205,47,158,0,158,279,43,21,4,0,0,0,0,0,0,0,0,0,0,4,57,0,0,0,28,0,0,0,0,0,0,0,0,1,0,0,0
GIPUZKOA,081,ZUMAIA,1,5,U,677,298,50,248,0,248,379,55,28,13,0,0,0,0,0,0,0,0,0,0,5,102,0,0,0,44,0,0,0,0,0,0,0,0,0,0,1,0
GIPUZKOA,081,ZUMAIA,1,6,A,730,271,51,220,3,217,459,60,5,8,0,0,0,0,0,0,0,1,0,0,5,101,0,0,0,35,0,0,0,0,0,0,0,1,0,0,1,0
GIPUZKOA,081,ZUMAIA,1,6,B,638,244,52,192,1,191,394,52,15,8,0,0,0,0,0,0,0,0,0,0,6,92,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,901,MENDARO,1,1,A,708,325,39,286,0,286,383,42,21,5,0,0,0,0,0,0,0,0,0,0,5,169,1,1,0,36,0,0,0,0,0,0,0,5,0,0,0,1
GIPUZKOA,901,MENDARO,1,1,B,625,283,36,247,0,247,342,45,22,5,0,0,0,0,0,0,0,0,0,0,8,136,0,0,0,27,0,0,0,0,0,0,0,4,0,0,0,0
GIPUZKOA,902,LASARTE-ORIA,1,1,U,757,339,127,212,1,211,418,59,33,3,0,0,0,0,2,0,0,0,0,0,6,78,0,0,0,26,0,0,0,0,0,1,0,3,0,0,0,0
GIPUZKOA,902,LASARTE-ORIA,1,2,A,616,244,22,222,1,221,372,133,54,6,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,902,LASARTE-ORIA,1,2,B,691,266,29,237,1,236,425,142,48,11,0,0,0,1,0,1,0,0,0,0,0,23,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,1
GIPUZKOA,902,LASARTE-ORIA,1,3,A,821,365,30,335,0,335,456,189,57,8,0,0,0,0,0,1,0,0,0,0,3,53,0,0,1,18,0,0,0,0,0,0,0,3,0,0,0,2
GIPUZKOA,902,LASARTE-ORIA,1,3,B,710,312,25,287,3,284,398,175,47,12,0,0,1,0,0,0,1,0,0,0,2,29,1,0,0,11,0,0,0,0,0,1,0,3,0,0,0,1
GIPUZKOA,902,LASARTE-ORIA,1,4,U,1188,535,72,463,2,461,653,232,68,16,0,0,0,0,0,0,0,0,0,0,6,101,1,0,0,31,0,0,1,0,0,1,0,3,0,0,0,1
GIPUZKOA,902,LASARTE-ORIA,1,5,U,730,323,48,275,0,275,407,94,55,13,0,0,0,0,0,0,0,0,0,0,3,72,0,0,0,33,0,0,3,0,0,1,0,0,0,0,0,1
GIPUZKOA,902,LASARTE-ORIA,1,6,A,585,238,35,203,3,200,347,69,24,10,0,0,0,1,0,0,0,0,0,0,6,65,0,0,0,21,0,0,0,0,0,1,0,2,0,0,0,1
GIPUZKOA,902,LASARTE-ORIA,1,6,B,582,233,51,182,1,181,349,71,17,9,0,0,0,0,0,0,0,0,0,0,3,58,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,902,LASARTE-ORIA,1,7,A,546,274,11,263,1,262,272,154,53,13,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,2
GIPUZKOA,902,LASARTE-ORIA,1,7,B,596,306,19,287,1,286,290,187,53,17,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,1
GIPUZKOA,902,LASARTE-ORIA,1,8,A,543,283,20,263,1,262,260,134,62,9,0,0,2,0,0,0,0,0,0,0,1,36,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2
GIPUZKOA,902,LASARTE-ORIA,1,8,B,550,281,14,267,3,264,269,130,67,9,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,1
GIPUZKOA,902,LASARTE-ORIA,1,9,A,818,334,63,271,1,270,484,92,34,18,0,0,0,0,0,0,0,0,0,0,2,89,1,0,0,31,0,0,0,0,0,0,0,2,0,0,0,1
GIPUZKOA,902,LASARTE-ORIA,1,9,B,928,375,64,311,2,309,553,123,38,15,1,0,0,0,0,0,0,0,0,0,4,82,1,0,0,37,0,0,0,0,0,1,0,5,0,0,0,2
GIPUZKOA,902,LASARTE-ORIA,1,10,U,878,374,26,348,3,345,504,186,60,17,1,0,0,0,0,0,0,0,0,0,5,50,0,0,0,19,0,1,0,0,1,0,0,2,0,0,1,2
GIPUZKOA,902,LASARTE-ORIA,1,11,U,1337,579,87,492,1,491,758,248,75,34,0,0,1,0,0,0,0,0,1,0,16,83,0,0,0,21,0,0,0,0,0,0,0,8,0,0,0,4
GIPUZKOA,902,LASARTE-ORIA,1,12,A,463,199,34,165,0,165,264,80,34,7,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1
GIPUZKOA,902,LASARTE-ORIA,1,12,B,538,214,23,191,1,190,324,95,41,7,0,0,0,0,0,0,0,0,0,0,1,30,0,1,0,11,0,0,0,0,0,0,0,1,0,0,0,3
GIPUZKOA,902,LASARTE-ORIA,1,13,A,553,237,17,220,2,218,316,86,45,10,0,0,0,0,0,1,0,0,0,0,6,52,0,0,0,13,0,0,2,0,0,0,0,1,0,0,1,1
GIPUZKOA,902,LASARTE-ORIA,1,13,B,554,230,12,218,3,215,324,116,39,13,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0
GIPUZKOA,903,ASTIGARRAGA,1,1,A,660,260,87,173,2,171,400,35,29,6,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,36,0,0,1,0,0,0,0,0,3,0,1,1
GIPUZKOA,903,ASTIGARRAGA,1,1,B,674,231,83,148,1,147,443,34,32,6,0,0,0,0,0,0,0,0,0,0,10,41,0,0,0,22,0,0,0,0,0,0,0,2,0,0,0,0
GIPUZKOA,903,ASTIGARRAGA,1,2,A,474,175,55,120,1,119,299,7,8,4,0,0,0,0,0,0,0,0,0,0,2,52,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,1
GIPUZKOA,903,ASTIGARRAGA,1,2,B,521,176,54,122,0,122,345,10,10,6,0,0,0,0,0,0,0,0,0,0,4,55,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,903,ASTIGARRAGA,1,3,A,464,155,56,99,0,99,309,27,9,1,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,903,ASTIGARRAGA,1,3,B,455,139,44,95,1,94,316,19,16,1,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,904,BALIARRAIN,1,1,U,90,38,24,14,0,14,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,905,ORENDAIN,1,1,U,138,68,26,42,0,42,70,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,906,ALTZAGA,1,1,U,120,65,32,33,0,33,55,2,0,6,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,907,GAZTELU,1,1,U,129,67,35,32,0,32,62,0,0,2,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,999,MUNICIPIO CERA GIPUZKOA,1,1,U,13560,2712,84,2628,20,2608,10848,888,468,46,5,2,2,2,1,1,6,1,1,1,70,857,13,0,1,133,0,2,10,6,1,2,0,21,36,0,4,28
BIZKAIA,001,ABADIÑO,1,1,U,840,455,148,307,0,307,385,17,22,10,0,0,0,0,2,0,0,0,0,0,6,208,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,1
BIZKAIA,001,ABADIÑO,1,2,A,705,318,61,257,4,253,387,52,57,9,1,0,0,0,1,2,1,0,0,0,4,110,0,0,0,9,0,0,0,0,4,0,0,1,0,0,0,2
BIZKAIA,001,ABADIÑO,1,2,B,593,241,35,206,0,206,352,75,59,8,0,0,0,1,1,0,0,0,0,0,5,47,0,0,0,5,1,0,0,0,1,1,0,1,0,0,1,0
