TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PSE-PSOE,PP,EB,CDS,EKA,PH,FE-JONS,POSI,PREPAL,PADE,TC-PNC,DN,FE,ARALAR,PNV...(E04),N.I.V.,CUP,UCL,EA...(E04),NOS-UP,EC,PUM+J,PFYV,PASOC,PCPE-LI.(LIT-CI),CL,P.CANNABIS,CE...(E04),FA,PARADOS,B-GV
GIPUZKOA,040,HERNANI,1,2,B,590,266,116,150,0,150,324,41,18,7,0,0,0,0,0,0,0,0,0,0,5,47,0,0,0,31,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,040,HERNANI,1,3,U,929,435,213,222,0,222,494,48,23,5,0,0,0,0,0,0,0,0,0,0,11,77,0,0,0,55,0,0,0,0,0,0,0,3,0,0,0,0
GIPUZKOA,040,HERNANI,1,4,A,776,273,104,169,1,168,503,67,17,4,0,0,0,0,0,0,0,0,0,0,4,43,0,0,0,27,0,0,0,0,0,0,0,2,0,0,0,4
GIPUZKOA,040,HERNANI,1,4,B,749,306,106,200,0,200,443,86,23,13,0,0,0,0,1,0,0,0,0,0,6,37,1,0,0,29,0,0,0,0,0,1,0,0,0,0,0,3
GIPUZKOA,040,HERNANI,1,5,A,739,265,74,191,0,191,474,91,29,20,0,0,1,0,0,0,0,0,0,0,5,25,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0
GIPUZKOA,040,HERNANI,1,6,A,468,219,72,147,1,146,249,62,21,8,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0
GIPUZKOA,040,HERNANI,1,6,B,468,219,61,158,1,157,249,63,37,7,0,0,0,0,0,0,0,0,1,0,3,26,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0
GIPUZKOA,040,HERNANI,1,7,A,399,141,37,104,1,103,258,42,14,8,0,0,0,0,0,0,0,0,0,0,4,21,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,040,HERNANI,1,7,B,501,166,35,131,4,127,335,65,16,5,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0
GIPUZKOA,040,HERNANI,1,8,A,575,200,74,126,1,125,375,52,20,9,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0
GIPUZKOA,040,HERNANI,1,8,B,466,156,57,99,1,98,310,44,16,6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,8,0,0,0,0,1,1,0,3,0,0,0,1
GIPUZKOA,040,HERNANI,1,9,U,523,216,139,77,3,74,307,1,2,3,0,0,0,0,0,0,0,0,1,0,8,46,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,040,HERNANI,1,10,A,734,261,111,150,3,147,473,22,19,8,0,0,0,0,0,0,0,0,0,0,3,58,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,040,HERNANI,1,10,B,587,210,78,132,3,129,377,25,18,8,0,0,0,0,0,0,0,0,0,0,3,50,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,040,HERNANI,1,11,A,459,191,65,126,0,126,268,42,30,5,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,1
GIPUZKOA,040,HERNANI,1,11,B,390,147,53,94,1,93,243,39,17,5,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1
GIPUZKOA,040,HERNANI,1,12,U,841,374,146,228,4,224,467,57,33,8,0,0,0,0,0,0,0,0,0,0,8,82,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,3
GIPUZKOA,040,HERNANI,1,13,A,661,281,113,168,0,168,380,60,27,8,0,0,0,0,0,0,0,0,0,0,14,37,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,1
GIPUZKOA,040,HERNANI,1,13,B,636,274,103,171,0,171,362,74,24,7,0,0,0,0,0,0,0,0,0,0,4,36,1,0,1,21,0,0,1,1,0,0,0,1,0,0,0,0
GIPUZKOA,040,HERNANI,1,14,U,766,246,63,183,2,181,520,80,31,15,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,1
GIPUZKOA,040,HERNANI,1,15,U,705,258,107,151,1,150,447,34,15,12,0,0,0,0,0,0,0,0,0,0,6,52,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1
GIPUZKOA,040,HERNANI,1,16,A,689,264,90,174,1,173,425,69,28,11,0,0,0,0,0,0,0,0,0,0,4,39,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,040,HERNANI,1,16,B,674,266,78,188,3,185,408,81,29,10,0,0,0,0,0,0,0,0,0,0,7,36,0,0,0,20,0,0,0,0,0,1,0,1,0,0,0,0
GIPUZKOA,041,HERNIALDE,1,1,U,251,86,36,50,0,50,165,5,3,5,0,0,0,0,0,0,0,0,0,0,7,23,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,042,IBARRA,1,1,A,769,301,91,210,0,210,468,54,28,3,0,1,0,0,0,0,0,0,0,0,7,93,1,1,0,20,0,0,0,0,0,1,0,1,0,0,0,0
GIPUZKOA,042,IBARRA,1,1,B,734,259,103,156,1,155,475,56,16,7,0,0,0,0,0,0,0,0,0,0,6,48,0,0,0,19,0,0,1,0,0,1,0,1,0,0,0,0
GIPUZKOA,042,IBARRA,1,2,A,649,253,84,169,1,168,396,41,22,7,0,0,0,0,1,1,0,0,0,0,7,61,0,0,0,25,0,0,0,0,0,0,0,2,0,0,1,0
GIPUZKOA,042,IBARRA,1,2,B,591,236,79,157,2,155,355,48,23,4,0,0,0,0,0,0,0,0,0,0,6,44,1,0,0,24,0,0,1,0,0,0,1,1,0,0,2,0
GIPUZKOA,042,IBARRA,1,3,A,502,188,54,134,1,133,314,26,9,8,0,0,0,0,0,0,0,0,0,0,2,46,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,042,IBARRA,1,3,B,408,173,52,121,4,117,235,26,20,8,0,0,0,1,0,0,0,0,0,0,8,39,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0
GIPUZKOA,043,IDIAZABAL,1,1,A,820,449,93,356,0,356,371,15,23,7,0,0,0,0,0,0,0,0,0,0,13,159,0,0,0,138,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,043,IDIAZABAL,1,1,B,960,476,133,343,2,341,484,18,12,3,0,0,0,0,0,0,0,0,0,0,4,164,0,0,0,138,0,0,1,0,0,1,0,0,0,0,0,0
GIPUZKOA,044,IKAZTEGIETA,1,1,U,318,166,74,92,0,92,152,5,3,4,0,0,0,0,0,0,0,0,0,0,2,65,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,045,IRUN,1,1,A,979,447,27,420,3,417,532,123,117,14,1,0,0,0,1,0,0,0,0,0,5,113,0,0,0,38,1,0,1,1,0,0,0,1,0,0,0,1
GIPUZKOA,045,IRUN,1,1,B,856,390,23,367,2,365,466,101,127,11,0,0,0,0,0,0,0,0,0,0,6,89,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,045,IRUN,1,2,A,663,280,34,246,5,241,383,67,46,11,0,0,1,0,0,0,0,0,0,0,4,77,0,0,0,26,0,0,0,0,1,1,0,2,0,0,1,4
GIPUZKOA,045,IRUN,1,2,B,563,248,25,223,3,220,315,74,39,10,0,0,0,0,0,0,0,0,0,0,3,70,1,0,0,20,0,0,1,0,0,0,0,1,0,0,0,1
GIPUZKOA,045,IRUN,1,3,A,831,368,22,346,4,342,463,113,89,22,1,0,0,0,0,0,0,0,0,0,10,80,0,0,0,23,0,0,0,1,0,0,0,1,1,0,0,1
GIPUZKOA,045,IRUN,1,3,B,745,309,20,289,3,286,436,79,77,10,2,1,0,0,0,0,0,0,0,0,7,77,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,2
GIPUZKOA,045,IRUN,1,4,A,593,273,16,257,4,253,320,95,44,7,0,0,0,0,0,0,0,0,0,0,6,76,0,0,0,21,0,0,0,0,0,0,0,4,0,0,0,0
GIPUZKOA,045,IRUN,1,4,B,493,215,30,185,0,185,278,69,33,8,0,0,0,0,0,0,0,0,0,0,3,51,0,0,0,19,0,0,0,0,0,1,0,1,0,0,0,0
GIPUZKOA,045,IRUN,2,1,A,816,322,41,281,1,280,494,100,53,6,0,1,0,0,1,0,0,0,0,0,4,85,0,0,0,23,0,0,0,1,0,0,1,2,0,0,1,2
GIPUZKOA,045,IRUN,2,1,B,687,284,38,246,0,246,403,105,37,12,0,0,0,0,0,0,0,0,0,0,2,79,0,0,0,7,0,0,0,0,0,1,0,2,0,0,0,1
GIPUZKOA,045,IRUN,2,2,A,949,307,18,289,1,288,642,135,59,10,0,1,0,0,1,0,0,0,0,0,3,59,4,0,0,14,0,0,0,0,0,0,0,1,0,0,0,1
GIPUZKOA,045,IRUN,2,2,B,880,301,22,279,2,277,579,123,67,10,0,0,0,1,0,0,0,0,0,0,0,61,0,0,0,10,0,0,1,0,0,2,0,1,0,0,0,1
GIPUZKOA,045,IRUN,2,3,U,744,282,38,244,5,239,462,62,35,4,0,0,0,0,0,0,0,0,1,0,0,118,1,0,0,12,0,0,0,0,0,0,0,5,0,0,0,1
GIPUZKOA,045,IRUN,2,4,A,752,229,19,210,1,209,523,65,48,8,0,0,0,0,0,0,0,0,0,0,8,52,1,0,0,19,0,0,0,0,0,2,0,4,0,0,0,2
GIPUZKOA,045,IRUN,2,4,B,707,238,19,219,1,218,469,96,45,12,0,1,0,0,0,0,0,0,0,0,5,41,0,0,0,13,0,0,1,0,0,0,0,2,0,0,0,2
GIPUZKOA,045,IRUN,2,5,A,677,237,34,203,1,202,440,62,35,10,0,0,0,0,0,0,0,0,0,0,4,69,2,0,0,18,0,0,0,0,0,0,0,0,1,0,0,1
GIPUZKOA,045,IRUN,2,5,B,633,214,26,188,0,188,419,64,31,11,0,0,0,0,0,0,0,0,0,0,3,68,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0
GIPUZKOA,045,IRUN,2,6,A,650,303,24,279,1,278,347,77,55,12,0,1,0,0,0,0,0,0,0,0,3,95,0,0,1,28,0,0,1,1,0,0,0,2,0,0,1,1
GIPUZKOA,045,IRUN,2,6,B,688,297,34,263,3,260,391,96,47,9,0,0,0,0,0,0,0,0,1,0,7,68,0,0,0,28,0,0,1,0,0,0,0,2,0,0,1,0
GIPUZKOA,045,IRUN,2,6,C,644,296,25,271,0,271,348,98,55,7,0,0,0,0,1,0,0,0,2,0,2,79,0,0,0,22,0,0,0,0,0,0,0,3,0,0,0,2
GIPUZKOA,045,IRUN,2,7,A,790,324,27,297,2,295,466,129,41,12,1,0,0,0,0,0,0,0,0,0,4,77,1,0,0,21,0,0,4,0,0,0,0,4,0,0,0,1
GIPUZKOA,045,IRUN,2,7,B,805,312,33,279,0,279,493,134,43,13,0,0,0,0,0,1,0,0,0,0,3,71,1,0,0,10,1,0,0,0,0,1,0,1,0,0,0,0
GIPUZKOA,045,IRUN,2,8,A,769,313,27,286,0,286,456,111,45,12,0,0,0,0,0,0,0,0,0,0,9,84,1,0,1,20,0,0,0,0,0,0,0,2,0,0,0,1
GIPUZKOA,045,IRUN,2,8,B,761,307,25,282,1,281,454,133,51,16,0,0,0,0,0,0,0,0,1,0,2,61,0,0,0,12,0,0,1,0,0,0,0,3,0,0,0,1
GIPUZKOA,045,IRUN,3,1,A,821,361,19,342,4,338,460,86,112,12,1,1,0,0,1,0,0,0,0,0,3,85,0,0,0,32,0,0,0,0,0,1,0,2,0,0,0,2
GIPUZKOA,045,IRUN,3,1,B,753,319,18,301,2,299,434,82,106,11,0,1,0,0,1,0,0,0,0,0,2,71,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,5
GIPUZKOA,045,IRUN,3,2,A,526,241,8,233,1,232,285,113,62,13,0,0,1,0,0,0,0,0,0,0,2,30,0,0,0,5,0,0,0,0,0,1,0,5,0,0,0,0
GIPUZKOA,045,IRUN,3,2,B,494,240,13,227,1,226,254,101,76,6,0,0,1,0,0,0,0,0,0,0,2,29,0,0,0,6,0,0,1,0,0,1,0,2,0,0,1,0
GIPUZKOA,045,IRUN,3,3,A,508,183,8,175,0,175,325,86,40,2,1,0,0,0,0,0,0,0,0,0,0,33,0,0,0,10,0,0,0,1,0,1,0,0,0,0,0,1
GIPUZKOA,045,IRUN,3,3,B,447,184,9,175,2,173,263,76,50,5,1,0,0,0,0,0,0,0,0,0,1,29,0,0,0,6,0,0,1,0,0,0,0,2,0,0,0,2
GIPUZKOA,045,IRUN,3,4,A,405,166,5,161,0,161,239,92,46,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
GIPUZKOA,045,IRUN,3,4,B,458,173,7,166,2,164,285,87,39,10,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,5,0,0,0,0,0,0,0,2,0,1,0,2
GIPUZKOA,045,IRUN,3,5,A,617,284,11,273,1,272,333,129,64,9,0,0,0,0,0,0,0,0,0,0,3,50,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,1
GIPUZKOA,045,IRUN,3,5,B,649,268,11,257,2,255,381,131,66,8,0,0,0,0,1,0,0,0,0,0,1,32,1,0,0,13,0,0,1,0,0,0,0,0,0,0,0,1
GIPUZKOA,045,IRUN,3,6,A,570,252,10,242,2,240,318,82,81,2,0,0,0,0,0,0,0,0,0,0,2,56,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,3
GIPUZKOA,045,IRUN,3,6,B,531,232,16,216,3,213,299,65,84,4,0,0,0,0,1,0,0,0,0,0,2,41,0,0,0,12,0,0,1,0,0,1,0,0,0,0,0,2
GIPUZKOA,045,IRUN,3,7,A,624,282,15,267,1,266,342,119,74,5,0,0,0,0,0,0,0,0,0,0,1,53,0,0,0,9,0,0,0,0,0,1,0,2,0,0,0,2
GIPUZKOA,045,IRUN,3,7,B,601,283,10,273,2,271,318,116,73,15,0,0,0,0,2,0,0,0,0,0,3,40,0,0,0,16,0,0,0,0,0,1,0,3,0,0,0,2
GIPUZKOA,045,IRUN,3,8,A,531,226,3,223,0,223,305,107,64,6,0,0,0,0,0,0,0,0,0,0,1,39,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0
GIPUZKOA,045,IRUN,3,8,B,502,231,8,223,2,221,271,96,70,6,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,2
GIPUZKOA,045,IRUN,3,9,A,660,283,8,275,0,275,377,127,56,4,0,0,1,0,0,0,0,0,0,0,3,67,0,1,0,13,0,0,0,0,0,0,0,2,0,0,0,1
GIPUZKOA,045,IRUN,3,9,B,617,245,13,232,0,232,372,91,59,16,0,0,0,0,0,0,0,0,1,0,0,52,0,0,0,10,0,1,0,0,0,0,0,2,0,0,0,0
GIPUZKOA,045,IRUN,3,10,A,584,265,5,260,2,258,319,147,55,8,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,4,1,0,0,0,2,0,0,0,0,0,1,3
GIPUZKOA,045,IRUN,3,10,B,603,284,4,280,1,279,319,177,48,2,0,0,1,0,1,0,0,0,1,0,1,37,0,0,0,6,0,0,1,0,0,0,0,1,1,0,1,1
GIPUZKOA,045,IRUN,3,11,A,484,190,22,168,0,168,294,84,25,5,0,0,0,0,0,0,0,0,0,0,8,38,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,045,IRUN,3,11,B,524,224,19,205,0,205,300,100,34,9,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,20,0,0,1,0,0,0,0,2,0,0,0,0
GIPUZKOA,045,IRUN,3,12,A,631,304,8,296,1,295,327,146,69,17,0,1,0,0,0,0,0,0,0,0,2,41,0,0,0,16,1,0,0,0,1,0,0,1,0,0,0,0
GIPUZKOA,045,IRUN,3,12,B,600,287,11,276,6,270,313,124,71,11,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,12,1,0,0,0,1,0,0,1,0,0,0,0
GIPUZKOA,045,IRUN,3,13,A,796,356,12,344,1,343,440,162,105,9,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,6,0,0,0,0,0,0,0,2,0,0,1,2
GIPUZKOA,045,IRUN,3,13,B,804,349,12,337,2,335,455,144,109,16,0,0,2,0,0,0,0,0,0,0,1,45,0,0,0,8,0,0,0,0,1,1,0,0,0,0,2,6
GIPUZKOA,045,IRUN,3,14,A,571,231,17,214,0,214,340,110,34,12,0,0,0,0,0,0,0,0,1,0,2,43,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,1
GIPUZKOA,045,IRUN,3,14,B,549,203,12,191,1,190,346,98,37,7,0,1,0,0,1,0,0,0,0,0,1,30,0,0,0,12,0,0,1,0,0,0,0,1,0,0,1,0
GIPUZKOA,045,IRUN,3,15,A,919,410,24,386,5,381,509,171,73,13,0,0,0,0,0,0,0,0,0,0,2,94,0,0,0,21,1,0,0,0,1,1,0,1,0,0,1,2
GIPUZKOA,045,IRUN,3,15,B,909,411,27,384,5,379,498,172,94,18,0,0,0,0,0,0,0,0,0,0,3,67,1,0,0,15,0,0,2,0,1,0,0,4,0,0,0,2
GIPUZKOA,045,IRUN,3,16,U,662,244,8,236,1,235,418,107,71,6,0,0,1,0,0,0,0,0,0,0,1,30,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0
GIPUZKOA,045,IRUN,3,17,A,768,277,24,253,0,253,491,94,68,14,0,0,0,1,1,0,0,0,0,0,1,55,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,045,IRUN,3,17,B,748,284,11,273,2,271,464,118,61,10,0,0,0,0,1,0,0,0,0,0,2,48,1,0,0,26,0,0,0,0,0,0,0,1,0,0,0,3
GIPUZKOA,045,IRUN,3,18,A,458,192,12,180,2,178,266,87,46,4,0,0,0,0,0,0,1,0,0,0,0,28,0,0,0,9,0,0,1,0,0,0,0,2,0,0,0,0
GIPUZKOA,045,IRUN,3,18,B,476,211,10,201,0,201,265,107,40,4,0,0,1,0,0,0,0,1,0,0,0,36,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,045,IRUN,3,19,U,853,276,17,259,3,256,577,75,64,21,2,0,0,0,0,0,0,0,0,0,1,69,3,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,045,IRUN,4,1,U,608,248,13,235,0,235,360,145,38,11,0,0,0,0,0,0,0,0,0,0,4,31,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
GIPUZKOA,045,IRUN,4,2,U,800,394,17,377,3,374,406,221,76,10,1,0,0,0,0,0,0,0,0,0,2,50,0,0,0,6,0,0,5,0,1,0,0,1,0,0,0,1
GIPUZKOA,045,IRUN,4,3,A,714,285,9,276,5,271,429,156,51,6,0,0,0,0,1,0,0,0,1,0,1,38,2,0,0,12,0,0,1,0,0,0,0,1,0,0,0,1
GIPUZKOA,045,IRUN,4,3,B,678,264,15,249,2,247,414,146,46,5,0,0,0,1,0,0,0,0,0,0,0,29,1,0,0,16,0,0,0,0,1,0,0,0,0,0,1,1
GIPUZKOA,045,IRUN,4,4,U,763,323,23,300,3,297,440,95,69,10,0,0,0,0,0,0,0,0,0,0,0,88,1,0,0,25,0,2,0,0,0,4,0,1,0,0,0,2
GIPUZKOA,045,IRUN,4,5,A,574,225,17,208,0,208,349,83,36,6,0,0,1,0,0,0,1,0,0,0,1,53,1,0,0,22,0,0,0,0,1,0,0,2,0,0,0,1
GIPUZKOA,045,IRUN,4,5,B,491,198,17,181,1,180,293,81,31,8,0,0,1,0,0,0,0,0,0,0,2,46,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1
GIPUZKOA,045,IRUN,4,6,A,648,227,28,199,0,199,421,71,36,15,0,0,0,0,1,0,0,0,0,0,2,57,1,0,0,10,0,0,0,0,0,0,0,4,0,0,0,2
GIPUZKOA,045,IRUN,4,6,B,687,263,43,220,0,220,424,84,41,13,0,0,0,0,2,0,0,0,0,0,2,60,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,2
GIPUZKOA,045,IRUN,4,6,C,654,248,31,217,1,216,406,84,43,14,0,0,0,0,0,0,0,0,0,0,6,49,0,0,0,15,0,0,0,0,3,0,0,2,0,0,0,0
GIPUZKOA,045,IRUN,4,7,U,800,294,60,234,2,232,506,71,41,7,0,0,0,0,0,0,0,0,0,0,1,93,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,3
GIPUZKOA,045,IRUN,4,8,U,812,371,25,346,3,343,441,133,72,17,0,0,0,0,1,0,0,0,0,0,7,95,0,0,0,12,0,0,0,0,0,1,0,2,1,0,0,2
GIPUZKOA,046,IRURA,1,1,U,880,330,123,207,2,205,550,33,19,6,0,0,0,0,0,0,0,0,0,0,6,102,0,0,0,37,0,1,0,0,0,1,0,0,0,0,0,0
GIPUZKOA,047,ITSASONDO,1,1,U,468,213,98,115,0,115,255,9,7,6,0,0,0,0,0,0,0,0,0,0,6,69,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,048,LARRAUL,1,1,U,131,50,22,28,0,28,81,2,0,1,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
GIPUZKOA,049,LAZKAO,1,1,A,863,435,106,329,3,326,428,80,36,14,0,1,0,0,0,0,0,0,0,0,5,153,0,0,0,32,0,0,1,0,0,0,0,2,0,0,0,2
GIPUZKOA,049,LAZKAO,1,1,B,704,337,67,270,2,268,367,72,45,9,0,1,0,0,0,0,0,0,0,0,4,101,0,0,1,30,0,0,0,0,1,0,0,2,0,0,0,2
GIPUZKOA,049,LAZKAO,1,2,A,707,307,94,213,2,211,400,51,20,6,0,0,0,0,0,0,0,1,0,0,3,94,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,3
GIPUZKOA,049,LAZKAO,1,2,B,735,299,96,203,2,201,436,57,21,8,0,0,0,0,0,0,0,0,0,0,1,72,0,0,0,39,0,0,0,0,0,1,0,0,0,1,0,1
GIPUZKOA,049,LAZKAO,1,3,A,563,291,71,220,1,219,272,29,23,7,0,0,1,0,0,0,0,0,0,0,2,110,0,0,0,46,0,0,0,0,0,0,0,0,1,0,0,0
GIPUZKOA,049,LAZKAO,1,3,B,548,249,55,194,0,194,299,31,17,5,0,0,1,0,1,0,1,0,0,0,4,100,0,0,0,33,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,050,LEABURU,1,1,U,319,177,108,69,0,69,142,0,4,2,0,0,0,0,0,0,0,0,0,0,7,52,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,051,LEGAZPI,1,1,A,733,334,45,289,2,287,399,48,34,12,0,0,0,0,0,0,0,0,1,0,9,104,0,0,0,74,0,0,1,0,0,1,0,1,0,0,0,2
GIPUZKOA,051,LEGAZPI,1,1,B,668,289,46,243,2,241,379,52,31,10,1,0,0,0,0,0,0,0,0,0,3,85,0,0,0,57,0,0,0,0,0,1,0,0,0,0,0,1
GIPUZKOA,051,LEGAZPI,1,2,A,970,430,72,358,2,356,540,45,53,6,0,0,0,0,0,0,0,0,1,0,10,157,0,0,0,81,0,1,0,0,0,2,0,0,0,0,0,0
GIPUZKOA,051,LEGAZPI,1,2,B,767,333,44,289,0,289,434,35,26,9,0,0,0,0,0,0,0,0,0,0,13,139,0,0,0,62,0,0,0,0,0,1,0,2,0,0,0,2
GIPUZKOA,051,LEGAZPI,1,3,A,441,214,40,174,2,172,227,49,28,4,0,1,0,0,0,0,0,0,1,0,2,58,0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,051,LEGAZPI,1,3,B,414,200,31,169,0,169,214,44,20,13,0,0,0,0,0,0,0,0,1,0,3,67,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1
GIPUZKOA,051,LEGAZPI,1,4,A,463,230,35,195,2,193,233,62,27,11,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,2
GIPUZKOA,051,LEGAZPI,1,4,B,472,238,23,215,3,212,234,58,36,13,0,0,0,0,0,0,0,0,0,0,6,57,0,0,0,38,0,1,0,0,0,3,0,0,0,0,0,0
GIPUZKOA,051,LEGAZPI,1,5,A,604,252,36,216,2,214,352,92,33,3,0,0,0,1,0,0,0,0,4,0,2,47,0,0,0,22,0,0,0,0,0,5,0,4,0,0,0,1
GIPUZKOA,051,LEGAZPI,1,5,B,569,222,19,203,0,203,347,82,38,6,0,0,0,0,0,0,0,0,1,0,6,39,0,0,0,27,0,0,1,0,0,0,0,1,0,0,0,2
GIPUZKOA,051,LEGAZPI,1,6,U,816,338,56,282,2,280,478,97,35,10,0,0,0,0,1,0,0,0,1,0,3,81,0,0,0,46,0,0,0,0,0,1,1,3,0,0,0,1
GIPUZKOA,051,LEGAZPI,1,7,A,264,136,27,109,0,109,128,3,0,3,0,0,0,0,0,0,0,0,0,0,5,69,0,0,0,27,1,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,051,LEGAZPI,1,7,B,194,68,15,53,1,52,126,13,5,2,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0
GIPUZKOA,052,LEGORRETA,1,1,A,582,303,77,226,0,226,279,44,14,6,0,0,1,0,0,0,0,0,0,0,5,132,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,2
GIPUZKOA,052,LEGORRETA,1,1,B,568,308,86,222,3,219,260,28,19,5,0,0,0,0,0,0,0,0,0,0,5,133,0,0,0,23,0,0,0,0,0,1,2,1,0,0,0,2
GIPUZKOA,053,LEZO,1,1,A,812,338,103,235,2,233,474,73,14,9,0,0,0,0,1,0,0,0,0,0,6,79,1,0,0,45,0,0,1,1,0,0,0,2,0,0,0,1
GIPUZKOA,053,LEZO,1,1,B,875,363,117,246,4,242,512,80,22,7,0,0,0,0,0,0,0,0,0,0,10,88,0,0,0,30,0,0,0,0,0,2,0,2,0,0,0,1
GIPUZKOA,053,LEZO,1,2,A,426,133,56,77,0,77,293,26,7,7,0,0,2,0,0,0,0,0,0,0,1,23,0,0,0,8,0,0,0,0,0,1,0,1,0,0,0,1
GIPUZKOA,053,LEZO,1,2,B,394,135,49,86,1,85,259,26,9,4,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,053,LEZO,1,3,A,574,185,57,128,0,128,389,36,10,8,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,2
GIPUZKOA,053,LEZO,1,3,B,653,207,88,119,0,119,446,33,16,7,0,0,1,0,0,0,0,0,0,0,1,48,0,0,0,11,0,0,0,0,0,1,0,1,0,0,0,0
GIPUZKOA,053,LEZO,1,4,A,586,196,86,110,1,109,390,39,21,9,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,2
GIPUZKOA,053,LEZO,1,4,B,567,166,57,109,1,108,401,51,14,9,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1
GIPUZKOA,054,LIZARTZA,1,1,U,516,283,191,92,2,90,233,5,5,0,0,0,0,0,0,0,0,0,0,0,2,59,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2
