TH,Cod.Comarca,Cod.Municipio,AMBITO,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PSE-PSOE,PP,EB,CDS,EKA,PH,FE-JONS,POSI,PREPAL,PADE,TC-PNC,DN,FE,ARALAR,PNV...(E04),N.I.V.,CUP,UCL,EA...(E04),NOS-UP,EC,PUM+J,PFYV,PASOC,PCPE-LI.(LIT-CI),CL,P.CANNABIS,CE...(E04),FA,PARADOS,B-GV
GIPUZKOA,002,036,HONDARRIBIA,12709,5150,728,4422,29,4393,7559,785,626,161,0,1,1,0,3,1,0,0,0,0,106,2033,6,1,0,601,3,0,3,2,0,6,0,27,1,0,3,23
GIPUZKOA,002,045,IRUN,48157,19887,1392,18495,120,18375,28270,7690,4225,704,11,9,11,4,19,1,2,1,9,0,189,4095,26,2,2,1073,6,3,27,5,15,25,1,112,4,2,14,88
GIPUZKOA,002,053,LEZO,4887,1723,613,1110,9,1101,3164,364,113,60,0,0,3,0,1,0,0,0,0,0,26,362,1,0,0,150,0,0,1,1,0,4,0,7,0,0,0,8
GIPUZKOA,002,063,OIARTZUN,7767,3243,1527,1716,14,1702,4524,185,175,87,0,0,0,0,0,1,0,0,0,0,73,714,0,0,0,448,0,0,0,0,1,1,0,8,1,0,0,8
GIPUZKOA,002,064,PASAIA,13236,5017,1246,3771,20,3751,8219,1333,659,180,1,2,2,0,4,3,0,1,1,1,41,930,3,1,1,515,1,0,2,3,1,7,0,26,4,0,6,23
GIPUZKOA,002,067,ERRENTERIA,32628,12907,2421,10486,67,10419,19721,4816,1717,602,0,2,7,3,10,1,2,3,1,2,118,2123,12,0,0,843,2,0,7,3,6,16,0,77,1,1,14,30
GIPUZKOA,003,001,ABALTZISKETA,229,84,22,62,0,62,145,0,2,3,0,0,0,0,0,0,0,0,0,0,8,43,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,003,002,ADUNA,288,154,68,86,0,86,134,3,1,3,0,1,0,0,0,0,0,0,0,0,7,46,0,0,0,24,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,003,004,ALBIZTUR,247,97,13,84,0,84,150,1,2,1,0,0,0,0,0,0,0,0,0,0,2,62,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,003,005,ALEGIA,1370,574,199,375,4,371,796,38,29,10,0,0,0,0,0,0,0,0,0,0,11,166,0,0,0,114,0,0,0,0,0,2,0,1,0,0,0,0
GIPUZKOA,003,006,ALKIZA,239,90,18,72,2,70,149,0,0,5,0,0,0,0,0,0,0,0,0,0,5,51,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,003,007,ALTZO,273,131,71,60,1,59,142,0,3,1,1,0,0,0,0,0,0,0,0,0,5,35,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2
GIPUZKOA,003,008,AMEZKETA,828,313,142,171,2,169,515,0,13,9,0,0,0,0,0,0,0,0,0,0,8,94,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,003,009,ANDOAIN,11754,4900,947,3953,19,3934,6854,1470,639,184,2,6,1,0,7,3,1,1,0,1,63,1063,3,0,0,436,0,1,4,0,7,1,0,21,7,0,1,12
GIPUZKOA,003,010,ANOETA,1426,551,212,339,4,335,875,68,54,11,0,0,1,0,0,0,0,0,0,0,12,142,0,0,0,37,0,0,0,0,0,1,0,7,0,0,1,1
GIPUZKOA,003,012,ARAMA,134,79,33,46,0,46,55,2,4,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1
GIPUZKOA,003,014,ASTEASU,1091,380,153,227,2,225,711,20,13,13,0,0,0,0,0,0,0,0,0,0,10,96,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,003,015,ATAUN,1338,807,393,414,1,413,531,13,1,8,0,0,0,0,0,0,0,0,0,0,28,243,0,0,0,117,0,0,0,0,0,2,0,0,0,0,1,0
GIPUZKOA,003,019,BEASAIN,10152,4278,675,3603,18,3585,5874,950,438,145,0,1,0,0,0,4,1,1,0,0,91,1428,0,0,0,486,23,0,0,0,1,0,0,7,0,0,1,8
GIPUZKOA,003,021,BELAUNTZA,262,77,31,46,0,46,185,0,3,0,0,0,0,0,0,0,0,0,0,0,5,28,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0
GIPUZKOA,003,022,BERASTEGI,796,293,99,194,2,192,503,11,6,8,0,0,0,0,0,0,0,0,0,0,2,106,0,0,0,56,0,0,0,0,0,1,0,0,0,0,0,2
GIPUZKOA,003,023,BERROBI,446,171,69,102,0,102,275,5,9,1,0,0,0,0,0,0,0,0,0,0,3,69,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2
GIPUZKOA,003,025,ZEGAMA,1102,668,179,489,3,486,434,6,10,2,0,0,0,0,0,0,0,0,0,0,11,157,0,0,0,297,0,0,0,0,0,1,0,1,0,0,1,0
GIPUZKOA,003,026,ZERAIN,214,145,60,85,0,85,69,1,0,0,0,0,0,0,0,0,0,0,0,0,4,64,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,003,028,ZIZURKIL,2285,879,284,595,5,590,1406,146,83,22,0,0,1,0,0,0,0,0,0,1,16,239,0,0,0,72,0,0,1,3,0,1,0,2,0,0,0,3
GIPUZKOA,003,031,ELDUAIN,180,94,57,37,1,36,86,2,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,003,035,EZKIO-ITSASO,465,217,101,116,1,115,248,0,0,3,0,0,0,0,0,0,0,0,0,0,8,59,0,0,0,43,0,0,0,0,1,0,0,1,0,0,0,0
GIPUZKOA,003,037,GAINTZA,106,46,11,35,1,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
GIPUZKOA,003,038,GABIRIA,340,190,41,149,3,146,150,1,1,1,0,0,0,0,0,0,0,0,0,0,10,54,0,0,0,78,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,003,041,HERNIALDE,251,86,36,50,0,50,165,5,3,5,0,0,0,0,0,0,0,0,0,0,7,23,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,003,042,IBARRA,3653,1410,463,947,9,938,2243,251,118,37,0,1,0,1,1,1,0,0,0,0,36,331,2,1,0,144,0,0,2,0,0,2,1,5,0,0,4,0
GIPUZKOA,003,043,IDIAZABAL,1780,925,226,699,2,697,855,33,35,10,0,0,0,0,0,0,0,0,0,0,17,323,0,0,0,276,0,0,1,0,0,1,0,1,0,0,0,0
GIPUZKOA,003,044,IKAZTEGIETA,318,166,74,92,0,92,152,5,3,4,0,0,0,0,0,0,0,0,0,0,2,65,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,003,046,IRURA,880,330,123,207,2,205,550,33,19,6,0,0,0,0,0,0,0,0,0,0,6,102,0,0,0,37,0,1,0,0,0,1,0,0,0,0,0,0
GIPUZKOA,003,047,ITSASONDO,468,213,98,115,0,115,255,9,7,6,0,0,0,0,0,0,0,0,0,0,6,69,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,003,048,LARRAUL,131,50,22,28,0,28,81,2,0,1,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
GIPUZKOA,003,049,LAZKAO,4120,1918,489,1429,10,1419,2202,320,162,49,0,2,2,0,1,0,1,1,0,0,19,630,0,0,1,212,0,0,1,0,1,1,0,6,1,1,0,8
GIPUZKOA,003,050,LEABURU,319,177,108,69,0,69,142,0,4,2,0,0,0,0,0,0,0,0,0,0,7,52,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,003,051,LEGAZPI,7375,3284,489,2795,18,2777,4091,680,366,102,1,1,0,1,1,0,0,0,10,0,68,975,0,0,0,525,1,2,2,0,0,14,1,15,0,0,0,12
GIPUZKOA,003,052,LEGORRETA,1150,611,163,448,3,445,539,72,33,11,0,0,1,0,0,0,0,0,0,0,10,265,0,0,0,44,0,0,0,0,0,1,2,2,0,0,0,4
GIPUZKOA,003,054,LIZARTZA,516,283,191,92,2,90,233,5,5,0,0,0,0,0,0,0,0,0,0,0,2,59,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2
GIPUZKOA,003,057,MUTILOA,134,59,25,34,1,33,75,0,0,2,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,003,058,OLABERRIA,797,346,63,283,0,283,451,85,43,10,0,0,0,0,0,0,0,0,0,0,4,113,2,0,0,24,0,0,0,0,0,1,0,0,1,0,0,0
GIPUZKOA,003,060,OREXA,73,62,57,5,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,003,062,ORMAIZTEGI,1015,525,138,387,2,385,490,35,16,8,0,0,0,0,0,0,0,0,0,0,8,235,0,0,0,77,0,0,1,1,1,0,0,1,0,0,0,2
GIPUZKOA,003,070,SEGURA,1012,626,220,406,7,399,386,13,9,7,0,0,0,0,0,0,0,0,0,0,3,174,0,0,0,191,1,0,0,0,1,0,0,0,0,0,0,0
GIPUZKOA,003,071,TOLOSA,14767,6011,1431,4580,33,4547,8756,857,671,214,0,19,2,1,5,1,1,0,0,0,179,1743,3,15,0,780,2,0,4,7,0,3,2,16,5,0,2,15
GIPUZKOA,003,075,VILLABONA,4649,1810,517,1293,14,1279,2839,285,166,49,0,1,0,0,0,0,0,0,1,0,29,514,2,0,0,211,0,1,2,2,0,2,2,4,0,0,0,8
GIPUZKOA,003,076,ORDIZIA,7259,3346,737,2609,9,2600,3913,676,403,136,0,5,0,1,2,1,0,1,0,0,61,903,1,0,0,385,0,0,0,0,2,4,0,10,0,1,3,5
GIPUZKOA,003,077,URRETXU,5544,2692,502,2190,18,2172,2852,645,256,88,0,0,0,0,0,0,0,1,11,0,44,612,5,2,0,481,0,0,0,0,0,3,0,9,1,0,5,9
GIPUZKOA,003,078,ZALDIBIA,1217,694,383,311,1,310,523,36,14,8,0,0,0,0,0,0,0,0,0,0,90,117,2,0,0,41,0,0,0,0,0,0,0,0,0,0,0,2
GIPUZKOA,003,080,ZUMARRAGA,8501,3908,508,3400,25,3375,4593,1300,494,150,0,1,2,0,3,0,0,2,4,0,33,819,2,0,0,495,1,0,3,1,3,4,0,35,1,0,7,15
GIPUZKOA,003,904,BALIARRAIN,90,38,24,14,0,14,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,003,905,ORENDAIN,138,68,26,42,0,42,70,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,003,906,ALTZAGA,120,65,32,33,0,33,55,2,0,6,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,003,907,GAZTELU,129,67,35,32,0,32,62,0,0,2,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,004,003,AIZARNAZABAL,470,203,94,109,2,107,267,4,1,1,0,0,0,0,0,0,0,0,0,0,7,61,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,004,011,ANTZUOLA,1654,854,293,561,4,557,800,115,34,11,0,0,0,0,0,0,0,0,0,0,31,241,0,0,0,120,0,1,0,0,0,1,0,2,0,0,0,1
GIPUZKOA,004,013,ARETXABALETA,5256,2303,551,1752,8,1744,2953,392,150,70,0,0,1,0,3,0,0,0,0,0,144,649,2,0,0,302,0,0,0,1,1,2,1,15,1,0,2,8
GIPUZKOA,004,016,AIA,1387,531,108,423,1,422,856,4,11,10,0,0,0,0,0,0,0,0,0,0,7,320,0,0,0,68,0,0,0,0,0,1,1,0,0,0,0,0
GIPUZKOA,004,017,AZKOITIA,8577,4131,680,3451,16,3435,4446,470,334,75,0,4,1,0,4,0,0,0,9,0,66,2084,5,0,0,351,0,0,0,0,4,6,0,14,0,0,1,7
GIPUZKOA,004,018,AZPEITIA,11256,5076,1159,3917,23,3894,6180,297,276,54,1,4,0,1,3,0,1,1,1,0,74,2271,1,0,1,874,0,6,1,0,2,3,1,12,1,0,2,6
GIPUZKOA,004,020,BEIZAMA,140,81,31,50,1,49,59,0,1,0,0,0,0,0,0,0,0,0,0,0,2,37,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
GIPUZKOA,004,024,BIDEGOIAN,355,176,59,117,2,115,179,1,2,0,0,0,1,0,0,0,0,0,0,0,3,48,0,0,0,58,0,0,1,1,0,0,0,0,0,0,0,0
GIPUZKOA,004,027,ZESTOA,2612,1320,452,868,4,864,1292,45,30,14,0,0,0,0,0,0,0,0,0,0,27,535,0,0,0,210,0,0,0,0,0,1,0,1,0,0,0,1
GIPUZKOA,004,029,DEBA,4335,2118,468,1650,8,1642,2217,186,132,91,1,0,0,0,0,0,1,0,0,0,39,652,2,0,0,517,0,2,0,1,1,3,0,10,0,0,0,4
GIPUZKOA,004,030,EIBAR,24015,10734,1262,9472,56,9416,13281,3267,1556,359,2,1,3,2,4,0,1,0,5,1,126,3009,4,0,0,974,2,0,6,2,5,6,0,49,4,2,6,20
GIPUZKOA,004,032,ELGOIBAR,9026,4466,651,3815,47,3768,4560,788,483,107,0,0,2,0,0,0,1,1,1,0,61,1824,2,0,0,455,0,0,2,1,0,1,0,17,6,1,1,14
GIPUZKOA,004,033,ELGETA,854,455,100,355,2,353,399,22,17,11,0,0,0,0,0,0,0,0,0,0,76,190,0,0,1,31,0,0,0,3,0,0,0,1,0,0,0,1
GIPUZKOA,004,034,ESKORIATZA,3284,1328,336,992,0,992,1956,277,93,50,0,0,0,0,3,0,0,0,0,0,18,355,0,0,0,183,0,0,3,0,0,0,0,5,0,0,0,5
GIPUZKOA,004,039,GETARIA,1986,1164,313,851,4,847,822,29,25,9,0,1,0,0,0,0,0,0,0,0,72,574,0,0,0,136,0,0,0,0,0,0,0,1,0,0,0,0
GIPUZKOA,004,055,ARRASATE / MONDRAGON,19515,8547,1831,6716,34,6682,10968,1952,881,430,1,1,0,0,8,1,3,2,1,0,217,2115,4,2,0,962,2,1,7,12,3,13,0,39,0,0,3,22
GIPUZKOA,004,056,MUTRIKU,3958,2047,670,1377,5,1372,1911,69,114,23,0,0,0,0,0,0,0,0,0,0,29,996,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,2
GIPUZKOA,004,059,OÑATI,8920,3891,845,3046,13,3033,5029,329,266,80,0,0,0,2,1,1,0,2,0,0,178,1682,0,0,0,466,0,0,1,0,0,3,0,12,1,0,2,7
GIPUZKOA,004,061,ORIO,3727,1577,310,1267,5,1262,2150,168,75,29,0,0,1,0,0,0,0,0,0,0,36,756,1,0,0,184,0,0,2,0,0,0,0,6,0,0,1,3
GIPUZKOA,004,065,SORALUZE-PLACENCIA DE LAS ARMAS,3493,1715,387,1328,7,1321,1778,308,241,26,0,2,0,0,0,0,0,0,0,0,26,559,0,2,0,133,0,0,0,0,1,3,0,7,5,0,0,8
GIPUZKOA,004,066,ERREZIL,506,193,101,92,0,92,313,2,2,1,0,0,0,0,0,0,0,0,0,0,1,71,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0
GIPUZKOA,004,068,LEINTZ-GATZAGA,213,122,49,73,0,73,91,1,1,3,0,0,0,0,0,0,0,0,0,0,5,52,1,0,0,5,0,0,0,0,0,1,0,4,0,0,0,0
GIPUZKOA,004,074,BERGARA,12534,5296,1242,4054,21,4033,7238,666,342,177,2,0,2,0,1,1,1,0,0,0,304,1835,5,0,0,652,0,1,1,1,0,6,0,11,0,0,2,23
GIPUZKOA,004,079,ZARAUTZ,17355,7789,1294,6495,32,6463,9566,1223,899,216,0,1,0,0,3,1,0,0,0,0,269,2300,2,0,0,1494,2,4,1,2,2,5,0,18,3,0,1,17
GIPUZKOA,004,081,ZUMAIA,7039,3071,601,2470,12,2458,3968,591,232,103,1,0,1,0,0,0,2,1,2,0,55,1080,0,0,0,369,0,0,0,0,2,0,1,8,1,0,3,6
GIPUZKOA,004,901,MENDARO,1333,608,75,533,0,533,725,87,43,10,0,0,0,0,0,0,0,0,0,0,13,305,1,1,0,63,0,0,0,0,0,0,0,9,0,0,0,1
GIPUZKOA,099,999,MUNICIPIO CERA GIPUZKOA,13560,2712,84,2628,20,2608,10848,888,468,46,5,2,2,2,1,1,6,1,1,1,70,857,13,0,1,133,0,2,10,6,1,2,0,21,36,0,4,28
BIZKAIA,001,020,BILBAO,295774,134770,9500,125270,735,124535,161004,34015,33534,6126,49,25,41,17,116,19,17,23,27,21,919,43167,90,18,7,4978,15,9,165,68,89,63,19,352,34,10,83,419
BIZKAIA,002,002,ABANTO Y CIÉRVANA-ABANTO ZIERBENA,7845,3383,326,3057,24,3033,4462,1195,253,233,0,0,3,0,1,2,1,0,0,0,8,1172,3,0,0,127,0,0,0,1,2,3,0,13,3,0,3,10
BIZKAIA,002,008,ARTZENTALES,575,332,23,309,2,307,243,7,15,9,0,0,0,0,0,0,0,0,0,0,5,244,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,2
BIZKAIA,002,013,BARAKALDO,82520,34819,2146,32673,179,32494,47701,14224,7308,1631,8,5,7,5,38,4,12,14,8,2,95,7806,24,1,3,921,29,3,30,29,19,21,6,114,10,5,22,90
BIZKAIA,002,022,KARRANTZA HARANA / VALLE DE CARRANZA,2497,979,90,889,2,887,1518,109,93,17,1,0,0,0,0,0,0,0,0,0,4,614,0,0,0,46,0,0,1,0,0,0,0,1,0,0,0,1
BIZKAIA,002,037,GALDAMES,724,419,67,352,0,352,305,40,18,11,0,0,0,0,0,0,0,0,0,0,3,238,0,0,0,39,0,0,0,0,0,0,0,0,0,0,1,2
BIZKAIA,002,042,GORDEXOLA,1330,932,45,887,1,886,398,82,161,27,0,1,0,0,0,0,0,0,0,0,5,536,0,0,0,63,0,0,1,4,0,0,0,3,0,0,1,2
BIZKAIA,002,045,GÜEÑES,5097,3057,230,2827,19,2808,2040,505,190,72,0,1,1,0,2,1,0,24,2,0,12,1701,1,0,0,265,0,0,3,2,0,3,0,8,2,1,3,9
BIZKAIA,002,051,LANESTOSA,252,159,3,156,0,156,93,37,21,1,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,4,0,0,0,1,0,0,0,10,0,0,1,0
BIZKAIA,002,071,MUSKIZ,5619,2927,272,2655,22,2633,2692,680,200,121,0,0,1,1,4,0,0,0,0,1,12,1352,1,1,0,237,0,0,3,1,3,0,0,6,2,0,1,6
BIZKAIA,002,078,PORTUGALETE,43741,19293,1150,18143,97,18046,24448,7358,3748,976,3,0,10,1,15,4,2,3,6,4,88,5033,18,1,0,590,1,4,13,3,8,8,6,43,10,1,15,74
BIZKAIA,002,080,VALLE DE TRÁPAGA-TRAPAGARAN,10817,4983,409,4574,26,4548,5834,1961,523,298,1,0,1,0,3,0,1,0,0,0,13,1556,10,1,0,150,0,0,3,0,2,1,1,12,1,0,3,7
BIZKAIA,002,082,SANTURTZI,40438,16950,1444,15506,92,15414,23488,6353,2789,827,5,0,2,1,12,1,1,6,3,0,38,4741,13,0,0,481,4,0,11,3,10,7,1,52,3,1,11,38
BIZKAIA,002,083,ORTUELLA,7337,3257,216,3041,14,3027,4080,1250,273,165,0,0,3,0,0,0,1,0,0,0,13,1072,3,1,0,219,0,0,0,0,0,0,2,15,1,0,3,6
BIZKAIA,002,084,SESTAO,26673,10924,818,10106,53,10053,15749,4350,1842,646,5,3,1,3,14,0,2,2,4,1,31,2764,13,4,1,268,2,0,8,2,12,4,0,23,3,2,6,37
BIZKAIA,002,086,SOPUERTA,1965,980,90,890,3,887,985,169,98,34,0,0,0,1,1,0,0,0,0,0,4,398,0,0,0,171,0,0,0,0,2,0,0,4,0,0,1,4
BIZKAIA,002,087,TRUCIOS-TURTZIOZ,466,238,15,223,0,223,228,27,40,2,0,0,0,0,0,0,0,0,0,0,1,121,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0,0
BIZKAIA,002,090,BALMASEDA,6099,3264,243,3021,18,3003,2835,872,344,65,73,3,2,0,2,0,2,1,1,0,8,1398,3,0,1,183,0,0,12,2,1,1,0,8,1,0,4,16
BIZKAIA,002,096,ZALLA,6649,3939,239,3700,16,3684,2710,633,304,103,0,0,0,1,2,2,0,0,0,0,24,2412,2,0,0,177,0,1,1,0,1,3,0,6,1,0,2,9
BIZKAIA,002,912,ALONSOTEGI,2314,1357,162,1195,2,1193,957,229,120,33,0,0,0,0,0,0,0,0,0,0,2,666,1,0,0,135,0,0,0,0,0,1,0,5,0,0,0,1
BIZKAIA,002,913,ZIERBENA,1108,581,77,504,4,500,527,70,38,16,0,0,1,0,0,0,0,1,0,0,3,339,0,0,0,26,0,0,0,0,0,1,0,3,0,0,1,1
BIZKAIA,003,001,ABADIÑO,5930,2491,516,1975,11,1964,3439,471,371,81,2,0,0,1,8,2,1,1,0,1,30,825,2,0,0,138,1,0,2,1,8,1,0,7,3,0,3,4
BIZKAIA,003,003,AMOREBIETA-ETXANO,13946,6714,1081,5633,41,5592,7232,1227,540,316,1,2,3,2,4,3,1,0,1,1,77,2854,1,1,0,489,1,4,7,1,7,9,0,25,1,0,2,12
BIZKAIA,003,005,ARAKALDO,84,55,22,33,1,32,29,1,3,1,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,003,006,ARANTZAZU,246,174,50,124,1,123,72,2,6,2,0,0,0,0,0,0,0,0,0,0,2,89,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0
BIZKAIA,003,009,ARRANKUDIAGA,676,422,123,299,1,298,254,13,19,5,0,0,0,1,0,0,1,0,0,0,3,234,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0
BIZKAIA,003,011,ARRIGORRIAGA,9662,4298,521,3777,23,3754,5364,1084,524,203,0,0,2,0,3,3,0,1,3,0,24,1644,3,1,0,190,2,0,4,1,1,4,0,20,11,0,3,23
BIZKAIA,003,015,BASAURI,38673,16849,1298,15551,62,15489,21824,5879,2955,628,4,1,13,0,20,2,2,1,3,3,70,5286,14,1,1,450,2,0,13,3,10,12,3,66,3,1,11,32
BIZKAIA,003,019,BERRIZ,3805,1758,290,1468,9,1459,2047,384,195,35,0,0,0,0,0,0,0,0,0,0,26,684,15,0,0,101,1,2,1,8,0,0,0,2,0,0,1,4
BIZKAIA,003,023,ARTEA,567,390,85,305,2,303,177,3,28,3,0,0,0,0,0,0,0,0,0,0,7,180,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,003,024,ZEANURI,999,653,114,539,4,535,346,14,17,0,0,0,0,0,0,0,0,0,0,0,14,404,1,0,0,81,0,0,0,0,0,3,0,0,0,0,0,1
BIZKAIA,003,025,ZEBERIO,876,513,143,370,2,368,363,15,13,11,0,0,0,0,0,0,0,0,0,0,6,303,0,0,0,13,0,0,0,0,0,3,0,4,0,0,0,0
BIZKAIA,003,026,DIMA,950,623,221,402,3,399,327,4,16,7,0,0,0,0,0,0,0,0,0,0,5,315,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,003,027,DURANGO,21275,9927,1377,8550,52,8498,11348,1656,1582,341,0,5,3,0,12,2,0,1,2,0,233,4094,4,1,0,492,1,2,6,4,3,8,0,16,2,0,4,24
BIZKAIA,003,029,ETXEBARRI,6322,2474,138,2336,9,2327,3848,969,442,101,0,0,0,1,4,1,0,3,1,0,14,640,0,1,0,125,0,1,3,1,4,1,1,8,0,0,0,6
BIZKAIA,003,032,ELORRIO,6022,2935,680,2255,20,2235,3087,502,362,84,0,0,3,1,0,0,0,0,0,0,59,1049,0,0,0,167,0,0,0,2,0,0,0,1,0,0,0,5
BIZKAIA,003,034,ERMUA,13885,6433,346,6087,28,6059,7452,2649,1959,297,0,1,3,1,1,2,0,2,0,0,71,898,1,0,0,138,0,0,7,0,1,1,0,18,0,0,3,6
BIZKAIA,003,036,GALDAKAO,24596,10621,1307,9314,44,9270,13975,2390,1341,462,3,1,2,1,14,5,2,4,2,5,88,4190,8,5,0,658,1,3,2,2,8,13,0,26,0,1,7,26
BIZKAIA,003,039,GARAI,248,172,22,150,1,149,76,2,2,0,0,0,0,0,0,0,0,0,0,0,9,126,2,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0
BIZKAIA,003,050,IZURTZA,242,156,61,95,0,95,86,10,5,3,0,0,0,0,0,0,0,0,0,0,2,66,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1
BIZKAIA,003,055,LEMOA,2339,1431,218,1213,5,1208,908,104,103,28,0,0,1,0,2,1,0,0,0,0,10,787,0,0,0,159,0,0,1,1,0,1,0,5,0,0,0,5
BIZKAIA,003,058,MALLABIA,950,503,163,340,2,338,447,54,27,6,0,0,0,0,0,0,0,0,0,0,7,221,0,1,0,15,1,0,0,0,0,0,1,0,0,1,0,4
BIZKAIA,003,059,MAÑARIA,387,239,70,169,1,168,148,4,4,4,0,0,0,0,0,0,0,0,0,0,4,143,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
BIZKAIA,003,065,UGAO-MIRABALLES,3428,1697,337,1360,4,1356,1731,301,156,45,0,1,0,0,3,0,0,0,0,0,10,727,3,0,0,98,0,0,2,0,2,0,0,6,1,0,0,1
BIZKAIA,003,072,OTXANDIO,899,541,170,371,3,368,358,22,45,9,0,0,0,0,0,0,1,0,0,0,19,244,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0
BIZKAIA,003,074,URDUÑA-ORDUÑA,3344,1683,254,1429,5,1424,1661,195,244,42,2,0,0,1,1,1,0,0,0,0,25,818,0,1,0,79,0,0,1,0,0,0,1,7,0,0,1,5
BIZKAIA,003,075,OROZKO,1870,989,108,881,4,877,881,32,95,20,0,0,1,0,0,0,0,0,0,1,4,663,0,0,0,56,1,0,0,0,0,0,0,2,0,0,0,2
BIZKAIA,003,088,UBIDE,136,91,37,54,0,54,45,2,7,0,0,0,0,0,0,0,0,0,0,0,4,38,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
BIZKAIA,003,091,ATXONDO,1180,568,175,393,2,391,612,61,35,7,0,0,0,0,0,0,0,0,0,0,8,257,0,0,0,21,0,0,0,1,0,0,0,0,1,0,0,0
BIZKAIA,003,092,BEDIA,813,477,62,415,3,412,336,35,29,7,0,0,0,0,0,0,1,1,0,0,0,331,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,003,093,AREATZA,825,501,80,421,3,418,324,29,76,4,0,2,0,0,0,0,0,0,0,0,14,258,0,0,0,30,1,0,0,0,0,2,0,0,0,0,0,2
BIZKAIA,003,094,IGORRE,3308,1709,359,1350,12,1338,1599,105,61,8,0,0,1,0,1,0,0,0,0,0,36,966,1,0,1,148,0,0,1,1,0,2,0,5,0,1,0,0
BIZKAIA,003,095,ZALDIBAR,2394,1096,194,902,7,895,1298,280,158,33,0,1,0,0,6,0,1,0,1,0,9,356,0,1,0,40,1,0,0,1,0,0,0,5,0,0,0,2
